cntry_code,year,proj_r1Gini_SSP1,proj_r1Gini_SSP2,proj_r1Gini_SSP3,proj_r1Gini_SSP4,proj_r1Gini_SSP5,proj_rmultiGini_SSP1,proj_rmultiGini_SSP2,proj_rmultiGini_SSP3,proj_rmultiGini_SSP4,proj_rmultiGini_SSP5,gini_std
BRA,2077,43.055763,58.07711,65,65,39.554539,47.335617,58.073448,65,65,43.900017,19.381695
BRA,2078,42.658203,57.973038,65,65,38.997658,47.070168,58.074081,65,65,43.4702,19.629862
BRA,2079,42.256161,57.86787,65,65,38.430519,46.799892,58.074417,65,65,43.029343,19.881514
BRA,2080,41.849632,57.7617,65,65,37.853004,46.524773,58.074505,65,65,42.577301,20.136648
BRA,2081,41.439396,57.654778,65,65,37.266186,46.245708,58.074654,65,65,42.115318,20.395037
BRA,2082,41.021191,57.543415,65,65,36.665039,45.964474,58.077423,65,65,41.644417,20.655579
BRA,2083,40.598415,57.431065,65,65,36.052879,45.67823,58.079941,65,65,41.161545,20.91972
BRA,2084,40.171028,57.317814,65,65,35.429516,45.386951,58.082272,65,65,40.666531,21.187477
BRA,2085,39.739128,57.203762,65,65,34.794895,45.090691,58.084476,65,65,40.159248,21.458847
BRA,2086,39.304585,57.089088,65,65,34.152172,44.791653,58.086815,65,65,39.643417,21.733282
BRA,2087,38.863438,56.970325,65,65,33.495678,44.491554,58.091732,65,65,39.118813,22.009333
BRA,2088,38.417583,56.850742,65,65,32.827175,44.186222,58.096493,65,65,38.581078,22.28916
BRA,2089,37.96701,56.730438,65,65,32.146465,43.875645,58.101166,65,65,38.03001,22.572803
BRA,2090,37.511745,56.60939,65,65,31.453392,43.559845,58.10574,65,65,37.465416,22.860273
BRA,2091,37.057808,56.488113,65,65,30.758654,43.245857,58.110798,65,65,36.89978,23.149881
BRA,2092,36.607262,56.364967,65,65,30.0595,42.931717,58.118317,65,65,36.325478,23.440937
BRA,2093,36.151989,56.241135,65,65,29.347546,42.612289,58.125771,65,65,35.73716,23.735918
BRA,2094,35.692039,56.116688,65,65,28.62266,42.287594,58.133194,65,65,35.134647,24.034863
BRA,2095,35.227337,55.99165,65,65,27.884575,41.957565,58.140614,65,65,34.517662,24.337801
BRA,2096,34.76461,55.866528,65,65,27.145411,41.630108,58.148613,65,65,33.900387,24.642851
BRA,2097,34.307205,55.740108,65,65,26.402952,41.301872,58.158802,65,65,33.272968,24.949575
BRA,2098,33.845028,55.613159,65,65,25.646875,40.968254,58.16901,65,65,32.630608,25.260393
BRA,2099,33.378082,55.485676,65,65,24.876904,40.629269,58.179241,65,65,31.973003,25.575342
BRA,2100,32.906342,55.357658,65,65,24.092903,40.28487,58.189491,65,65,31.300001,25.894466
BGR,2011,36.120251,36.114277,36.104794,36.103371,36.120243,36.457249,36.44936,36.435974,36.434467,36.457241,11.710701
BGR,2012,35.952427,36.133041,36.245274,36.244045,35.952782,36.566883,36.617947,36.679386,36.719223,36.566994,11.743201
BGR,2013,35.914841,36.286068,36.527901,36.526642,35.915539,36.640442,36.752823,36.893204,36.974098,36.640652,11.75833
BGR,2014,35.817028,36.384834,36.763428,36.762016,35.818066,36.650692,36.829136,37.051876,37.173672,36.650986,11.777628
BGR,2015,35.7798,36.551899,37.07584,37.07431,35.781162,36.742401,36.993893,37.304211,37.466927,36.742764,11.807865
BGR,2016,35.726013,36.717342,37.397495,37.39492,35.72821,36.824291,37.164116,37.56992,37.772556,36.825317,11.847883
BGR,2017,35.867489,36.993519,37.790825,37.828247,35.868393,37.048664,37.461346,37.935028,38.194584,37.048672,11.892692
BGR,2018,36.125523,37.405884,38.341507,38.40926,36.111637,37.420048,37.926849,38.488808,38.794048,37.403347,11.949669
BGR,2019,36.34697,37.778622,38.839989,38.959633,36.339054,37.754086,38.349056,38.97934,39.356457,37.74612,12.009443
BGR,2020,36.556721,38.137199,39.324234,39.505848,36.565327,38.080559,38.75853,39.452366,39.913731,38.094505,12.073893
BGR,2021,36.754749,38.481808,39.794498,40.048302,36.790119,38.399216,39.155445,39.908249,40.466412,38.447876,12.14297
BGR,2022,36.954517,38.830021,40.279354,40.620396,37.023026,38.71843,39.549847,40.360897,41.036839,38.813389,12.208505
BGR,2023,37.141701,39.164013,40.749779,41.187428,37.252407,39.02829,39.931129,40.795795,41.600998,39.180962,12.278772
BGR,2024,37.315868,39.483925,41.205887,41.749207,37.47718,39.328083,40.299294,41.213085,42.158661,39.549107,12.353786
BGR,2025,37.476719,39.789825,41.6478,42.305592,37.696198,39.617226,40.654339,41.612911,42.709652,39.916225,12.433541
BGR,2026,37.623203,40.081692,42.076008,42.854229,37.907272,39.894222,40.996124,41.995895,43.251049,40.279453,12.518202
BGR,2027,37.727715,40.347866,42.501499,43.349346,38.081165,40.156448,41.325211,42.367851,43.754093,40.635056,12.604437
BGR,2028,37.817623,40.600334,42.913261,43.838348,38.244804,40.405895,41.641239,42.722923,44.249611,40.983601,12.695704
BGR,2029,37.892776,40.83926,43.311478,44.321251,38.396904,40.642174,41.944313,43.061321,44.737625,41.323288,12.791926
BGR,2030,37.95295,41.0648,43.696308,44.798092,38.536106,40.86483,42.234535,43.383247,45.218185,41.652294,12.893018
BGR,2031,37.997433,41.276936,44.068069,45.26862,38.66048,41.072849,42.511757,43.689091,45.690975,41.968094,12.998983
BGR,2032,38.014046,41.465931,44.432205,45.72467,38.757622,41.266079,42.775658,43.981155,46.154827,42.269817,13.10805
BGR,2033,38.019333,41.636223,44.775227,46.170979,38.851089,41.449379,43.020267,44.24778,46.606953,42.570778,13.221445
BGR,2034,38.005257,41.802479,45.118191,46.617702,38.915115,41.612934,43.263187,44.514332,47.059586,42.839809,13.338055
BGR,2035,37.972328,41.964832,45.461082,47.064846,38.950993,41.757198,43.504463,44.780796,47.512733,43.078339,13.457768
BGR,2036,37.920944,42.123222,45.803978,47.512108,38.960003,41.882526,43.743946,45.047268,47.966038,43.287811,13.580505
BGR,2037,37.848354,42.271206,46.149044,47.952663,38.941578,41.990959,43.982109,45.314556,48.418919,43.471645,13.704277
BGR,2038,37.758217,42.415497,46.493984,48.393555,38.898331,42.081253,44.218655,45.581688,48.872211,43.628635,13.830942
BGR,2039,37.650982,42.556202,46.838791,48.834812,38.831329,42.15387,44.453632,45.84866,49.325958,43.760025,13.960448
BGR,2040,37.527176,42.69342,47.18346,49.276459,38.741707,42.209305,44.687096,46.115463,49.78019,43.867062,14.092757
BGR,2041,37.388157,42.827267,47.528198,49.718483,38.631699,42.249084,44.919109,46.382347,50.234894,43.952358,14.227668
BGR,2042,37.241142,42.956223,47.878098,50.159618,38.509472,42.275639,45.1506,46.650589,50.690357,44.018936,14.36344
BGR,2043,37.078949,43.081963,48.227859,50.601208,38.367222,42.286366,45.380699,46.918663,51.146381,44.064056,14.501846
BGR,2044,36.901989,43.204639,48.57748,51.043293,38.205681,42.281685,45.609486,47.186562,51.603016,44.088547,14.642896
BGR,2045,36.710728,43.324299,48.926964,51.48592,38.025581,42.262047,45.836998,47.454292,52.060329,44.093208,14.786605
BGR,2046,36.507423,43.44109,49.276608,51.929482,37.830048,42.230087,46.063335,47.722221,52.51878,44.081715,14.932605
BGR,2047,36.305336,43.554352,49.632996,52.377789,37.631863,42.188255,46.289352,47.99205,52.979977,44.056217,15.078643
BGR,2048,36.090145,43.664871,49.989265,52.826763,37.41671,42.132656,46.514233,48.26173,53.441998,44.012611,15.22722
BGR,2049,35.86216,43.772789,50.345417,53.276463,37.184956,42.063602,46.738079,48.531265,53.904911,43.951324,15.378383
BGR,2050,35.621765,43.878254,50.701466,53.726959,36.937023,41.981453,46.960976,48.800674,54.368809,43.872757,15.532185
BGR,2051,35.508728,43.98111,51.057838,54.178078,36.865799,42.051449,47.182743,49.070473,54.833485,44.00391,15.660396
BGR,2052,35.394802,44.077999,51.423149,54.627605,36.79459,42.118641,47.40366,49.342815,55.298794,44.133247,15.788832
BGR,2053,35.276276,44.172668,51.788391,55.078049,36.719162,42.181679,47.623764,49.615074,55.765232,44.259125,15.918385
BGR,2054,35.153412,44.265209,52.153568,55.529472,36.639874,42.240803,47.843128,49.887257,56.232887,44.381912,16.049101
BGR,2055,35.02639,44.355728,52.5187,55.98196,36.557007,42.2962,48.061832,50.159374,56.701851,44.501938,16.18103
BGR,2056,34.894974,44.443928,52.88401,56.434605,36.470562,42.347523,48.279449,50.431713,57.171051,44.619148,16.314322
BGR,2057,34.756523,44.523197,53.254074,56.879913,36.379566,42.39513,48.495548,50.705048,57.638248,44.734283,16.44944
BGR,2058,34.614479,44.600723,53.624126,57.326439,36.28569,42.439529,48.711174,50.978378,58.106949,44.847363,16.585913
BGR,2059,34.469101,44.676628,53.99419,57.77425,36.189228,42.480946,48.926407,51.251717,58.57724,44.958664,16.723782
BGR,2060,34.32048,44.750973,54.364269,58.223419,36.090317,42.519497,49.141308,51.525078,59.04921,45.068359,16.863092
BGR,2061,34.168514,44.823593,54.734375,58.672497,35.98946,42.554974,49.355606,51.798466,59.521141,45.176971,17.003958
BGR,2062,34.011265,44.889946,55.105213,59.112514,35.887131,42.587769,49.569199,52.071331,59.98959,45.284988,17.146725
BGR,2063,33.851254,44.954983,55.476109,59.55402,35.782864,42.618114,49.782639,52.344269,60.459881,45.391872,17.291052
BGR,2064,33.688641,45.018864,55.847073,59.997078,35.676826,42.64616,49.996025,52.617287,60.932095,45.497791,17.436979
BGR,2065,33.523502,45.081654,56.218113,60.441769,35.569099,42.671982,50.209419,52.890404,61.40633,45.602852,17.584543
BGR,2066,33.357346,45.143433,56.589027,60.886715,35.462444,42.697285,50.422886,53.163364,61.880959,45.710209,17.733513
BGR,2067,33.194775,45.20327,56.957161,61.32637,35.36253,42.722389,50.636963,53.434872,62.35273,45.819366,17.882828
BGR,2068,33.030125,45.262283,57.325413,61.767803,35.261387,42.74567,50.851257,53.70652,62.826698,45.928097,18.033831
BGR,2069,32.863464,45.320564,57.693783,62.211079,35.159092,42.767204,51.065834,53.978313,63.302952,46.036469,18.18655
BGR,2070,32.694939,45.378143,58.062286,62.656265,35.055782,42.787098,51.280731,54.250278,63.781574,46.144611,18.341019
BGR,2071,32.52766,45.435616,58.43079,63.101971,34.956455,42.809013,51.496593,54.52224,64.260933,46.258373,18.496641
BGR,2072,32.372169,45.496399,58.797562,63.545036,34.870869,42.832859,51.714531,54.793446,64.737732,46.375851,18.65102
BGR,2073,32.215126,45.556744,59.164497,63.990154,34.784641,42.855373,51.933002,55.064857,65,46.493484,18.807133
BGR,2074,32.056633,45.616802,59.531609,64.437378,34.697838,42.876648,52.152115,55.336483,65,46.611328,18.965014
BGR,2075,31.896769,45.676567,59.898907,64.886795,34.610554,42.89674,52.371883,55.608341,65,46.729462,19.124685
BGR,2076,31.739676,45.736858,60.266376,65,34.529171,42.920532,52.593212,55.880409,65,46.855377,19.285341
BGR,2077,31.598436,45.802658,60.633724,65,34.464401,42.947334,52.81723,56.152607,65,46.985851,19.443911
BGR,2078,31.456116,45.868462,61.001293,65,34.399548,42.973248,53.042145,56.425072,65,47.117054,19.604256
BGR,2079,31.312805,45.934311,61.369083,65,34.334679,42.998344,53.267994,56.697815,65,47.249043,19.766405
BGR,2080,31.168537,46.00032,61.737114,65,34.269829,43.022652,53.494862,56.970852,65,47.381851,19.930382
BGR,2081,31.027227,46.067142,62.105396,65,34.210899,43.050758,53.723522,57.244202,65,47.522381,20.095428
BGR,2082,30.899908,46.138943,62.474007,65,34.166214,43.081669,53.954811,57.517937,65,47.667282,20.25882
BGR,2083,30.771914,46.211079,62.842888,65,34.121914,43.112045,54.187294,57.792004,65,47.813385,20.424046
BGR,2084,30.643232,46.283638,63.21204,65,34.077976,43.141911,54.421036,58.066414,65,47.960693,20.591127
BGR,2085,30.513969,46.35675,63.581478,65,34.034492,43.171322,54.656132,58.341167,65,48.109272,20.760092
BGR,2086,30.389967,46.430843,63.95113,65,34.000462,43.20715,54.893124,58.616192,65,48.26965,20.929773
BGR,2087,30.286831,46.508816,64.32003,65,33.986946,43.24725,55.132568,58.891277,65,48.435936,21.096355
BGR,2088,30.183363,46.587471,64.68924,65,33.974312,43.287155,55.373512,59.166752,65,48.603985,21.264811
BGR,2089,30.079563,46.666939,65,65,33.962559,43.326885,55.616043,59.442623,65,48.7738,21.435163
BGR,2090,29.97547,46.747223,65,65,33.951729,43.366455,55.860184,59.718903,65,48.945435,21.607437
BGR,2091,29.873932,46.828785,65,65,33.94632,43.409176,56.106453,59.995422,65,49.124107,21.781092
BGR,2092,29.78166,46.913784,65,65,33.950901,43.453827,56.355198,60.271782,65,49.306717,21.954464
BGR,2093,29.689251,46.999802,65,65,33.956638,43.49847,56.60574,60.54858,65,49.491409,22.129799
BGR,2094,29.596771,47.086914,65,65,33.9636,43.543152,56.858139,60.825832,65,49.678234,22.307121
BGR,2095,29.504185,47.175186,65,65,33.971748,43.587849,57.11245,61.103542,65,49.867184,22.486452
BGR,2096,29.415249,47.265228,65,65,33.987331,43.636978,57.369373,61.381599,65,50.065567,22.667057
BGR,2097,29.338371,47.359959,65,65,34.015739,43.688751,57.629208,61.65971,65,50.268799,22.846842
BGR,2098,29.261564,47.456051,65,65,34.04565,43.740723,57.89114,61.938316,65,50.474518,23.028675
BGR,2099,29.184816,47.553543,65,65,34.077072,43.792873,58.15522,62.217426,65,50.682747,23.212584
BGR,2100,29.108177,47.652458,65,65,34.110031,43.845249,58.421474,62.497059,65,50.893513,23.398588
CAN,2011,28.76889,28.775845,28.753757,28.752886,28.749516,28.814909,28.821772,28.793623,28.792656,28.792393,11.791216
CAN,2012,27.348158,27.402292,27.667686,27.725586,27.438616,28.168718,28.14436,28.331028,28.343069,28.281822,12.308802
CAN,2013,27.203054,27.306875,27.725117,27.841921,27.260654,28.136391,28.081573,28.315432,28.340649,28.21332,12.412086
CAN,2014,27.086706,27.264551,27.845058,28.021021,27.133633,28.146719,28.08849,28.375626,28.414318,28.214195,12.520421
CAN,2015,27.01907,27.281223,28.023544,28.258499,27.05287,28.223019,28.171631,28.506409,28.558378,28.278133,12.633792
CAN,2016,26.9359,27.288858,28.208002,28.501377,26.961596,28.287785,28.248934,28.644323,28.708918,28.336658,12.749395
CAN,2017,26.936716,27.325539,28.355089,28.729992,26.958151,28.385849,28.34362,28.770069,28.854292,28.436306,12.835517
CAN,2018,26.919342,27.346722,28.494867,28.951618,26.938063,28.468399,28.424286,28.886965,28.991194,28.522308,12.922457
CAN,2019,26.882513,27.351789,28.627733,29.164639,26.897655,28.533821,28.490215,28.995592,29.117815,28.590199,13.010381
CAN,2020,26.844162,27.357662,28.767202,29.387405,26.858612,28.603531,28.561661,29.112225,29.256268,28.665913,13.10003
CAN,2021,26.803537,27.362932,28.911577,29.619015,26.820728,28.676462,28.636906,29.23488,29.405546,28.749062,13.191319
CAN,2022,26.823912,27.424494,29.118729,29.930426,26.846024,28.769741,28.731476,29.379499,29.584751,28.856968,13.259603
CAN,2023,26.842148,27.484285,29.32914,30.25024,26.873089,28.865885,28.828148,29.52807,29.774162,28.972548,13.329
CAN,2024,26.858032,27.541819,29.542044,30.578142,26.901878,28.964451,28.926159,29.679659,29.973391,29.09557,13.399496
CAN,2025,26.87142,27.596569,29.756739,30.913813,26.932274,29.065069,29.024796,29.833418,30.182047,29.225706,13.47108
CAN,2026,26.882008,27.648033,29.972559,31.257027,26.963831,29.167217,29.123352,29.988552,30.399845,29.362297,13.543723
CAN,2027,26.90457,27.707714,30.194996,31.58395,27.026564,29.276129,29.226332,30.147882,30.6245,29.513994,13.610813
CAN,2028,26.924055,27.76347,30.417536,31.917665,27.089935,29.38587,29.328232,30.307335,30.857403,29.671135,13.67889
CAN,2029,26.940418,27.815022,30.639753,32.257923,27.153662,29.496176,29.428633,30.466389,31.098249,29.833176,13.747952
CAN,2030,26.953526,27.862114,30.861235,32.604477,27.217333,29.60673,29.527136,30.62455,31.346739,29.999464,13.817994
CAN,2031,26.963099,27.90451,31.081532,32.957024,27.280375,29.717083,29.623346,30.781277,31.602518,30.169212,13.888993
CAN,2032,26.984215,27.952051,31.310358,33.326927,27.363268,29.832191,29.721085,30.939989,31.869616,30.348253,13.954249
CAN,2033,27.00235,27.993769,31.536495,33.70269,27.447157,29.947376,29.815039,31.095476,32.143803,30.532228,14.02039
CAN,2034,27.015308,28.033346,31.764124,34.08189,27.524212,30.059868,29.909559,31.252775,32.422161,30.71158,14.08731
CAN,2035,27.023106,28.070881,31.993242,34.464378,27.594479,30.169514,30.004665,31.411884,32.704517,30.886198,14.155008
CAN,2036,27.025715,28.106466,32.223858,34.850025,27.657967,30.276157,30.100378,31.572805,32.990704,31.055971,14.223482
CAN,2037,27.017527,28.131523,32.450985,35.235825,27.711586,30.380138,30.196636,31.73596,33.281475,31.221865,14.294152
CAN,2038,27.004076,28.154707,32.679596,35.624462,27.758377,30.480742,30.293453,31.900915,33.575691,31.382566,14.365631
CAN,2039,26.985334,28.176117,32.909698,36.015854,27.798374,30.577852,30.390867,32.067684,33.873253,31.538042,14.437914
CAN,2040,26.961374,28.195812,33.141296,36.409916,27.831724,30.67141,30.488886,32.236271,34.174057,31.688328,14.511
CAN,2041,26.932219,28.213892,33.374378,36.806576,27.858511,30.761341,30.587542,32.406662,34.478008,31.833416,14.584888
CAN,2042,26.895468,28.223763,33.608078,37.204407,27.874809,30.848309,30.686766,32.579666,34.785709,31.973864,14.660092
CAN,2043,26.853559,28.232113,33.843277,37.604641,27.884634,30.931469,30.786625,32.754494,35.096329,32.109005,14.736119
CAN,2044,26.80653,28.239088,34.07999,38.007233,27.888071,31.010786,30.887186,32.93116,35.409817,32.238873,14.812969
CAN,2045,26.75448,28.244688,34.318222,38.412144,27.885292,31.086254,30.98843,33.109676,35.726112,32.363548,14.890642
CAN,2046,26.697432,28.248997,34.557884,38.819336,27.876348,31.157862,31.090382,33.289948,36.045193,32.483047,14.969113
CAN,2047,26.643583,28.257313,34.817307,39.23996,27.860312,31.228392,31.195385,33.477139,36.370548,32.598354,15.044614
CAN,2048,26.584835,28.264454,35.078262,39.662731,27.838221,31.294958,31.301125,33.666191,36.698513,32.70842,15.120913
CAN,2049,26.52124,28.270536,35.340767,40.087643,27.810158,31.357557,31.407661,33.857124,37.029068,32.813278,15.198011
CAN,2050,26.452982,28.275711,35.604858,40.51469,27.77634,31.416292,31.515087,34.049984,37.362225,32.913078,15.275916
CAN,2051,26.389088,28.279755,35.870293,40.943775,27.767471,31.484753,31.623158,34.244507,37.697868,33.046612,15.349767
CAN,2052,26.344301,28.302736,36.159492,41.388416,27.780226,31.557577,31.736944,34.446396,38.039734,33.185989,15.414874
CAN,2053,26.297594,28.324659,36.450005,41.834892,27.791901,31.629522,31.851297,34.649887,38.383831,33.325558,15.480451
CAN,2054,26.249092,28.34557,36.741833,42.283207,27.802685,31.700661,31.966221,34.854977,38.73016,33.465469,15.546495
CAN,2055,26.198868,28.365524,37.034958,42.733364,27.812735,31.771036,32.081734,35.061638,39.07872,33.605869,15.613009
CAN,2056,26.14728,28.384611,37.329315,43.185425,27.823017,31.841036,32.197895,35.269817,39.429604,33.747875,15.679916
CAN,2057,26.114334,28.422422,37.64193,43.649197,27.858974,31.915127,32.319336,35.483601,39.785419,33.896702,15.73843
CAN,2058,26.079992,28.45949,37.955845,44.114845,27.894728,31.988663,32.441471,35.698963,40.143517,34.046486,15.797355
CAN,2059,26.044434,28.495903,38.271072,44.582401,27.930532,32.061756,32.564346,35.915916,40.503925,34.197426,15.85669
CAN,2060,26.007668,28.531696,38.587608,45.051872,27.966448,32.134418,32.687981,36.134464,40.866661,34.349598,15.916443
CAN,2061,25.970057,28.567001,38.905437,45.523289,28.003405,32.207008,32.812466,36.354588,41.231758,34.504036,15.976566
CAN,2062,25.943058,28.613638,39.228683,45.997536,28.058853,32.282085,32.940571,36.577286,41.599735,34.664082,16.031977
CAN,2063,25.915182,28.659855,39.553257,46.473766,28.11492,32.356949,33.069561,36.801594,41.970123,34.82579,16.087786
CAN,2064,25.886549,28.705809,39.879177,46.952007,28.171785,32.431679,33.199528,37.027542,42.342953,34.989323,16.143999
CAN,2065,25.857182,28.751526,40.206444,47.432297,28.229511,32.506306,33.330502,37.255123,42.718266,35.154758,16.200619
CAN,2066,25.827387,28.797092,40.535049,47.914642,28.288519,32.581097,33.462524,37.484333,43.096077,35.322498,16.25762
CAN,2067,25.803274,28.845633,40.864742,48.398281,28.352692,32.65736,33.596439,37.715134,43.47644,35.493317,16.312307
CAN,2068,25.778728,28.894169,41.195801,48.884052,28.418137,32.733711,33.731506,37.947598,43.859394,35.666378,16.367401
CAN,2069,25.753798,28.942783,41.528252,49.371998,28.484966,32.8102,33.867786,38.181751,44.244984,35.841789,16.422911
CAN,2070,25.728605,28.991491,41.862091,49.862144,28.553328,32.886906,34.005295,38.417595,44.633247,36.019684,16.47884
CAN,2071,25.703327,29.04038,42.197315,50.354439,28.623394,32.964031,34.144077,38.655109,45.02412,36.200241,16.535168
CAN,2072,25.683123,29.088898,42.529804,50.843243,28.696499,33.042702,34.28421,38.89344,45.416653,36.383877,16.589617
CAN,2073,25.662815,29.137693,42.863697,51.334332,28.771397,33.121696,34.425701,39.133476,45.811958,36.570229,16.644493
CAN,2074,25.642492,29.186935,43.199024,51.827755,28.848209,33.201088,34.568653,39.375256,46.210098,36.759411,16.699802
CAN,2075,25.622234,29.236591,43.535778,52.323536,28.927065,33.280933,34.713062,39.618771,46.611099,36.951527,16.755552
CAN,2076,25.602285,29.286789,43.873955,52.821609,29.00827,33.361534,34.859016,39.86401,47.014885,37.146957,16.811705
CAN,2077,25.589741,29.340612,44.212723,53.316147,29.095327,33.444332,35.007313,40.11087,47.42054,37.346405,16.865046
CAN,2078,25.5774,29.39509,44.552937,53.813145,29.184681,33.527691,35.157234,40.359489,47.829178,37.549046,16.918837
CAN,2079,25.565346,29.450258,44.894615,54.312649,29.276455,33.611668,35.308819,40.60989,48.240868,37.75499,16.973082
CAN,2080,25.553633,29.506235,45.237762,54.81469,29.370728,33.696308,35.462143,40.862076,48.655632,37.964314,17.027788
CAN,2081,25.542715,29.563103,45.582378,55.319218,29.46841,33.782146,35.61731,41.116047,49.073414,38.178082,17.082899
CAN,2082,25.543365,29.629124,45.93148,55.821476,29.579206,33.871082,35.776089,41.372547,49.493561,38.397644,17.133423
CAN,2083,25.544538,29.696093,46.282066,56.326389,29.692833,33.960819,35.936729,41.630852,49.916924,38.620903,17.184422
CAN,2084,25.546228,29.764105,46.634155,56.834003,29.809303,34.051369,36.099323,41.890987,50.343567,38.847916,17.235905
CAN,2085,25.548538,29.833284,46.987747,57.344349,29.928787,34.142803,36.263943,42.152946,50.773529,39.078808,17.287876
CAN,2086,25.552279,29.903694,47.342838,57.857277,30.05304,34.236099,36.430717,42.416725,51.206627,39.315674,17.340231
CAN,2087,25.5753,29.986252,47.702129,58.364231,30.199335,34.334099,36.601845,42.68293,51.641541,39.560467,17.384668
CAN,2088,25.599085,30.070097,48.062927,58.874035,30.348957,34.433109,36.775131,42.950966,52.079914,39.809486,17.429615
CAN,2089,25.623663,30.155371,48.42524,59.386734,30.501966,34.533165,36.950684,43.22084,52.521805,40.062817,17.47508
CAN,2090,25.649075,30.24206,48.789063,59.90237,30.658457,34.6343,37.128506,43.49255,52.967258,40.320541,17.521074
CAN,2091,25.675875,30.330359,49.154373,60.420845,30.819683,34.737141,37.308792,43.766071,53.416164,40.584122,17.567537
CAN,2092,25.713455,30.428577,49.521168,60.937485,30.995605,34.843052,37.493118,44.041328,53.867844,40.854477,17.610077
CAN,2093,25.751991,30.528421,49.889454,61.457188,31.175291,34.950146,37.679909,44.318401,54.323242,41.129539,17.653172
CAN,2094,25.791565,30.630016,50.259235,61.980015,31.358881,35.058479,37.869274,44.59729,54.782433,41.409439,17.696836
CAN,2095,25.832159,30.733416,50.630501,62.506001,31.546394,35.168053,38.061253,44.877979,55.245461,41.694229,17.741076
CAN,2096,25.87402,30.838724,51.003204,63.035007,31.738255,35.279167,38.255955,45.160416,55.712162,41.984402,17.78587
CAN,2097,25.921537,30.9491,51.374302,63.561043,31.937366,35.392406,38.453899,45.443851,56.181534,42.28019,17.829248
CAN,2098,25.970175,31.061504,51.746853,64.090385,32.140656,35.506969,38.654667,45.729053,56.654922,42.581131,17.873234
CAN,2099,26.019953,31.175987,52.120857,64.623093,32.348186,35.622875,38.85833,46.016018,57.132401,42.887321,17.917841
CAN,2100,26.070906,31.292597,52.496292,65,32.56007,35.740154,39.06493,46.304726,57.614017,43.19886,17.963076
CHL,2011,58.047497,57.977581,57.910797,57.910145,58.047726,55.181377,55.100544,55.021709,55.021706,55.181641,10.859869
CHL,2012,57.815193,57.927517,57.977245,57.970718,57.815193,55.182858,55.148216,55.126991,55.177498,55.183056,10.932356
CHL,2013,57.758877,58.057129,58.232506,58.220211,57.758659,55.218697,55.232208,55.274162,55.375305,55.218838,10.954171
CHL,2014,57.609093,58.095409,58.403824,58.386368,57.608669,55.151928,55.213867,55.322666,55.475151,55.152023,10.984818
CHL,2015,57.475681,58.153397,58.6036,58.581455,57.47506,55.112892,55.225136,55.406158,55.610538,55.112953,11.024744
CHL,2016,57.251362,58.16024,58.769989,58.742977,57.250568,54.976421,55.182274,55.450733,55.707245,54.976475,11.074089
CHL,2017,57.172806,58.185326,58.89682,58.916443,57.17152,54.945774,55.170444,55.477692,55.802738,54.945705,11.115797
CHL,2018,57.106636,58.236275,59.074265,59.128624,57.096096,54.936169,55.193699,55.564159,55.943913,54.925793,11.15971
CHL,2019,57.006992,58.258579,59.228519,59.318752,56.983143,54.893158,55.18734,55.622505,56.058704,54.868046,11.206917
CHL,2020,56.893101,58.272507,59.383678,59.508572,56.851978,54.839699,55.175625,55.681751,56.17329,54.795578,11.258603
CHL,2021,56.764622,58.277943,59.539513,59.697762,56.702114,54.775311,55.158459,55.741791,56.287552,54.707767,11.31409
CHL,2022,56.634811,58.284851,59.711735,59.906563,56.546543,54.71117,55.145149,55.813095,56.416588,54.615715,11.368401
CHL,2023,56.491791,58.284279,59.885262,60.115501,56.373291,54.637096,55.127171,55.885715,56.545887,54.508938,11.427014
CHL,2024,56.335796,58.276592,60.060257,60.324699,56.182556,54.553173,55.104767,55.959824,56.675575,54.387501,11.489949
CHL,2025,56.167137,58.262054,60.236816,60.534245,55.974613,54.45956,55.07814,56.035522,56.80574,54.251522,11.557224
CHL,2026,55.986023,58.240845,60.415001,60.743801,55.74971,54.356361,55.04747,56.113049,56.935062,54.101158,11.628619
CHL,2027,55.791069,58.216267,60.610516,60.896278,55.506531,54.249634,55.018688,56.201366,57.019485,53.94265,11.699466
CHL,2028,55.584305,58.185627,60.807953,61.048355,55.247185,54.133656,54.986259,56.29166,57.103474,53.770248,11.77469
CHL,2029,55.366135,58.149204,61.007462,61.200104,54.972198,54.00869,54.950413,56.384079,57.187119,53.584343,11.854291
CHL,2030,55.136871,58.107258,61.209171,61.351582,54.682037,53.874935,54.911354,56.478779,57.270473,53.385292,11.938258
CHL,2031,54.896889,58.060131,61.413326,61.502903,54.377487,53.732765,54.869404,56.576145,57.353687,53.173927,12.02608
CHL,2032,54.653378,58.008072,61.629948,61.654472,54.065952,53.588612,54.828575,56.682613,57.43914,52.95705,12.114522
CHL,2033,54.404648,57.942081,61.8363,61.799709,53.756618,53.441986,54.774479,56.776833,57.517239,52.746632,12.206538
CHL,2034,54.147434,57.868706,62.041847,61.943344,53.437687,53.288822,54.714916,56.870205,57.593681,52.528328,12.301824
CHL,2035,53.88205,57.788109,62.246613,62.085407,53.109364,53.129318,54.649979,56.962753,57.668495,52.302223,12.400321
CHL,2036,53.609001,57.700417,62.45071,62.225834,52.772308,52.964005,54.579735,57.05468,57.741589,52.069038,12.501591
CHL,2037,53.332016,57.600609,62.657612,62.359592,52.430122,52.797649,54.506557,57.149639,57.813805,51.833511,12.602652
