cntry_code,year,proj_r1Gini_SSP1,proj_r1Gini_SSP2,proj_r1Gini_SSP3,proj_r1Gini_SSP4,proj_r1Gini_SSP5,proj_rmultiGini_SSP1,proj_rmultiGini_SSP2,proj_rmultiGini_SSP3,proj_rmultiGini_SSP4,proj_rmultiGini_SSP5,gini_std
DEU,2025,28.429998,29.631332,31.205219,31.870314,28.40918,30.512352,31.05747,31.704798,31.914587,30.532751,12.555148
DEU,2026,28.373659,29.679832,31.407946,32.149208,28.355278,30.563402,31.165298,31.875608,32.126308,30.593935,12.605152
DEU,2027,28.306147,29.722839,31.614643,32.420139,28.296675,30.608681,31.270273,32.046135,32.338947,30.651646,12.657092
DEU,2028,28.22946,29.75988,31.820143,32.692726,28.228987,30.647532,31.371691,32.215126,32.553703,30.703341,12.711609
DEU,2029,28.143776,29.791018,32.024426,32.96685,28.152094,30.679962,31.469536,32.382553,32.770424,30.748657,12.768682
DEU,2030,28.049168,29.816292,32.227459,33.242336,28.065804,30.705879,31.56377,32.548374,32.988895,30.787178,12.828281
DEU,2031,27.945774,29.835852,32.429344,33.519291,27.970024,30.725313,31.654446,32.712742,33.209259,30.818638,12.890325
DEU,2032,27.837648,29.852367,32.642365,33.81012,27.868967,30.739492,31.742094,32.877876,33.433826,30.844238,12.953876
DEU,2033,27.722815,29.86005,32.850311,34.103497,27.764992,30.749235,31.822397,33.036949,33.661472,30.869991,13.019598
DEU,2034,27.598854,29.863583,33.058723,34.39658,27.648878,30.751499,31.900915,33.196625,33.888763,30.884676,13.087264
DEU,2035,27.466019,29.863091,33.267586,34.689419,27.521009,30.746429,31.977688,33.356888,34.115768,30.888603,13.156862
DEU,2036,27.324329,29.858572,33.476944,34.982231,27.381334,30.733904,32.052628,33.517807,34.342762,30.881588,13.228461
DEU,2037,27.169155,29.846764,33.692101,35.281433,27.224241,30.71344,32.125019,33.679951,34.570732,30.863329,13.302656
DEU,2038,27.005642,29.831078,33.907619,35.580444,27.056093,30.685867,32.195614,33.842575,34.798477,30.834774,13.378776
DEU,2039,26.833944,29.811644,34.123512,35.879337,26.877104,30.651291,32.264481,34.005688,35.0261,30.796124,13.456816
DEU,2040,26.654308,29.788534,34.339771,36.178169,26.687555,30.609867,32.33165,34.169289,35.25367,30.747587,13.536777
DEU,2041,26.466688,29.761688,34.556461,36.477188,26.487129,30.561424,32.396946,34.333454,35.481495,30.68869,13.618748
DEU,2042,26.266918,29.725443,34.778503,36.782204,26.269558,30.505487,32.459171,34.498501,35.710178,30.619001,13.703442
DEU,2043,26.059656,29.685698,35.000858,37.087246,26.041836,30.442917,32.519699,34.663963,35.938919,30.539633,13.790092
DEU,2044,25.845062,29.642637,35.223541,37.392391,25.804098,30.373825,32.578644,34.829865,36.167816,30.450687,13.878705
DEU,2045,25.623337,29.596277,35.446564,37.697697,25.556511,30.29834,32.636009,34.996208,36.396935,30.352261,13.969292
DEU,2046,25.394588,29.546568,35.670143,38.003704,25.298597,30.216536,32.691639,35.163296,36.626953,30.243723,14.061852
DEU,2047,25.159355,29.489033,35.905632,38.32103,25.025362,30.12874,32.744682,35.333153,36.85965,30.124855,14.156176
DEU,2048,24.917332,29.428371,36.141415,38.638596,24.74239,30.034708,32.796165,35.503407,37.092678,29.996418,14.252473
DEU,2049,24.668631,29.364737,36.377522,38.956474,24.449701,29.934511,32.846191,35.674088,37.326126,29.858391,14.350762
DEU,2050,24.413397,29.298208,36.613926,39.274689,24.147362,29.828215,32.894775,35.845169,37.560024,29.710745,14.451061
DEU,2051,24.198206,29.22875,36.850922,39.593849,23.909155,29.773014,32.941872,36.017025,37.795124,29.642323,14.536424
DEU,2052,23.982716,29.154932,37.099293,39.923466,23.671947,29.716211,32.987343,36.191563,38.03297,29.572037,14.622287
DEU,2053,23.76403,29.078432,37.347984,40.253536,23.430582,29.657021,33.031487,36.366528,38.271423,29.498369,14.709488
DEU,2054,23.542301,28.999331,37.597019,40.584129,23.18519,29.595541,33.074356,36.541946,38.510559,29.421408,14.798039
DEU,2055,23.317587,28.917727,37.846405,40.915295,22.935816,29.531813,33.116013,36.717831,38.750443,29.341179,14.887953
DEU,2056,23.09034,28.83382,38.096432,41.247612,22.683882,29.466307,33.156643,36.894543,38.991779,29.259317,14.979129
DEU,2057,22.864267,28.749784,38.35733,41.589386,22.43815,29.399656,33.196709,37.073624,39.235645,29.176767,15.070506
DEU,2058,22.6355,28.66346,38.618584,41.931854,22.188734,29.330931,33.235676,37.253174,39.480412,29.091143,15.163224
DEU,2059,22.404203,28.574938,38.880203,42.275063,21.93576,29.260227,33.273598,37.433205,39.726139,29.002514,15.257294
DEU,2060,22.170372,28.484259,39.142189,42.619038,21.679205,29.187553,33.310493,37.613712,39.972858,28.910854,15.352722
DEU,2061,21.934671,28.391859,39.404789,42.964214,21.421268,29.113607,33.346821,37.795017,40.221104,28.818703,15.449358
DEU,2062,21.702145,28.303076,39.675903,43.315941,21.173603,29.039017,33.383484,37.97821,40.471432,28.726688,15.545764
DEU,2063,21.467356,28.212315,39.947372,43.668522,20.922628,28.962605,33.41922,38.161873,40.722862,28.631805,15.643498
DEU,2064,21.230406,28.119713,40.219204,44.021999,20.668425,28.884432,33.454113,38.346008,40.975452,28.534107,15.742574
DEU,2065,20.991297,28.025305,40.491398,44.3764,20.410957,28.804502,33.48819,38.530617,41.229237,28.433554,15.842995
DEU,2066,20.750311,27.929506,40.764244,44.732159,20.15114,28.723061,33.521908,38.716061,41.484734,28.331142,15.944727
DEU,2067,20.50868,27.837336,41.045448,45.093735,19.89279,28.640223,33.556122,38.903622,41.742496,28.226931,16.047342
DEU,2068,20.265099,27.743555,41.327007,45.456322,19.631325,28.555719,33.589634,39.091652,42.00156,28.119902,16.151316
DEU,2069,20.019596,27.64823,41.608929,45.819954,19.366747,28.469584,33.622482,39.280148,42.261974,28.010048,16.256653
DEU,2070,19.772274,27.551363,41.891201,46.184662,19.099113,28.381866,33.654663,39.469105,42.523769,27.897385,16.363359
DEU,2071,19.52384,27.453478,42.174099,46.55069,18.829828,28.293409,33.686756,39.658855,42.787243,27.783564,16.471241
DEU,2072,19.279634,27.359619,42.463295,46.920017,18.564533,28.204723,33.719688,39.850533,43.052757,27.668526,16.578629
DEU,2073,19.033693,27.26438,42.752834,47.290478,18.296217,28.114491,33.752052,40.042656,43.319733,27.550655,16.687365
DEU,2074,18.786081,27.167883,43.042717,47.662106,18.024899,28.022749,33.783916,40.235229,43.5882,27.429943,16.797457
DEU,2075,18.536861,27.070108,43.332951,48.03492,17.750603,27.929529,33.815277,40.428257,43.8582,27.306387,16.908915
DEU,2076,18.288086,26.971716,43.623783,48.408916,17.476519,27.837299,33.846863,40.622044,44.129715,27.183767,17.021166
DEU,2077,18.053589,26.878431,43.919632,48.783375,17.213531,27.747103,33.879711,40.817665,44.402969,27.061453,17.12973
DEU,2078,17.817602,26.784067,44.215813,49.159081,16.947659,27.655516,33.912174,41.013721,44.677826,26.936359,17.239594
DEU,2079,17.580181,26.688637,44.512344,49.536068,16.678913,27.562572,33.944271,41.210232,44.95433,26.80847,17.350765
DEU,2080,17.341352,26.592234,44.809216,49.91436,16.407278,27.468281,33.976051,41.407185,45.232506,26.677753,17.463251
DEU,2081,17.102934,26.495541,45.106663,50.294106,16.136148,27.374792,34.008331,41.604858,45.512539,26.548204,17.576578
DEU,2082,16.874876,26.404436,45.407898,50.675419,15.874801,27.282927,34.042171,41.804138,45.794834,26.418949,17.687248
DEU,2083,16.645533,26.312441,45.709469,51.058102,15.610644,27.189781,34.075752,42.003849,46.078888,26.286905,17.799221
DEU,2084,16.414879,26.219635,46.011383,51.442184,15.343631,27.09535,34.109138,42.20401,46.364738,26.152037,17.912508
DEU,2085,16.182989,26.126118,46.313641,51.82769,15.073787,26.99967,34.142387,42.404606,46.652416,26.014326,18.027121
DEU,2086,15.952853,26.032709,46.616337,52.214012,15,26.906301,34.176517,42.60577,46.941204,25.880911,18.142281
DEU,2087,15.73944,25.946348,46.920601,52.596069,15,26.816156,34.212658,42.807896,47.231243,25.749573,18.252668
DEU,2088,15.524906,25.859335,47.225193,52.979584,15,26.724857,34.248718,43.010448,47.523155,25.615559,18.364359
DEU,2089,15.309237,25.771776,47.530113,53.364586,15,26.632391,34.28476,43.213425,47.816982,25.478817,18.477367
DEU,2090,15.092474,25.683651,47.835361,53.751099,15,26.538788,34.320786,43.416824,48.112755,25.339329,18.591705
DEU,2091,15,25.596104,48.140945,54.13847,15,26.448212,34.358112,43.620651,48.409695,25.205503,18.706488
DEU,2092,15,25.517063,48.446846,54.522213,15,26.360804,34.39764,43.824936,48.70779,25.073736,18.815828
DEU,2093,15,25.437576,48.753056,54.907486,15,26.272356,34.437237,44.029621,49.007858,24.939426,18.926479
DEU,2094,15,25.357731,49.05957,55.294334,15,26.182909,34.476967,44.234703,49.309952,24.802586,19.038458
DEU,2095,15,25.277559,49.366398,55.682777,15,26.092438,34.51685,44.440186,49.614094,24.663113,19.151775
DEU,2096,15,25.198212,49.67347,56.071999,15,26.005585,34.558235,44.645985,49.919331,24.529169,19.265455
DEU,2097,15,25.126953,49.980072,56.457428,15,25.922033,34.601685,44.851963,50.225601,24.39673,19.373341
DEU,2098,15,25.055489,50.286957,56.84446,15,25.837589,34.645378,45.058311,50.533947,24.261896,19.482563
DEU,2099,15,24.98385,50.594135,57.233162,15,25.752249,34.689354,45.265034,50.844444,24.124598,19.593138
DEU,2100,15,24.912056,50.9016,57.62355,15,25.666029,34.733639,45.47213,51.157124,23.984844,19.70508
GRC,2011,34.659046,34.650352,34.627457,34.624844,34.65786,34.031994,34.020981,33.992439,33.989475,34.030613,9.7021265
GRC,2012,33.313183,33.415047,33.597507,33.61813,33.311424,33.149071,33.15773,33.226345,33.230701,33.148258,9.7625751
GRC,2013,33.025131,33.239624,33.631058,33.674637,33.02256,32.867195,32.895573,33.060268,33.071617,32.866673,9.7819643
GRC,2014,33.051594,33.379581,33.988956,34.055756,33.048359,32.968697,33.01564,33.281925,33.300579,32.968639,9.8188858
GRC,2015,32.820885,33.268326,34.098587,34.188248,32.816624,32.772743,32.843105,33.209389,33.234917,32.772724,9.8578358
GRC,2016,32.739204,33.321453,34.393105,34.504791,32.732521,32.765755,32.875301,33.360443,33.391922,32.76416,9.9155445
GRC,2017,32.813412,33.457333,34.672199,34.81406,32.805569,32.889641,33.008343,33.555622,33.597843,32.889378,9.9720163
GRC,2018,32.852222,33.565567,34.934071,35.098503,32.837246,32.977268,33.11248,33.729549,33.773682,32.971405,10.029532
GRC,2019,32.868153,33.652805,35.176899,35.371243,32.849987,33.043808,33.195946,33.880405,33.9356,33.037338,10.089675
GRC,2020,32.874554,33.732571,35.416943,35.646793,32.855526,33.105152,33.274906,34.027798,34.101089,33.101151,10.15328
GRC,2021,32.871433,33.804806,35.653946,35.92485,32.853893,33.161114,33.349262,34.17152,34.269894,33.162682,10.220253
GRC,2022,32.86655,33.878307,35.908459,36.230217,32.849041,33.218395,33.425652,34.322212,34.453133,33.227406,10.287683
GRC,2023,32.852676,33.94474,36.160446,36.538376,32.837067,33.270439,33.497715,34.469746,34.639893,33.289452,10.358444
GRC,2024,32.829811,34.004276,36.40995,36.849228,32.817783,33.317062,33.565502,34.614174,34.830059,33.348419,10.432522
GRC,2025,32.798,34.056984,36.656982,37.162628,32.790977,33.358112,33.628994,34.755501,35.023441,33.403847,10.509898
GRC,2026,32.757362,34.102989,36.901436,37.478394,32.75639,33.393505,33.688229,34.893639,35.21981,33.455219,10.590631
GRC,2027,32.687832,34.127201,37.144119,37.787895,32.699482,33.425922,33.747196,35.035622,35.423653,33.505989,10.671267
GRC,2028,32.609261,34.14481,37.384327,38.099335,32.634003,33.452106,33.801826,35.174496,35.629944,33.551392,10.755298
GRC,2029,32.521748,34.155918,37.622089,38.412544,32.559681,33.471954,33.85215,35.310303,35.83847,33.59087,10.842685
GRC,2030,32.425285,34.160606,37.857422,38.727329,32.476162,33.485302,33.89819,35.443058,36.048992,33.623825,10.93338
GRC,2031,32.319851,34.158997,38.090214,39.043556,32.383129,33.491982,33.939976,35.572681,36.261391,33.649719,11.027274
GRC,2032,32.200829,34.146103,38.328228,39.368294,32.276318,33.498154,33.983917,35.708035,36.483379,33.674618,11.119927
GRC,2033,32.075226,34.12365,38.559319,39.695869,32.166912,33.500065,34.019657,35.83511,36.708767,33.70005,11.215561
GRC,2034,31.939909,34.097473,38.791378,40.022575,32.044064,33.493809,34.054142,35.963417,36.933086,33.712826,11.313871
GRC,2035,31.795094,34.067707,39.024414,40.348423,31.90815,33.479485,34.087425,36.092964,37.156349,33.713242,11.414805
GRC,2036,31.641043,34.034435,39.258343,40.673645,31.759741,33.457317,34.119568,36.223705,37.378891,33.7019,11.518168
GRC,2037,31.479223,33.997543,39.501034,41.005951,31.599619,33.434422,34.157982,36.364464,37.609028,33.686157,11.618794
GRC,2038,31.308472,33.957317,39.744698,41.337448,31.427382,33.403713,34.195274,36.506458,37.838177,33.658806,11.72184
GRC,2039,31.128923,33.913872,39.989346,41.66819,31.24328,33.365265,34.231506,36.649708,38.066402,33.620079,11.827259
GRC,2040,30.940796,33.867275,40.234985,41.998222,31.047636,33.319202,34.266701,36.794216,38.293755,33.570232,11.935014
GRC,2041,30.744638,33.817688,40.481575,42.327999,30.841446,33.266144,34.301003,36.939995,38.520832,33.510429,12.044767
GRC,2042,30.55167,33.77124,40.741295,42.668301,30.633909,33.213928,34.341965,37.096123,38.755779,33.448364,12.1505
GRC,2043,30.350702,33.721886,41.002003,43.008053,30.415617,33.154461,34.381973,37.253506,38.990051,33.375835,12.258316
GRC,2044,30.141888,33.669785,41.263718,43.347317,30.18675,33.087837,34.421116,37.412167,39.223736,33.292995,12.368192
GRC,2045,29.92543,33.614948,41.52644,43.686165,29.947535,33.014194,34.459389,37.572109,39.456909,33.200005,12.480108
GRC,2046,29.702002,33.557579,41.790207,44.025253,29.698792,32.934334,34.496979,37.733444,39.690411,33.097839,12.593717
GRC,2047,29.482832,33.501793,42.071251,44.377544,29.44508,32.85532,34.540047,37.906151,39.932358,32.99263,12.70282
GRC,2048,29.256512,33.443478,42.353302,44.729603,29.181452,32.769608,34.58231,38.080132,40.174019,32.877563,12.813789
GRC,2049,29.023155,33.382771,42.636383,45.081505,28.907976,32.67728,34.62384,38.255424,40.415501,32.752686,12.926619
GRC,2050,28.783243,33.32011,42.920753,45.433514,28.62512,32.578785,34.665077,38.43232,40.657108,32.618435,13.041279
GRC,2051,28.567762,33.255199,43.206192,45.786037,28.390928,32.513443,34.705666,38.610603,40.899364,32.545601,13.142468
GRC,2052,28.353033,33.187347,43.505264,46.148792,28.157541,32.450459,34.749931,38.79837,41.148705,32.475002,13.240297
GRC,2053,28.135,33.117035,43.805042,46.511406,27.919998,32.384903,34.793129,38.987019,41.397873,32.400944,13.339213
GRC,2054,27.913786,33.044281,44.105495,46.87394,27.678425,32.316845,34.835243,39.176525,41.646954,32.323505,13.439217
GRC,2055,27.689482,32.969147,44.406601,47.236462,27.43289,32.246357,34.876286,39.366856,41.896038,32.242748,13.540308
GRC,2056,27.462358,32.891731,44.708466,47.599609,27.18432,32.173702,34.916313,39.558178,42.145897,32.159721,13.642428
GRC,2057,27.230057,32.807632,45.019436,47.970097,26.934822,32.10257,34.958961,39.756443,42.401661,32.078835,13.742294
GRC,2058,26.994959,32.721313,45.33102,48.34082,26.681692,32.02919,35.00058,39.955482,42.657734,31.994867,13.843319
GRC,2059,26.75725,32.63287,45.643238,48.711876,26.425081,31.953695,35.041233,40.155319,42.91423,31.907917,13.945509
GRC,2060,26.516935,32.542336,45.956078,49.083328,26.164986,31.876095,35.080936,40.355946,43.171234,31.817989,14.04887
GRC,2061,26.274183,32.449875,46.269638,49.455692,25.902624,31.796497,35.119808,40.557491,43.429371,31.72646,14.153406
GRC,2062,26.024429,32.35178,46.588188,49.832996,25.641642,31.717628,35.16098,40.763554,43.692249,31.636988,14.257134
GRC,2063,25.77235,32.251751,46.907326,50.210896,25.377449,31.636826,35.201267,40.970364,43.955883,31.544708,14.362134
GRC,2064,25.518055,32.149929,47.227066,50.589474,25.110132,31.554159,35.240765,41.177925,44.220371,31.449677,14.468413
GRC,2065,25.261557,32.046345,47.547398,50.968796,24.839682,31.46965,35.279484,41.386234,44.485794,31.351887,14.575973
GRC,2066,25.00318,31.941322,47.86842,51.349453,24.567305,31.383595,35.317787,41.595413,44.75288,31.252693,14.684756
GRC,2067,24.740746,31.837009,48.193825,51.736538,24.295818,31.298841,35.359344,41.808002,45.024868,31.155138,14.792506
GRC,2068,24.476337,31.731125,48.519775,52.124546,24.021393,31.212372,35.40023,42.021278,45.298019,31.054914,14.901623
GRC,2069,24.210003,31.623741,48.846275,52.513538,23.744032,31.124224,35.440498,42.235237,45.572403,30.952023,15.012112
GRC,2070,23.941832,31.514862,49.173302,52.903557,23.463804,31.034451,35.480148,42.44986,45.84808,30.846489,15.123972
GRC,2071,23.672504,31.405107,49.500874,53.29504,23.182701,30.943865,35.519882,42.665161,46.12558,30.740677,15.236995
GRC,2072,23.405308,31.302048,49.829346,53.690773,22.907969,30.855629,35.563496,42.882183,46.407024,30.637203,15.347904
GRC,2073,23.1364,31.197664,50.158279,54.087673,22.630463,30.765846,35.606598,43.099781,46.689938,30.531139,15.460213
GRC,2074,22.865841,31.092096,50.487659,54.485802,22.35022,30.674551,35.649277,43.317936,46.974384,30.422491,15.573924
GRC,2075,22.593702,30.985308,50.817463,54.885181,22.067263,30.581787,35.691505,43.536621,47.26041,30.311258,15.689036
GRC,2076,22.322262,30.878311,51.147602,55.28595,21.785954,30.490324,35.734459,43.755718,47.548168,30.202627,15.804852
GRC,2077,22.070261,30.78442,51.475395,55.687881,21.523806,30.404388,35.782036,43.975094,47.838589,30.098415,15.913836
GRC,2078,21.816833,30.689543,51.803528,56.091183,21.259123,30.317116,35.82933,44.194893,48.130726,29.991785,16.024115
GRC,2079,21.562044,30.593683,52.131977,56.495888,20.991941,30.228544,35.876339,44.415081,48.424625,29.882746,16.135693
GRC,2080,21.305914,30.496943,52.460716,56.902042,20.722244,30.138685,35.923122,44.635639,48.720341,29.771265,16.248571
GRC,2081,21.050966,30.400244,52.789593,57.309311,20.454672,30.050554,35.970806,44.856358,49.017475,29.662825,16.362032
GRC,2082,20.81613,30.315758,53.114902,57.713734,20.205849,29.967211,36.022358,45.076614,49.315918,29.55785,16.468826
GRC,2083,20.580133,30.230488,53.440414,58.119671,19.954708,29.882717,36.073765,45.297123,49.616257,29.450605,16.57683
GRC,2084,20.342947,30.144503,53.766117,58.527149,19.701185,29.797058,36.125069,45.517864,49.918537,29.341038,16.686052
GRC,2085,20.104658,30.057905,54.091988,58.936211,19.445343,29.710283,36.176327,45.738815,50.222797,29.229166,16.796499
GRC,2086,19.869614,29.971483,54.417759,59.344887,19.194595,29.627609,36.228539,45.959641,50.526699,29.12377,16.906967
GRC,2087,19.668791,29.895021,54.737904,59.736168,18.973026,29.552452,36.283859,46.179062,50.828091,29.023825,17.005924
GRC,2088,19.467058,29.818008,55.058136,60.129017,18.749407,29.476366,36.339195,46.39859,51.131462,28.921869,17.105978
GRC,2089,19.264408,29.740555,55.378452,60.52346,18.523705,29.399349,36.394615,46.618221,51.43684,28.817869,17.207142
GRC,2090,19.060883,29.662619,55.69883,60.919529,18.295902,29.321424,36.450096,46.837929,51.744267,28.711796,17.309422
GRC,2091,18.859058,29.584929,56.01915,61.316578,18.070858,29.245646,36.506466,47.057564,52.052975,28.60935,17.412151
GRC,2092,18.675289,29.514053,56.337509,61.709641,17.862181,29.173315,36.565063,47.276447,52.362301,28.509125,17.50918
GRC,2093,18.490757,29.442822,56.65588,62.104362,17.651554,29.100178,36.62381,47.495346,52.673721,28.406977,17.607298
GRC,2094,18.305525,29.371302,56.974266,62.500786,17.439001,29.026266,36.682751,47.714264,52.987286,28.302904,17.706514
GRC,2095,18.119543,29.29954,57.29266,62.89893,17.22447,28.95155,36.74192,47.933189,53.30302,28.196865,17.806843
GRC,2096,17.934996,29.228159,57.610966,63.298317,17.012327,28.878633,36.802044,48.152008,53.620361,28.094019,17.907722
GRC,2097,17.764769,29.162243,57.927784,63.69556,16.813517,28.808298,36.863976,48.370258,53.938885,27.99267,18.004318
GRC,2098,17.593887,29.096203,58.244583,64.094566,16.612835,28.737236,36.926216,48.588486,54.259644,27.889467,18.102022
GRC,2099,17.422375,29.03006,58.561367,64.495415,16.410248,28.665464,36.988804,48.806698,54.582718,27.78437,18.20085
GRC,2100,17.250233,28.963835,58.878136,64.898109,16.205755,28.592976,37.051758,49.024891,54.908131,27.677368,18.300808
GTM,2011,57.744923,57.40493,57.105606,57.046814,57.741566,55.19928,54.81245,54.470203,54.404186,55.195408,10.390288
GTM,2012,57.460217,57.307644,57.154999,57.135368,57.456661,54.849777,54.574886,54.361488,54.337975,54.844978,10.273628
GTM,2013,57.417557,57.439632,57.445259,57.46759,57.413738,54.806759,54.626667,54.550346,54.572521,54.800964,10.259702
GTM,2014,57.371674,57.554817,57.729118,57.795895,57.367542,54.76659,54.663311,54.731041,54.801716,54.759731,10.25924
GTM,2015,57.333923,57.664993,58.018375,58.131943,57.329445,54.74271,54.698929,54.917763,55.039589,54.734741,10.273042
GTM,2016,57.02346,57.785419,58.416576,58.5499,57.017277,54.415936,54.751087,55.225895,55.367958,54.4053,10.290295
GTM,2017,57.105011,57.933346,58.645046,58.8414,57.09901,54.523071,54.840813,55.357349,55.549629,54.51099,10.303525
GTM,2018,56.830719,57.824661,58.780903,59.086937,56.822098,54.221951,54.635704,55.379921,55.676567,54.205166,10.356874
GTM,2019,56.677414,57.800091,58.92411,59.310452,56.6562,54.074715,54.538174,55.412693,55.778328,54.041698,10.428062
GTM,2020,56.493301,57.756042,59.06049,59.529144,56.450222,53.898235,54.423077,55.438343,55.875343,53.838463,10.508396
GTM,2021,56.273781,57.691914,59.190201,59.743565,56.197842,53.687466,54.289856,55.457386,55.968803,53.58852,10.594992
GTM,2022,56.025654,57.618301,59.330696,59.980797,55.905914,53.46825,54.150589,55.485798,56.08205,53.316696,10.681787
GTM,2023,55.745407,57.528259,59.468079,60.218235,55.56776,53.217541,53.996704,55.511002,56.1959,52.997425,10.778311
GTM,2024,55.432304,57.422779,59.603485,60.457298,55.181072,52.934296,53.829109,55.534206,56.311871,52.627907,10.884908
GTM,2025,55.085651,57.30275,59.737972,60.699337,54.743568,52.617508,53.648705,55.556553,56.431412,52.205326,11.001968
GTM,2026,54.701908,57.167866,59.872097,60.946335,54.250778,52.263435,53.45536,55.579071,56.554901,51.724876,11.126776
GTM,2027,54.274281,57.028755,60.023788,61.137215,53.692963,51.900852,53.263279,55.61639,56.635155,51.213104,11.251199
GTM,2028,53.811584,56.878277,60.177975,61.334206,53.078846,51.502438,53.061611,55.656574,56.722301,50.641472,11.387637
GTM,2029,53.313171,56.717419,60.335705,61.538662,52.406536,51.067253,52.85136,55.700783,56.817822,50.007629,11.536633
GTM,2030,52.778297,56.547173,60.498051,61.751991,51.674198,50.594261,52.633564,55.750187,56.923244,49.309303,11.698759
GTM,2031,52.20472,56.368114,60.666077,61.975731,50.880775,50.081528,52.40913,55.806389,57.040535,48.545929,11.869469
GTM,2032,51.621208,56.192329,60.856316,62.220947,50.053116,49.555321,52.191422,55.882294,57.178608,47.741814,12.048565
GTM,2033,51.012375,55.991917,61.031715,62.447441,49.200966,49.003799,51.948063,55.940601,57.294224,46.91407,12.240134
GTM,2034,50.372986,55.77544,61.204296,62.673035,48.3069,48.420544,51.689301,55.995789,57.408855,46.041595,12.444118
GTM,2035,49.702984,55.542831,61.374084,62.897732,47.370552,47.805313,51.414951,56.047874,57.522511,45.123795,12.660776
GTM,2036,49.003838,55.294212,61.541306,63.121639,46.396614,47.16037,51.125431,56.097393,57.635422,44.166676,12.885257
GTM,2037,48.304245,55.03997,61.7141,63.347168,45.411415,46.50383,50.830265,56.151459,57.751083,43.185375,13.118692
GTM,2038,47.57539,54.769619,61.884254,63.571857,44.385288,45.81646,50.519321,56.202595,57.865829,42.159897,13.364873
GTM,2039,46.817181,54.483063,62.051777,63.795723,43.317768,45.098064,50.192406,56.250816,57.979675,41.089619,13.623974
GTM,2040,46.029621,54.180153,62.216682,64.018768,42.208447,44.348515,49.849289,56.296135,58.092625,39.97393,13.896153
GTM,2041,45.216515,53.861679,62.379406,64.241112,41.064922,43.572636,49.491096,56.339268,58.204906,38.822079,14.176934
GTM,2042,44.397804,53.534027,62.546608,64.464302,39.904118,42.781338,49.125271,56.385803,58.31921,37.640862,14.467675
GTM,2043,43.551071,53.189983,62.711334,64.686722,38.702423,41.960083,48.742996,56.429596,58.432674,36.414959,14.77139
GTM,2044,42.6763,52.829468,62.873596,64.908379,37.459335,41.108765,48.344093,56.470657,58.545307,35.143703,15.088152
GTM,2045,41.773552,52.452274,63.033401,65,36.174385,40.227318,47.928295,56.508987,58.65712,33.82645,15.418015
GTM,2046,40.84827,52.059795,63.191238,65,34.857029,39.322437,47.497395,56.5453,58.768219,32.474525,15.756678
GTM,2047,39.914894,51.654774,63.350796,65,33.517685,38.400074,47.05772,56.583233,58.879982,31.089025,16.105806
GTM,2048,38.95488,51.232994,63.508007,65,32.136997,37.448872,46.600891,56.618565,58.990955,29.657856,16.467695
GTM,2049,37.968262,50.79435,63.662884,65,30.714384,36.468788,46.126698,56.651299,59.101151,28.180292,16.842327
GTM,2050,36.955135,50.338722,63.815426,65,29.249319,35.459824,45.63493,56.681442,59.210567,26.655605,17.229679
GTM,2051,35.920708,49.867855,63.966373,65,27.749926,34.428253,45.127827,56.710007,59.319469,25.093464,17.626461
GTM,2052,34.868855,49.382034,64.120384,65,26.216166,33.37751,44.610577,56.740536,59.429932,23.493206,18.033821
GTM,2053,33.791573,48.879066,64.272179,65,24.639675,32.29892,44.075432,56.7686,59.53965,21.84531,18.453503
GTM,2054,32.688927,48.358788,64.421753,65,23.019844,31.192472,43.52216,56.794205,59.648617,20.148998,18.885435
GTM,2055,31.560944,47.821041,64.569115,65,21.355974,30.058144,42.95052,56.817356,59.756836,18.403429,19.329554
GTM,2056,30.414852,47.268391,64.715103,65,19.659302,28.90453,42.36364,56.839149,59.864532,16.621845,19.781946
GTM,2057,29.254625,46.702183,64.863518,65,17.928589,27.732105,41.765053,56.86232,59.973274,15,20.244497
GTM,2058,28.070107,46.11837,65,65,16.15332,26.532825,41.147808,56.883148,60.081276,15,20.71874
GTM,2059,26.861422,45.516811,65,65,15,25.30673,40.511688,56.901638,60.188549,15,21.204596
GTM,2060,25.628529,44.897293,65,65,15,24.05377,39.856426,56.917789,60.295078,15,21.701971
GTM,2061,24.379181,44.261932,65,65,15,22.783073,39.184528,56.932476,60.400852,15,22.207119
GTM,2062,23.11554,43.608315,65,65,15,21.492952,38.498348,56.947292,60.506191,15,22.722094
GTM,2063,21.828693,42.936485,65,65,15,20.176937,37.792614,56.95985,60.610771,15,23.248089
GTM,2064,20.518682,42.246334,65,65,15,18.835011,37.067131,56.97015,60.714592,15,23.785032
GTM,2065,19.185463,41.537655,65,65,15,17.467119,36.32164,56.978191,60.817642,15,24.332829
GTM,2066,17.839525,40.812679,65,65,15,16.085594,35.5588,56.984344,60.919495,15,24.886803
GTM,2067,16.483448,40.06905,65,65,15,15,34.780003,56.989128,61.019089,15,25.449865
GTM,2068,15.105196,39.306622,65,65,15,15,33.980766,56.991684,61.117859,15,26.023279
GTM,2069,15,38.525227,65,65,15,15,33.160862,56.992008,61.215786,15,26.606979
GTM,2070,15,37.72464,65,65,15,15,32.320034,56.990105,61.312862,15,27.20089
GTM,2071,15,36.906708,65,65,15,15,31.46043,56.986217,61.408546,15,27.80081
GTM,2072,15,36.067158,65,65,15,15,30.583422,56.980598,61.501644,15,28.40951
