cntry_code,year,policy_both3_r1Gini_SSP1,policy_both3_r1Gini_SSP2,policy_both3_r1Gini_SSP3,policy_both3_r1Gini_SSP4
CRI,2023,43.2911,44.660069,45.494286,46.053707
CRI,2024,42.803768,44.411552,45.455868,46.021267
CRI,2025,42.282951,44.157078,45.432972,45.993774
CRI,2026,41.729786,43.898804,45.429066,45.956966
CRI,2027,41.148304,43.646893,45.46312,45.872761
CRI,2028,40.5355,43.392612,45.514816,45.792416
CRI,2029,39.892036,43.136967,45.584743,45.716221
CRI,2030,39.218506,42.880966,45.673557,45.644428
CRI,2031,38.517326,42.626087,45.784103,45.578522
CRI,2032,37.798973,42.372959,45.926819,45.52253
CRI,2033,37.06778,42.095985,46.052494,45.453884
CRI,2034,36.319088,41.805004,46.175934,45.380116
CRI,2035,35.553436,41.500202,46.29718,45.301296
CRI,2036,34.773575,41.181885,46.417126,45.217194
CRI,2037,33.987209,40.84782,46.537697,45.126255
CRI,2038,33.186096,40.500507,46.656288,45.030563
CRI,2039,32.370533,40.140076,46.772923,44.930164
CRI,2040,31.540869,39.766624,46.88765,44.825073
CRI,2041,30.700104,39.380058,47.001305,44.715313
CRI,2042,29.854332,38.976498,47.115051,44.599892
CRI,2043,28.995922,38.560284,47.227028,44.479958
CRI,2044,28.12504,38.131561,47.337261,44.35553
CRI,2045,27.24189,37.690334,47.44577,44.226627
CRI,2046,26.350777,37.236294,47.553356,44.095181
CRI,2047,25.460117,36.765186,47.660786,43.962875
CRI,2048,24.5583,36.281822,47.766602,43.826321
CRI,2049,23.645363,35.786293,47.870811,43.685501
CRI,2050,22.721405,35.278683,47.973446,43.540405
CRI,2051,21.795698,34.758862,48.076054,43.392048
CRI,2052,20.863976,34.224415,48.18219,43.240734
CRI,2053,19.921787,33.678005,48.286854,43.085232
CRI,2054,18.969145,33.119644,48.390038,42.925495
CRI,2055,18.005962,32.54937,48.491756,42.761497
CRI,2056,17.034094,31.96628,48.593391,42.592979
CRI,2057,16.054056,31.365513,48.6978,42.419315
CRI,2058,15.063622,30.752815,48.800804,42.241295
CRI,2059,14.062785,30.128197,48.902416,42.058853
CRI,2060,13.051377,29.491608,49.002632,41.871964
CRI,2061,12.031178,28.843168,49.102211,41.678139
CRI,2062,11.001486,28.180031,49.202431,41.476036
CRI,2063,9.9612684,27.504885,49.301292,41.269238
CRI,2064,8.9104443,26.817791,49.398796,41.057671
CRI,2065,7.8488221,26.118677,49.494938,40.841293
CRI,2066,6.7794614,25.406988,49.589535,40.617153
CRI,2067,5.702754,24.678932,49.681812,40.384708
CRI,2068,4.6152225,23.938753,49.772717,40.147118
CRI,2069,3.5167346,23.186405,49.862255,39.904331
CRI,2070,2.4071963,22.421778,49.950424,39.656265
CRI,2071,1.2901472,21.644423,50.036877,39.397602
CRI,2072,.1657936,20.850887,50.120872,39.128349
CRI,2073,-.96973473,20.044903,50.203476,38.853367
CRI,2074,-2.1165812,19.226484,50.284695,38.572594
CRI,2075,-3.2748547,18.395496,50.364517,38.285923
CRI,2076,-4.4424453,17.551716,50.442772,37.987175
CRI,2077,-5.6210871,16.691629,50.519154,37.677116
CRI,2078,-6.811461,15.818806,50.594128,37.360668
CRI,2079,-8.0136719,14.933117,50.667702,37.037712
CRI,2080,-9.22787,14.034538,50.739853,36.708191
CRI,2081,-10.453332,13.123356,50.810604,36.365307
CRI,2082,-11.692024,12.197073,50.880054,36.010586
CRI,2083,-12.943019,11.257607,50.948086,35.648727
CRI,2084,-14.206571,10.30487,51.014694,35.279606
CRI,2085,-15.482745,9.3388252,51.079865,34.903137
CRI,2086,-16.756241,8.3609447,51.143501,34.508789
CRI,2087,-18.028902,7.3693786,51.205608,34.099876
CRI,2088,-19.314062,6.3641734,51.266262,33.68285
CRI,2089,-20.611862,5.345273,51.325466,33.257607
CRI,2090,-21.922497,4.3125215,51.383205,32.823997
CRI,2091,-23.238276,3.2706459,51.439461,32.375004
CRI,2092,-24.560673,2.2187741,51.494244,31.913263
CRI,2093,-25.896049,1.1528847,51.54755,31.442499
CRI,2094,-27.244516,.072866902,51.59938,30.962616
CRI,2095,-28.606281,-1.0214007,51.649715,30.473482
CRI,2096,-29.967508,-2.1256065,51.698311,29.967896
CRI,2097,-31.330297,-3.2416911,51.745007,29.448837
CRI,2098,-32.706348,-4.3722339,51.790184,28.919838
CRI,2099,-34.095867,-5.5174127,51.833836,28.380732
CRI,2100,-35.498978,-6.6774049,51.87595,27.83136
CZE,2011,26.505743,26.492607,26.490463,26.48885
CZE,2012,26.51177,26.69239,26.770786,26.784716
CZE,2013,26.321898,26.702871,26.87011,26.899584
CZE,2014,26.305338,26.894293,27.158915,27.20406
CZE,2015,26.242111,27.047436,27.417715,27.478622
CZE,2016,26.253916,27.293013,27.785538,27.861732
CZE,2017,26.19117,27.360018,27.939779,28.035536
CZE,2018,26.280458,27.594486,28.283121,28.376183
CZE,2019,26.321505,27.786287,28.577881,28.683256
CZE,2020,26.349686,27.971312,28.871454,28.993732
CZE,2021,26.365534,28.150146,29.164415,29.308189
CZE,2022,26.384132,28.338284,29.476965,29.648764
CZE,2023,26.389921,28.519722,29.788103,29.992022
CZE,2024,26.382942,28.694696,30.098001,30.337923
CZE,2025,26.363304,28.86331,30.406652,30.686293
CZE,2026,26.330074,29.025259,30.713993,31.036533
CZE,2027,26.264067,29.17145,31.019487,31.382238
CZE,2028,26.185097,29.311255,31.323469,31.729362
CZE,2029,26.093519,29.444942,31.62611,32.077862
CZE,2030,25.989492,29.572657,31.927485,32.42757
CZE,2031,25.871243,29.693508,32.227287,32.777908
CZE,2032,25.716736,29.79158,32.522011,33.126762
CZE,2033,25.553375,29.877995,32.807957,33.479004
CZE,2034,25.377285,29.960388,33.094933,33.830151
CZE,2035,25.188839,30.038912,33.382935,34.180328
CZE,2036,24.986542,30.112614,33.671696,34.529377
CZE,2037,24.754742,30.168556,33.958351,34.875668
CZE,2038,24.511078,30.22047,34.245674,35.221012
CZE,2039,24.255812,30.268532,34.533722,35.565601
CZE,2040,23.989281,30.312817,34.822483,35.909573
CZE,2041,23.711176,30.352699,35.112015,36.253147
CZE,2042,23.417898,30.380161,35.403534,36.597424
CZE,2043,23.113798,30.40379,35.695461,36.941196
CZE,2044,22.799097,30.4238,35.987846,37.284641
CZE,2045,22.474037,30.44021,36.280678,37.627876
CZE,2046,22.139429,30.452673,36.574543,37.971725
CZE,2047,21.798901,30.456617,36.875053,38.32029
CZE,2048,21.448343,30.456951,37.175755,38.668747
CZE,2049,21.087898,30.453873,37.476704,39.017262
CZE,2050,20.718271,30.448122,37.778358,39.366344
CZE,2051,20.439346,30.439384,38.0812,39.716785
CZE,2052,20.167807,30.427181,38.391491,40.073109
CZE,2053,19.892197,30.411512,38.70163,40.429474
CZE,2054,19.612663,30.392513,39.011673,40.786026
CZE,2055,19.329281,30.3703,39.32164,41.142876
CZE,2056,19.043451,30.344574,39.632137,41.500874
CZE,2057,18.759518,30.311317,39.946926,41.86274
CZE,2058,18.471849,30.274935,40.26152,42.225048
CZE,2059,18.18066,30.235666,40.57605,42.587975
CZE,2060,17.885981,30.193604,40.890553,42.951618
CZE,2061,17.586988,30.147154,41.205025,43.315987
CZE,2062,17.280075,30.0865,41.519173,43.680779
CZE,2063,16.969671,30.023041,41.833187,44.046291
CZE,2064,16.655916,29.957031,42.14719,44.412689
CZE,2065,16.338823,29.888573,42.461208,44.780052
CZE,2066,16.016014,29.814978,42.774971,45.14806
CZE,2067,15.67972,29.723541,43.087086,45.515579
CZE,2068,15.340042,29.629665,43.399174,45.88409
CZE,2069,14.997065,29.533499,43.711308,46.253712
CZE,2070,14.650853,29.435091,44.023506,46.6245
CZE,2071,14.298155,29.332104,44.335403,46.996029
CZE,2072,13.929734,29.214672,44.64505,47.366898
CZE,2073,13.5579,29.094969,44.954704,47.738911
CZE,2074,13.182731,28.973188,45.264408,48.112164
CZE,2075,12.804286,28.849316,45.574169,48.486694
CZE,2076,12.42314,28.722734,45.883808,48.862133
CZE,2077,12.040188,28.590546,46.192112,49.237007
CZE,2078,11.653857,28.456341,46.500416,49.613129
CZE,2079,11.264219,28.320135,46.808731,49.990566
CZE,2080,10.871307,28.182043,47.117069,50.369358
CZE,2081,10.478292,28.04278,47.425583,50.749249
CZE,2082,10.091345,27.904217,47.734398,51.128883
CZE,2083,9.7011728,27.763783,48.04319,51.509861
CZE,2084,9.3077412,27.621559,48.351994,51.892239
CZE,2085,8.91113,27.477627,48.660805,52.276035
CZE,2086,8.5267582,27.334078,48.969856,52.659801
CZE,2087,8.1839705,27.196625,49.279518,53.039574
CZE,2088,7.8383937,27.057491,49.589165,53.420719
CZE,2089,7.4900432,26.916792,49.898834,53.803284
CZE,2090,7.1388903,26.77449,50.208523,54.187286
CZE,2091,6.7923188,26.631845,50.518269,54.572086
CZE,2092,6.4626265,26.491726,50.827961,54.956081
CZE,2093,6.1302938,26.350067,51.13768,55.341511
CZE,2094,5.795393,26.206959,51.447456,55.728443
CZE,2095,5.4578748,26.062429,51.757305,56.11689
CZE,2096,5.1218314,25.916096,52.066906,56.505905
CZE,2097,4.7936978,25.767193,52.375217,56.893879
CZE,2098,4.4629607,25.616846,52.683582,57.283356
CZE,2099,4.1296244,25.465099,52.99205,57.674397
CZE,2100,3.7937102,25.311947,53.300629,58.067024
DNK,2011,23.298113,23.286963,23.281931,23.283762
DNK,2012,22.865856,23.017345,23.130056,23.155455
DNK,2013,22.75605,23.074127,23.313047,23.362141
DNK,2014,22.738316,23.226831,23.600267,23.67301
DNK,2015,22.664192,23.326586,23.842602,23.939083
DNK,2016,22.541491,23.39447,24.076403,24.190315
DNK,2017,22.509443,23.469879,24.270832,24.418842
DNK,2018,22.5012,23.575041,24.506203,24.68083
DNK,2019,22.454834,23.645098,24.713671,24.914146
DNK,2020,22.399031,23.708736,24.921751,25.14827
DNK,2021,22.334038,23.765921,25.130135,25.382948
DNK,2022,22.264004,23.820686,25.352636,25.64065
DNK,2023,22.185492,23.86916,25.575399,25.899101
DNK,2024,22.098688,23.911482,25.798407,26.158316
DNK,2025,22.00388,23.94772,26.021589,26.418299
DNK,2026,21.901323,23.977974,26.244892,26.678991
DNK,2027,21.788206,23.998489,26.470148,26.927893
DNK,2028,21.66773,24.013184,26.69541,27.177334
DNK,2029,21.540245,24.022165,26.920668,27.427326
DNK,2030,21.405968,24.025539,27.145914,27.677832
DNK,2031,21.265238,24.023514,27.371134,27.928951
DNK,2032,21.132624,24.023571,27.610828,28.193304
DNK,2033,20.99604,24.014366,27.845804,28.460192
DNK,2034,20.853388,23.999994,28.080837,28.727085
DNK,2035,20.704908,23.980608,28.315945,28.993982
DNK,2036,20.550863,23.956335,28.551182,29.261089
DNK,2037,20.395472,23.927719,28.795698,29.536041
DNK,2038,20.234829,23.89436,29.040285,29.810972
DNK,2039,20.069065,23.856377,29.284956,30.085899
DNK,2040,19.89838,23.813866,29.529718,30.360817
DNK,2041,19.722881,23.766773,29.77463,30.635876
DNK,2042,19.541458,23.708891,30.024792,30.915297
DNK,2043,19.355568,23.646706,30.275034,31.1947
DNK,2044,19.165344,23.580368,30.525377,31.474104
DNK,2045,18.970966,23.509909,30.775826,31.753527
DNK,2046,18.772335,23.435015,31.026495,32.033211
DNK,2047,18.565748,23.34483,31.283224,32.31773
DNK,2048,18.355364,23.250692,31.540045,32.602261
DNK,2049,18.141275,23.152719,31.796974,32.886818
DNK,2050,17.924126,23.051783,32.054535,33.171928
DNK,2051,17.70381,22.947113,32.312508,33.457397
DNK,2052,17.481865,22.83124,32.573315,33.744839
DNK,2053,17.256729,22.711853,32.834198,34.032261
DNK,2054,17.028503,22.588955,33.095131,34.319653
DNK,2055,16.797232,22.46261,33.356087,34.60701
DNK,2056,16.563507,22.332809,33.617119,34.894398
DNK,2057,16.334091,22.198059,33.880104,35.182514
DNK,2058,16.101915,22.060009,34.143082,35.470631
DNK,2059,15.867143,21.918758,34.406063,35.758766
DNK,2060,15.629768,21.774323,34.669048,36.046947
DNK,2061,15.390717,21.627071,34.932083,36.335163
DNK,2062,15.159052,21.479696,35.196182,36.623161
DNK,2063,14.925078,21.329296,35.46027,36.911209
DNK,2064,14.688896,21.176001,35.724361,37.199345
DNK,2065,14.450493,21.019836,35.988457,37.487579
DNK,2066,14.210993,20.861269,36.252686,37.776043
DNK,2067,13.980227,20.704395,36.51897,38.065224
DNK,2068,13.747506,20.544821,36.785263,38.354515
DNK,2069,13.512858,20.382605,37.051567,38.643955
DNK,2070,13.27637,20.217739,37.317886,38.933548
DNK,2071,13.039119,20.050596,37.584194,39.223148
DNK,2072,12.810581,19.883711,37.849842,39.5112
DNK,2073,12.580329,19.714291,38.115486,39.799397
DNK,2074,12.348427,19.542469,38.381142,40.087769
DNK,2075,12.114929,19.368212,38.646812,40.376324
DNK,2076,11.880981,19.191641,38.91238,40.664505
DNK,2077,11.655832,19.01318,39.17598,40.948696
DNK,2078,11.429165,18.832407,39.439564,41.233032
DNK,2079,11.201056,18.649326,39.703156,41.51754
DNK,2080,10.971524,18.464018,39.966751,41.802231
DNK,2081,10.742137,18.276495,40.230236,42.0863
DNK,2082,10.523781,18.087042,40.491951,42.365261
DNK,2083,10.304132,17.895353,40.753651,42.644348
DNK,2084,10.083162,17.701502,41.015343,42.923592
DNK,2085,9.8609486,17.505564,41.277042,43.202999
DNK,2086,9.6405344,17.307934,41.538643,43.481236
DNK,2087,9.4406061,17.111368,41.798958,43.751942
DNK,2088,9.2395697,16.912693,42.059254,44.022728
DNK,2089,9.0374165,16.712008,42.319546,44.293625
DNK,2090,8.8341818,16.509266,42.579838,44.564644
DNK,2091,8.6315756,16.305517,42.840145,44.835373
DNK,2092,8.4384727,16.10569,43.100544,45.103992
DNK,2093,8.2443285,15.903863,43.360935,45.372681
DNK,2094,8.0492296,15.700108,43.621319,45.641476
DNK,2095,7.8531222,15.494438,43.881706,45.910374
DNK,2096,7.6581345,15.288225,44.142132,46.179108
DNK,2097,7.474647,15.087405,44.402927,46.446472
DNK,2098,7.2902331,14.884733,44.663712,46.713898
DNK,2099,7.1048956,14.680217,44.924496,46.981422
DNK,2100,6.9186687,14.47385,45.185276,47.249054
DOM,2011,51.854473,51.824162,51.78941,51.79327
DOM,2012,51.83432,52.101089,52.341038,52.325718
DOM,2013,51.510471,52.073502,52.59148,52.557571
DOM,2014,51.314457,52.180351,52.98518,52.933048
DOM,2015,51.238613,52.416656,53.521729,53.451141
DOM,2016,51.12114,52.63908,54.064125,53.974216
DOM,2017,51.195328,52.886864,54.512432,54.478436
DOM,2018,51.208889,53.080162,54.917648,54.937141
DOM,2019,51.199173,53.247597,55.293575,55.372356
DOM,2020,51.186855,53.41132,55.663708,55.809528
DOM,2021,51.171719,53.570702,56.027836,56.248623
DOM,2022,51.142513,53.716358,56.387569,56.697021
DOM,2023,51.109947,53.856663,56.740665,57.146175
DOM,2024,51.073681,53.991295,57.086929,57.595802
DOM,2025,51.033463,54.119873,57.426159,58.045628
DOM,2026,50.9888,54.242069,57.758396,58.491524
DOM,2027,50.916542,54.349464,58.090225,58.846256
DOM,2028,50.839241,54.449875,58.414391,59.199955
DOM,2029,50.756687,54.543049,58.730705,59.552433
DOM,2030,50.668556,54.628742,59.038963,59.903507
DOM,2031,50.5751,54.70689,59.339306,60.253029
DOM,2032,50.491356,54.776169,59.641853,60.601906
DOM,2033,50.40382,54.833691,59.930305,60.946304
DOM,2034,50.307243,54.88908,60.219707,61.293613
DOM,2035,50.20158,54.942436,60.510029,61.643784
DOM,2036,50.087402,54.993958,60.801426,61.996616
DOM,2037,49.976353,55.044136,61.096817,62.34758
DOM,2038,49.856003,55.092445,61.393074,62.701206
DOM,2039,49.726246,55.13895,61.690174,63.057468
DOM,2040,49.587093,55.18372,61.988106,63.41634
DOM,2041,49.439346,55.226955,62.286999,63.777664
DOM,2042,49.293896,55.268715,62.589134,64.138367
DOM,2043,49.13903,55.308918,62.892067,64.501572
DOM,2044,48.974728,55.347698,63.195774,64.867241
DOM,2045,48.801025,55.385052,63.500256,65.235382
DOM,2046,48.619038,55.421112,63.805531,65.606079
DOM,2047,48.440693,55.45245,64.110794,65.980225
DOM,2048,48.253033,55.482552,64.416794,66.356773
DOM,2049,48.056038,55.511517,64.723526,66.735718
DOM,2050,47.849796,55.539463,65.030975,67.117058
DOM,2051,47.723789,55.566364,65.339325,67.500778
DOM,2052,47.599724,55.58852,65.651588,67.885864
DOM,2053,47.472591,55.609802,65.964554,68.273315
DOM,2054,47.34251,55.630257,66.278229,68.663139
DOM,2055,47.209549,55.649971,66.592598,69.055336
DOM,2056,47.074657,55.66922,66.907845,69.449844
DOM,2057,46.94249,55.688828,67.226761,69.844986
DOM,2058,46.807751,55.70789,67.546379,70.242538
DOM,2059,46.670593,55.726498,67.866692,70.642525
DOM,2060,46.531029,55.744678,68.187691,71.044945
DOM,2061,46.389992,55.762703,68.509499,71.449516
DOM,2062,46.250782,55.780418,68.833374,71.852676
DOM,2063,46.109482,55.797874,69.157944,72.258293
DOM,2064,45.966179,55.815201,69.483208,72.666412
DOM,2065,45.820892,55.832432,69.809158,73.077049
DOM,2066,45.675182,55.849571,70.135757,73.489983
DOM,2067,45.535576,55.862823,70.461357,73.903671
DOM,2068,45.394302,55.876152,70.787651,74.319931
DOM,2069,45.251396,55.889626,71.114632,74.7388
DOM,2070,45.10696,55.903244,71.442307,75.160301
DOM,2071,44.962292,55.917274,71.770622,75.583954
DOM,2072,44.822395,55.931919,72.09832,76.007042
DOM,2073,44.681145,55.946873,72.426704,76.432831
DOM,2074,44.538609,55.962269,72.755783,76.861328
DOM,2075,44.394859,55.978077,73.085548,77.29258
DOM,2076,44.251499,55.994545,73.416008,77.726028
DOM,2077,44.114143,56.011341,73.746857,78.159325
DOM,2078,43.975735,56.028751,74.0784,78.595444
DOM,2079,43.836346,56.046787,74.410629,79.034424
DOM,2080,43.695999,56.065544,74.743561,79.476288
DOM,2081,43.556374,56.085583,75.077194,79.920395
DOM,2082,43.422909,56.111908,75.411674,80.364418
DOM,2083,43.288677,56.139057,75.746857,80.811417
DOM,2084,43.153656,56.167103,76.082726,81.261421
DOM,2085,43.017929,56.196156,76.419296,81.714462
DOM,2086,42.884621,56.22641,76.756554,82.169777
DOM,2087,42.763973,56.259247,77.094154,82.625099
DOM,2088,42.642796,56.293156,77.432457,83.083549
DOM,2089,42.521088,56.328239,77.771461,83.545174
DOM,2090,42.398876,56.364471,78.111176,84.010002
DOM,2091,42.278366,56.402267,78.451591,84.477608
DOM,2092,42.16605,56.443764,78.79274,84.947357
DOM,2093,42.05336,56.486546,79.134598,85.42041
DOM,2094,41.940365,56.530693,79.477158,85.896828
DOM,2095,41.827026,56.576252,79.820442,86.376648
DOM,2096,41.715679,56.623657,80.164452,86.859718
DOM,2097,41.613014,56.675243,80.509438,87.34626
DOM,2098,41.510151,56.728386,80.855133,87.836334
DOM,2099,41.407063,56.783104,81.201561,88.329987
DOM,2100,41.303802,56.839405,81.548706,88.827271
ECU,2011,28.012888,27.926067,27.74379,27.735916
ECU,2012,27.13595,27.248909,27.404779,27.393488
ECU,2013,26.884329,27.199045,27.703363,27.690071
ECU,2014,26.743456,27.264351,28.132454,28.118212
ECU,2015,26.558668,27.287653,28.529819,28.515457
ECU,2016,26.288805,27.274103,28.951639,28.936405
ECU,2017,26.166103,27.252396,29.108784,29.163446
ECU,2018,26.025204,27.221186,29.280506,29.397808
ECU,2019,25.847935,27.16013,29.432646,29.609827
ECU,2020,25.653286,27.08914,29.585226,29.821564
ECU,2021,25.440882,27.008295,29.73875,30.034008
ECU,2022,25.216663,26.92131,29.902201,30.264692
ECU,2023,24.974674,26.824831,30.066542,30.4956
ECU,2024,24.714645,26.71916,30.232008,30.726862
ECU,2025,24.436377,26.604544,30.398796,30.958595
ECU,2026,24.139835,26.481625,30.568439,31.183878
ECU,2027,23.818874,26.355385,30.761038,31.340239
ECU,2028,23.479269,26.221395,30.955956,31.495899
ECU,2029,23.120932,26.080063,31.153498,31.650915
ECU,2030,22.743683,25.931793,31.353979,31.805347
ECU,2031,22.348848,25.777851,31.559116,31.960058
ECU,2032,21.95776,25.627329,31.784136,32.121986
ECU,2033,21.556911,25.45582,31.990898,32.273262
ECU,2034,21.140104,25.274147,32.196671,32.422337
ECU,2035,20.707428,25.08235,32.401466,32.569172
ECU,2036,20.261528,24.881493,32.606083,32.713963
ECU,2037,19.822407,24.680094,32.815292,32.856476
ECU,2038,19.368324,24.468739,33.023594,32.996719
ECU,2039,18.899294,24.247427,33.230988,33.134659
ECU,2040,18.415424,24.016134,33.437473,33.270271
ECU,2041,17.920132,23.775877,33.644001,33.404133
ECU,2042,17.429178,23.529575,33.85524,33.537479
ECU,2043,16.924219,23.273411,34.065651,33.66851
ECU,2044,16.405308,23.00741,34.275242,33.797192
ECU,2045,15.872554,22.731499,34.484009,33.923515
ECU,2046,15.330665,22.447025,34.692764,34.049709
ECU,2047,14.796108,22.157455,34.903797,34.181896
ECU,2048,14.24859,21.858074,35.114079,34.311893
ECU,2049,13.688131,21.548901,35.323608,34.439678
ECU,2050,13.114875,21.22994,35.532383,34.565235
ECU,2051,12.539034,20.902748,35.741734,34.690422
ECU,2052,11.960181,20.570709,35.957146,34.818375
ECU,2053,11.369115,20.228954,36.171898,34.944225
ECU,2054,10.765905,19.877422,36.385994,35.067963
ECU,2055,10.150563,19.516098,36.599434,35.189571
ECU,2056,9.5266647,19.146441,36.813393,35.31036
ECU,2057,8.8983507,18.768984,37.031891,35.431492
ECU,2058,8.2583818,18.381763,37.249809,35.550571
ECU,2059,7.6068726,17.984755,37.467163,35.667591
ECU,2060,6.9437647,17.577887,37.683941,35.782528
ECU,2061,6.2728086,17.163481,37.900909,35.895752
ECU,2062,5.5964627,16.744188,38.120132,36.007
ECU,2063,4.9089866,16.315088,38.338844,36.116184
ECU,2064,4.210392,15.876197,38.557041,36.22327
ECU,2065,3.5006452,15.427437,38.774715,36.328255
ECU,2066,2.7858753,14.97086,38.991844,36.43161
ECU,2067,2.0706155,14.507254,39.207546,36.534363
ECU,2068,1.3447332,14.033792,39.422733,36.635025
ECU,2069,.60818321,13.550453,39.637421,36.733566
ECU,2070,-.13896641,13.057115,39.851608,36.829979
ECU,2071,-.89055526,12.557045,40.065002,36.922638
ECU,2072,-1.643628,12.052956,40.276432,37.012104
ECU,2073,-2.4069455,11.538937,40.487354,37.099308
ECU,2074,-3.1805038,11.015013,40.697769,37.184231
ECU,2075,-3.9642916,10.481048,40.907673,37.26685
ECU,2076,-4.7499676,9.9415493,41.116673,37.34359
ECU,2077,-5.5347099,9.4001875,41.32362,37.415398
ECU,2078,-6.3293047,8.848937,41.530037,37.484653
ECU,2079,-7.1337376,8.2877111,41.735947,37.551323
ECU,2080,-7.9480376,7.7165074,41.941338,37.615395
ECU,2081,-8.7655144,7.1403308,42.145916,37.671818
ECU,2082,-9.5855036,6.562552,42.349033,37.721756
ECU,2083,-10.41506,5.9748535,42.55162,37.768749
ECU,2084,-11.254292,5.3771877,42.753689,37.812756
ECU,2085,-12.103165,4.7695608,42.955223,37.853756
ECU,2086,-12.947182,4.1562839,43.155849,37.884151
ECU,2087,-13.785225,3.5387607,43.354797,37.905727
ECU,2088,-14.632369,2.9112678,43.5532,37.923809
ECU,2089,-15.48868,2.273762,43.751068,37.938354
ECU,2090,-16.354189,1.6261553,43.948395,37.949326
ECU,2091,-17.217545,.97268999,44.144958,37.953159
ECU,2092,-18.07831,.31382802,44.34037,37.951347
ECU,2093,-18.947931,-.35514861,44.535217,37.945648
ECU,2094,-19.826416,-1.0342644,44.72953,37.93602
ECU,2095,-20.713854,-1.7235825,44.923283,37.922401
ECU,2096,-21.599115,-2.4188685,45.116234,37.902931
ECU,2097,-22.482389,-3.1203141,45.307968,37.878639
ECU,2098,-23.374308,-3.831989,45.499134,37.850121
ECU,2099,-24.274992,-4.553968,45.689747,37.817329
ECU,2100,-25.184469,-5.2863579,45.879791,37.780193
EST,2011,35.533546,35.516895,35.505783,35.499813
EST,2012,35.568768,35.722443,35.845043,35.873676
EST,2013,35.227947,35.556408,35.821575,35.884811
EST,2014,35.130196,35.638206,36.055023,36.153214
EST,2015,34.936508,35.62817,36.205223,36.338486
EST,2016,34.650398,35.54406,36.309986,36.476818
EST,2017,34.563946,35.550285,36.431427,36.641872
EST,2018,34.509087,35.600349,36.62492,36.849743
EST,2019,34.40324,35.603554,36.769203,37.016068
EST,2020,34.283867,35.597397,36.912884,37.179821
EST,2021,34.151966,35.582615,37.056389,37.34201
EST,2022,34.063942,35.61079,37.257145,37.562138
EST,2023,33.96508,35.631069,37.458004,37.781517
EST,2024,33.85593,35.643791,37.659184,38.000603
EST,2025,33.73711,35.649216,37.860725,38.219753
EST,2026,33.608597,35.647217,38.062618,38.438679
EST,2027,33.449162,35.622753,38.260002,38.639809
EST,2028,33.281231,35.59132,38.45755,38.841248
EST,2029,33.105431,35.553192,38.655369,39.04324
EST,2030,32.922195,35.508549,38.853512,39.245911
EST,2031,32.731125,35.457012,39.051937,39.449333
EST,2032,32.518459,35.38562,39.248566,39.653896
EST,2033,32.302605,35.301765,39.437401,39.862465
EST,2034,32.080574,35.211292,39.625896,40.071388
EST,2035,31.8526,35.114502,39.814259,40.280624
EST,2036,31.617889,35.010548,40.002323,40.489796
EST,2037,31.365004,34.884491,40.183796,40.695072
EST,2038,31.10651,34.752495,40.365314,40.900284
EST,2039,30.842489,34.614807,40.54705,41.105423
EST,2040,30.573105,34.471592,40.729137,41.310444
EST,2041,30.298931,34.322678,40.911839,41.515556
EST,2042,30.023678,34.164108,41.096767,41.722305
EST,2043,29.74332,34.000259,41.282059,41.928715
EST,2044,29.457954,33.831345,41.467834,42.134811
EST,2045,29.167725,33.65744,41.654163,42.340603
EST,2046,28.87574,33.48035,41.842953,42.548321
EST,2047,28.602047,33.310356,42.050026,42.769661
EST,2048,28.323839,33.135593,42.25761,42.99065
EST,2049,28.041199,32.956234,42.465775,43.211323
EST,2050,27.755629,32.774311,42.675831,43.433167
EST,2051,27.470575,32.591751,42.889183,43.657784
EST,2052,27.207819,32.422352,43.119732,43.894897
EST,2053,26.941277,32.248913,43.350792,44.131699
EST,2054,26.671,32.071404,43.582329,44.368183
EST,2055,26.396997,31.889832,43.814289,44.604351
EST,2056,26.120689,31.704613,44.047192,44.840591
EST,2057,25.848448,31.516785,44.2841,45.077957
EST,2058,25.572548,31.324755,44.521179,45.31488
EST,2059,25.293173,31.128679,44.758488,45.551456
EST,2060,25.010324,30.92857,44.996067,45.78775
EST,2061,24.722681,30.722214,45.232624,46.021801
EST,2062,24.424623,30.500517,45.460953,46.247395
EST,2063,24.123081,30.274591,45.689316,46.472443
EST,2064,23.818211,30.044617,45.917805,46.697044
EST,2065,23.51001,29.810654,46.146439,46.921276
EST,2066,23.196964,29.569735,46.373791,47.142857
EST,2067,22.873268,29.31189,46.592625,47.355465
EST,2068,22.546225,29.049866,46.811436,47.567429
EST,2069,22.215919,28.78377,47.030293,47.778847
EST,2070,21.882446,28.513626,47.249226,47.989765
EST,2071,21.546574,28.238506,47.467285,48.198078
EST,2072,21.210491,27.955343,47.679955,48.398403
EST,2073,20.871199,27.668018,47.892559,48.597958
EST,2074,20.528765,27.376657,48.105145,48.796806
EST,2075,20.183254,27.081224,48.317722,48.994972
EST,2076,19.839602,26.78447,48.530632,49.19146
EST,2077,19.510883,26.492477,48.744812,49.383575
EST,2078,19.179226,26.196566,48.958935,49.574875
EST,2079,18.844698,25.896713,49.173035,49.765404
EST,2080,18.507322,25.593023,49.387115,49.955177
EST,2081,18.174171,25.290359,49.602253,50.143585
EST,2082,17.861492,24.998674,49.821728,50.328705
EST,2083,17.546169,24.703228,50.041161,50.512966
EST,2084,17.228212,24.404095,50.260574,50.696377
