cntry_code,year,policy_both3_r1Gini_SSP1,policy_both3_r1Gini_SSP2,policy_both3_r1Gini_SSP3,policy_both3_r1Gini_SSP4
HUN,2093,8.0115347,26.006355,50.947044,54.187504
HUN,2094,7.6770334,25.847553,51.244728,54.543137
HUN,2095,7.3400278,25.68713,51.542431,54.89983
HUN,2096,7.0050926,25.525681,51.840084,55.257187
HUN,2097,6.6818876,25.364641,52.137386,55.614315
HUN,2098,6.3562894,25.202042,52.434723,55.972511
HUN,2099,6.0282917,25.037895,52.732105,56.331814
HUN,2100,5.6978965,24.872179,53.029522,56.692223
IND,2011,37.923817,37.887066,37.860546,37.864933
IND,2012,37.571003,38.104156,38.479099,38.486046
IND,2013,37.209988,38.324707,39.091717,39.100079
IND,2014,36.569725,38.270412,39.432556,39.442932
IND,2015,36.130428,38.443386,40.018196,40.029758
IND,2016,35.689354,38.683159,40.687042,40.700733
IND,2017,35.684246,38.968674,41.270283,41.330307
IND,2018,35.673752,39.276028,41.899914,41.998772
IND,2019,35.650444,39.564445,42.495808,42.658489
IND,2020,35.626755,39.846035,43.075607,43.321735
IND,2021,35.601269,40.118008,43.636677,43.986706
IND,2022,35.580173,40.384624,44.195084,44.677055
IND,2023,35.553173,40.637558,44.729336,45.363129
IND,2024,35.519096,40.87598,45.238537,46.044083
IND,2025,35.476925,41.09914,45.721931,46.719246
IND,2026,35.427761,41.307255,46.180767,47.382969
IND,2027,35.371067,41.503891,46.631889,47.994312
IND,2028,35.303375,41.683487,47.055447,48.597839
IND,2029,35.223743,41.845539,47.450844,49.193241
IND,2030,35.13102,41.989475,47.81741,49.780148
IND,2031,35.028141,42.115875,48.156155,50.359478
IND,2032,34.929211,42.228592,48.479397,50.937729
IND,2033,34.820732,42.314339,48.761589,51.501904
IND,2034,34.689098,42.397644,49.042385,52.070721
IND,2035,34.533623,42.478619,49.321838,52.644218
IND,2036,34.359196,42.558617,49.601555,53.223595
IND,2037,34.181854,42.641487,49.891602,53.812714
IND,2038,33.979214,42.722317,50.180492,54.406639
IND,2039,33.750584,42.801235,50.468288,55.00547
IND,2040,33.495354,42.878338,50.755051,55.609245
IND,2041,33.220058,42.955288,51.042366,56.219284
IND,2042,32.939579,43.037407,51.339897,56.839695
IND,2043,32.631371,43.118065,51.636566,57.465233
IND,2044,32.294846,43.197441,51.932434,58.095993
IND,2045,31.929457,43.275566,52.227543,58.732025
IND,2046,31.542526,43.354134,52.523361,59.375042
IND,2047,31.147409,43.438412,52.828106,60.030987
IND,2048,30.722439,43.521793,53.132252,60.692406
IND,2049,30.267067,43.60445,53.435848,61.359383
IND,2050,29.78056,43.686367,53.738861,62.031849
IND,2051,29.569233,43.769318,54.043171,62.711731
IND,2052,29.359179,43.855324,54.35849,63.402302
IND,2053,29.140646,43.941532,54.673832,64.099342
IND,2054,28.913698,44.028065,54.989254,64.802963
IND,2055,28.678328,44.115028,55.304783,65.513237
IND,2056,28.441195,44.204014,55.621948,66.231522
IND,2057,28.204424,44.295918,55.949287,66.959511
IND,2058,27.959549,44.388527,56.276802,67.694328
IND,2059,27.706663,44.481945,56.604507,68.436035
IND,2060,27.44569,44.576199,56.932411,69.184654
IND,2061,27.184906,44.673134,57.261791,69.94146
IND,2062,26.925852,44.772903,57.599167,70.707146
IND,2063,26.659126,44.873741,57.936783,71.479904
IND,2064,26.384773,44.975784,58.274647,72.259819
IND,2065,26.10272,45.079063,58.61277,73.046913
IND,2066,25.825249,45.185886,58.951962,73.842407
IND,2067,25.55567,45.298599,59.295448,74.647133
IND,2068,25.278997,45.412811,59.639229,75.459236
IND,2069,24.995195,45.528599,59.983299,76.278786
IND,2070,24.704319,45.645954,60.327671,77.10585
IND,2071,24.420086,45.767326,60.672844,77.940903
IND,2072,24.144035,45.893776,61.020634,78.783394
IND,2073,23.861414,46.022034,61.368744,79.633575
IND,2074,23.572254,46.152245,61.717182,80.491524
IND,2075,23.27656,46.284386,62.065948,81.357285
IND,2076,22.989218,46.421394,62.415321,82.230515
IND,2077,22.709951,46.566223,62.766384,83.109573
IND,2078,22.424673,46.713284,63.11779,83.996628
IND,2079,22.133408,46.862583,63.469551,84.891754
IND,2080,21.83614,47.014229,63.821671,85.795029
IND,2081,21.5469,47.171417,64.174301,86.705399
IND,2082,21.263807,47.337765,64.52829,87.620422
IND,2083,20.97521,47.506645,64.882645,88.543747
IND,2084,20.681023,47.678154,65.237381,89.475479
IND,2085,20.381294,47.85239,65.592499,90.41568
IND,2086,20.091915,48.032284,65.947998,91.363121
IND,2087,19.810383,48.219189,66.303886,92.315338
IND,2088,19.523777,48.408985,66.660164,93.276215
IND,2089,19.232058,48.601788,67.016853,94.245834
IND,2090,18.935232,48.797573,67.37394,95.224274
IND,2091,18.646854,48.999378,67.731377,96.210587
IND,2092,18.364725,49.207611,68.088799,97.202721
IND,2093,18.077848,49.419067,68.446632,98.203896
IND,2094,17.78624,49.633827,68.804886,99.214211
IND,2095,17.489832,49.851929,69.163567,100.23376
IND,2096,17.203047,50.076405,69.522644,101.26201
IND,2097,16.923616,50.307198,69.881851,102.29746
IND,2098,16.639753,50.541573,70.241493,103.3424
IND,2099,16.351437,50.779556,70.601578,104.39693
IND,2100,16.058643,51.02116,70.962112,105.46117
IRL,2011,31.492327,31.4883,31.479364,31.476114
IRL,2012,29.997099,30.064409,30.227407,30.279951
IRL,2013,29.814785,29.958527,30.301447,30.409763
IRL,2014,29.735641,29.961708,30.493141,30.657408
IRL,2015,29.632095,29.947498,30.675871,30.896273
IRL,2016,29.616381,30.029696,30.976002,31.252338
IRL,2017,29.563341,30.024895,31.100105,31.444117
IRL,2018,29.589203,30.103931,31.320625,31.725849
IRL,2019,29.559965,30.130863,31.491928,31.963114
IRL,2020,29.518681,30.148947,31.659784,32.200375
IRL,2021,29.465158,30.15794,31.8239,32.436947
IRL,2022,29.447332,30.201706,32.035961,32.736057
IRL,2023,29.418283,30.237,32.244934,33.034241
IRL,2024,29.378284,30.264147,32.451122,33.331478
IRL,2025,29.327753,30.283398,32.65472,33.627712
IRL,2026,29.267088,30.29505,32.855999,33.922817
IRL,2027,29.155247,30.25667,33.014977,34.157806
IRL,2028,29.033764,30.211046,33.171852,34.39151
IRL,2029,28.903143,30.158472,33.326851,34.624012
IRL,2030,28.763746,30.099195,33.480152,34.855366
IRL,2031,28.615889,30.033503,33.63192,35.085617
IRL,2032,28.454601,29.953173,33.774567,35.309631
IRL,2033,28.286049,29.865744,33.915119,35.533062
IRL,2034,28.109739,29.77298,34.05497,35.755066
IRL,2035,27.926065,29.675083,34.194176,35.975872
IRL,2036,27.735392,29.572227,34.332779,36.195736
IRL,2037,27.539497,29.461126,34.469887,36.414162
IRL,2038,27.337122,29.345276,34.606461,36.631836
IRL,2039,27.128479,29.224855,34.742558,36.848934
IRL,2040,26.913879,29.100004,34.878231,37.065613
IRL,2041,26.69393,28.971125,35.013592,37.282253
IRL,2042,26.495497,28.860559,35.170654,37.514969
IRL,2043,26.291748,28.745972,35.327438,37.747547
IRL,2044,26.082857,28.627565,35.483986,37.980095
IRL,2045,25.86904,28.505411,35.640347,38.212708
IRL,2046,25.651024,28.380075,35.7967,38.44598
IRL,2047,25.461313,28.281069,35.991245,38.707176
IRL,2048,25.267118,28.17868,36.185715,38.968586
IRL,2049,25.068533,28.073076,36.380157,39.230293
IRL,2050,24.865908,27.964603,36.574654,39.4925
IRL,2051,24.675163,27.853552,36.769325,39.755569
IRL,2052,24.508291,27.765728,36.994339,40.040241
IRL,2053,24.338749,27.675016,37.219402,40.325233
IRL,2054,24.166681,27.581514,37.444538,40.610607
IRL,2055,23.992147,27.485338,37.669773,40.896412
IRL,2056,23.815681,27.386917,37.895237,41.183033
IRL,2057,23.650326,27.300236,38.138931,41.482941
IRL,2058,23.482801,27.211185,38.382809,41.783401
IRL,2059,23.31329,27.119892,38.626888,42.084457
IRL,2060,23.141783,27.026415,38.871193,42.386147
IRL,2061,22.968628,26.931053,39.115761,42.688656
IRL,2062,22.798292,26.839487,39.365856,42.997059
IRL,2063,22.626236,26.74596,39.616211,43.306141
IRL,2064,22.45256,26.650621,39.866833,43.615932
IRL,2065,22.277271,26.553526,40.117737,43.926464
IRL,2066,22.100767,26.454948,40.368958,44.237949
IRL,2067,21.928911,26.36161,40.62439,44.555916
IRL,2068,21.755672,26.266716,40.880116,44.874649
IRL,2069,21.581095,26.170357,41.136154,45.194191
IRL,2070,21.40526,26.072527,41.39249,45.514545
IRL,2071,21.228825,25.973791,41.649162,45.835896
IRL,2072,21.065575,25.887436,41.909096,46.162014
IRL,2073,20.901196,25.799795,42.169334,46.488968
IRL,2074,20.73575,25.711014,42.429874,46.816784
IRL,2075,20.569313,25.62105,42.690716,47.145462
IRL,2076,20.402988,25.530691,42.951908,47.475128
IRL,2077,20.258701,25.457357,43.218441,47.807598
IRL,2078,20.113541,25.383064,43.485256,48.140949
IRL,2079,19.967573,25.307827,43.752357,48.475216
IRL,2080,19.820835,25.231737,44.019737,48.810394
IRL,2081,19.674528,25.155514,44.287464,49.146374
IRL,2082,19.548981,25.095152,44.560463,49.480457
IRL,2083,19.422813,25.034021,44.833729,49.81546
IRL,2084,19.296009,24.97221,45.107262,50.151409
IRL,2085,19.168652,24.909805,45.381058,50.4883
IRL,2086,19.042006,24.847332,45.655148,50.825581
IRL,2087,18.935362,24.796181,45.931644,51.153988
IRL,2088,18.828253,24.74449,46.208389,51.483326
IRL,2089,18.720692,24.692369,46.485386,51.813622
IRL,2090,18.612715,24.639788,46.762634,52.144882
IRL,2091,18.505013,24.587103,47.040108,52.47654
IRL,2092,18.40596,24.539434,47.316574,52.800705
IRL,2093,18.306557,24.491394,47.593273,53.125816
IRL,2094,18.206865,24.443071,47.870213,53.451893
IRL,2095,18.106869,24.394495,48.147388,53.77895
IRL,2096,18.006811,24.345795,48.424736,54.106491
IRL,2097,17.909859,24.298286,48.699314,54.428486
IRL,2098,17.812639,24.25061,48.974121,54.751446
IRL,2099,17.715158,24.202782,49.249149,55.075394
IRL,2100,17.617453,24.154814,49.524406,55.400349
ISR,2011,38.349583,38.294308,38.296005,38.29319
ISR,2012,38.609806,38.773685,38.803699,38.836132
ISR,2013,38.529495,38.915482,38.982311,39.050079
ISR,2014,38.589863,39.202599,39.314396,39.417557
ISR,2015,38.502277,39.343452,39.508362,39.647003
ISR,2016,38.420776,39.527603,39.751362,39.921444
ISR,2017,38.4673,39.712502,40.006405,40.222904
ISR,2018,38.494488,39.886639,40.26178,40.517582
ISR,2019,38.492989,40.035801,40.501377,40.792595
ISR,2020,38.48016,40.177876,40.741539,41.066536
ISR,2021,38.456371,40.313152,40.982376,41.339745
ISR,2022,38.433617,40.452538,41.244366,41.640163
ISR,2023,38.400799,40.585411,41.506905,41.939865
ISR,2024,38.358192,40.712044,41.77005,42.238979
ISR,2025,38.306164,40.832584,42.033802,42.537609
ISR,2026,38.245155,40.947357,42.298267,42.835583
ISR,2027,38.177315,41.056667,42.564217,43.109497
ISR,2028,38.101074,41.160439,42.830769,43.383015
ISR,2029,38.01685,41.258846,43.097954,43.656223
ISR,2030,37.92495,41.352051,43.365784,43.92918
ISR,2031,37.82555,41.440044,43.634212,44.201782
ISR,2032,37.705795,41.505253,43.892693,44.464012
ISR,2033,37.581844,41.560787,44.146263,44.728767
ISR,2034,37.451744,41.610779,44.399563,44.993481
ISR,2035,37.315769,41.655399,44.652607,45.258148
ISR,2036,37.174156,41.694466,44.905346,45.522602
ISR,2037,37.022251,41.711456,45.150391,45.778786
ISR,2038,36.86515,41.723377,45.395164,46.034855
ISR,2039,36.702988,41.730358,45.639683,46.290798
ISR,2040,36.535976,41.73251,45.883957,46.546608
ISR,2041,36.364628,41.72966,46.128033,46.802246
ISR,2042,36.192429,41.708973,46.36977,47.053318
ISR,2043,36.015907,41.683708,46.611244,47.304195
ISR,2044,35.835186,41.654037,46.852474,47.554886
ISR,2045,35.65044,41.619995,47.093468,47.805374
ISR,2046,35.462536,41.581612,47.334614,48.056252
ISR,2047,35.281818,41.532337,47.584755,48.311256
ISR,2048,35.097507,41.47892,47.83466,48.566044
ISR,2049,34.909687,41.421497,48.084343,48.820618
ISR,2050,34.718838,41.360733,48.334194,49.075325
ISR,2051,34.525703,41.296379,48.58429,49.330223
ISR,2052,34.338879,41.22311,48.836845,49.584488
ISR,2053,34.149139,41.146355,49.089321,49.838573
ISR,2054,33.956577,41.066166,49.341717,50.092453
ISR,2055,33.761223,40.98262,49.594032,50.346119
ISR,2056,33.563564,40.89537,49.846218,50.599312
ISR,2057,33.365707,40.795055,50.094933,50.847832
ISR,2058,33.165264,40.691498,50.343521,51.096046
ISR,2059,32.962379,40.584797,50.591988,51.343967
ISR,2060,32.757023,40.474979,50.840343,51.591579
ISR,2061,32.549095,40.36129,51.088326,51.8382
ISR,2062,32.333897,40.230614,51.328602,52.077145
ISR,2063,32.116425,40.096909,51.568726,52.315708
ISR,2064,31.896761,39.960304,51.808716,52.553894
ISR,2065,31.674875,39.820824,52.048565,52.791698
ISR,2066,31.450693,39.677723,52.288204,53.028843
ISR,2067,31.22047,39.520603,52.52475,53.262196
ISR,2068,30.988188,39.360695,52.761127,53.495102
ISR,2069,30.753862,39.198059,52.997353,53.72757
ISR,2070,30.51757,39.032684,53.233433,53.959599
ISR,2071,30.279686,38.864296,53.469437,54.191093
ISR,2072,30.041395,38.687656,53.705482,54.420223
ISR,2073,29.801195,38.50835,53.941357,54.648865
ISR,2074,29.559139,38.3265,54.177071,54.87701
ISR,2075,29.315269,38.142067,54.412624,55.104679
ISR,2076,29.070503,37.955082,54.648293,55.331959
ISR,2077,28.829819,37.763374,54.88715,55.558235
ISR,2078,28.587372,37.569195,55.125835,55.783978
ISR,2079,28.343218,37.372536,55.364361,56.009201
ISR,2080,28.097368,37.173485,55.602734,56.233898
ISR,2081,27.851254,36.972195,55.841183,56.45808
ISR,2082,27.612223,36.76833,56.082321,56.680862
ISR,2083,27.371607,36.562069,56.323288,56.90308
ISR,2084,27.129351,36.353455,56.564095,57.124733
ISR,2085,26.885538,36.142586,56.804745,57.345825
ISR,2086,26.641975,35.929344,57.045284,57.565903
ISR,2087,26.407711,35.71246,57.286068,57.782757
ISR,2088,26.171938,35.493248,57.526669,57.998993
ISR,2089,25.93465,35.271824,57.767109,58.214611
ISR,2090,25.695869,35.048119,58.007389,58.429611
ISR,2091,25.45665,34.82201,58.247375,58.643337
ISR,2092,25.221319,34.591423,58.485645,58.853279
ISR,2093,24.984528,34.358578,58.723736,59.062546
ISR,2094,24.746313,34.12352,58.961651,59.271126
ISR,2095,24.506641,33.886272,59.19939,59.479023
ISR,2096,24.266718,33.646713,59.436844,59.685696
ISR,2097,24.031593,33.403244,59.672852,59.889378
ISR,2098,23.79505,33.157574,59.908669,60.092293
ISR,2099,23.557072,32.909695,60.144299,60.294453
ISR,2100,23.317677,32.659584,60.379742,60.495869
ITA,2011,32.411652,32.40033,32.389835,32.388466
ITA,2012,32.099373,32.208004,32.299145,32.308487
ITA,2013,31.993227,32.223953,32.423756,32.443748
ITA,2014,32.016895,32.372444,32.688923,32.71962
ITA,2015,31.99288,32.476585,32.917011,32.958401
ITA,2016,32.003826,32.627762,33.206688,33.257549
ITA,2017,32.033993,32.731266,33.409935,33.475857
ITA,2018,32.096924,32.8708,33.657417,33.737473
ITA,2019,32.134747,32.988777,33.89146,33.983799
ITA,2020,32.165791,33.103378,34.127815,34.234028
ITA,2021,32.190067,33.214062,34.365658,34.487595
ITA,2022,32.196552,33.317772,34.611855,34.755299
ITA,2023,32.196159,33.417065,34.859016,35.026184
ITA,2024,32.188786,33.511829,35.106869,35.300098
ITA,2025,32.174431,33.601883,35.355156,35.57687
ITA,2026,32.153324,33.687195,35.603577,35.856319
ITA,2027,32.101757,33.75388,35.849529,36.131573
ITA,2028,32.043045,33.815582,36.095314,36.409149
ITA,2029,31.97728,33.872265,36.340805,36.688934
ITA,2030,31.904457,33.923908,36.585888,36.970798
ITA,2031,31.824486,33.970474,36.830238,37.254505
ITA,2032,31.734678,34.008789,37.07975,37.545628
ITA,2033,31.639452,34.03968,37.325737,37.839771
ITA,2034,31.53693,34.066593,37.572197,38.134682
ITA,2035,31.427233,34.089645,37.819126,38.430325
ITA,2036,31.310413,34.108879,38.066338,38.726643
ITA,2037,31.182524,34.120865,38.31879,39.028305
ITA,2038,31.047756,34.129223,38.571686,39.330566
ITA,2039,30.906157,34.134071,38.825035,39.633415
ITA,2040,30.757879,34.135479,39.078835,39.936829
ITA,2041,30.603025,34.133522,39.332924,40.240879
ITA,2042,30.44276,34.125332,39.593163,40.5508
ITA,2043,30.276123,34.113941,39.853836,40.861244
ITA,2044,30.103199,34.099499,40.114967,41.172222
ITA,2045,29.924129,34.082031,40.376549,41.48373
ITA,2046,29.739004,34.061646,40.638474,41.795944
ITA,2047,29.545691,34.031212,40.906883,42.114231
ITA,2048,29.346483,33.997971,41.175743,42.433044
ITA,2049,29.141441,33.96204,41.445076,42.752403
ITA,2050,28.930765,33.923603,41.714924,43.072338
ITA,2051,28.72714,33.882572,41.985191,43.393024
ITA,2052,28.514063,33.828247,42.260445,43.718006
ITA,2053,28.297926,33.771481,42.53614,44.043514
ITA,2054,28.078857,33.712334,42.812305,44.369579
ITA,2055,27.856918,33.650902,43.088936,44.696213
ITA,2056,27.632038,33.587189,43.366016,45.023617
ITA,2057,27.393976,33.509525,43.647572,45.354462
ITA,2058,27.153261,33.429737,43.929596,45.685921
ITA,2059,26.910051,33.347919,44.212109,46.018028
ITA,2060,26.664339,33.264103,44.495121,46.350796
ITA,2061,26.415819,33.17831,44.778629,46.684418
ITA,2062,26.150679,33.081802,45.066525,47.021599
ITA,2063,25.883223,32.983437,45.354923,47.359489
ITA,2064,25.61355,32.883347,45.643837,47.698112
ITA,2065,25.341652,32.781559,45.933273,48.037491
ITA,2066,25.067205,32.678097,46.223251,48.377911
ITA,2067,24.779148,32.569344,46.517731,48.723408
ITA,2068,24.489023,32.459057,46.812737,49.069721
ITA,2069,24.196861,32.347301,47.108276,49.416874
ITA,2070,23.902748,32.234074,47.404346,49.764885
ITA,2071,23.606895,32.119553,47.700962,50.114033
ITA,2072,23.310589,32.005405,47.999416,50.46756
ITA,2073,23.012415,31.889927,48.298393,50.822002
ITA,2074,22.712427,31.773243,48.597897,51.177372
ITA,2075,22.410683,31.655319,48.897915,51.533699
ITA,2076,22.108154,31.536413,49.198433,51.891037
ITA,2077,21.816181,31.419937,49.497391,52.249249
ITA,2078,21.522551,31.302402,49.796841,52.608448
ITA,2079,21.227308,31.183804,50.096786,52.968662
ITA,2080,20.930481,31.064226,50.397217,53.329895
ITA,2081,20.633745,30.943859,50.698086,53.691948
ITA,2082,20.354637,30.826265,50.996506,54.051674
ITA,2083,20.074095,30.70775,51.29538,54.412449
ITA,2084,19.792072,30.588377,51.594711,54.7743
ITA,2085,19.508665,30.468233,51.894493,55.137234
ITA,2086,19.227081,30.347334,52.19466,55.500347
ITA,2087,18.977694,30.22694,52.492378,55.853954
ITA,2088,18.727087,30.105791,52.790512,56.208641
ITA,2089,18.47525,29.983982,53.089077,56.564434
ITA,2090,18.222204,29.861486,53.388058,56.921349
ITA,2091,17.969803,29.738375,53.687431,57.279091
ITA,2092,17.732849,29.614626,53.986382,57.634968
ITA,2093,17.494778,29.490253,54.285721,57.991989
ITA,2094,17.255648,29.365339,54.585457,58.350189
ITA,2095,17.015413,29.23991,54.88559,58.709599
ITA,2096,16.775845,29.114124,55.186089,59.069942
ITA,2097,16.54994,28.989206,55.486443,59.429226
ITA,2098,16.323017,28.863857,55.787167,59.789745
ITA,2099,16.095066,28.738089,56.088264,60.151527
ITA,2100,15.866111,28.611906,56.38974,60.514599
JAM,2011,61.942078,61.888485,61.866657,61.859188
JAM,2012,62.41584,62.571102,62.63974,62.645512
JAM,2013,62.380867,62.748566,62.916069,62.935223
JAM,2014,62.319851,62.903271,63.177753,63.210564
JAM,2015,62.237953,63.040264,63.429749,63.476616
JAM,2016,62.144405,63.182354,63.696075,63.756744
JAM,2017,62.07037,63.24361,63.860649,63.975094
JAM,2018,62.003075,63.320892,64.054428,64.219315
JAM,2019,61.905006,63.373116,64.233543,64.445236
JAM,2020,61.791992,63.417099,64.413078,64.670601
JAM,2021,61.663258,63.452591,64.592705,64.894829
JAM,2022,61.540066,63.490795,64.785995,65.140068
JAM,2023,61.402222,63.521458,64.980202,65.385254
JAM,2024,61.249672,63.544914,65.175568,65.630531
JAM,2025,61.082428,63.561432,65.372299,65.87603
JAM,2026,60.900433,63.571194,65.570435,66.122375
JAM,2027,60.700531,63.579094,65.786285,66.288918
JAM,2028,60.485985,63.581108,66.00441,66.454842
JAM,2029,60.256863,63.577579,66.225098,66.620216
JAM,2030,60.013149,63.56884,66.448647,66.785103
JAM,2031,59.755177,63.555382,66.6754,66.949745
JAM,2032,59.503437,63.544724,66.922745,67.121017
JAM,2033,59.24548,63.516331,67.1549,67.283203
JAM,2034,58.975544,63.480408,67.386299,67.443352
JAM,2035,58.693787,63.437054,67.616936,67.60144
JAM,2036,58.400589,63.386284,67.84687,67.757263
JAM,2037,58.097099,63.320282,68.078407,67.904091
JAM,2038,57.78236,63.247028,68.309212,68.048721
JAM,2039,57.456429,63.166603,68.539291,68.191139
JAM,2040,57.119453,63.079029,68.768654,68.331291
JAM,2041,56.77166,62.983982,68.997284,68.468674
JAM,2042,56.410545,62.867535,69.22258,68.594109
JAM,2043,56.038795,62.744011,69.447159,68.717117
JAM,2044,55.65649,62.613499,69.671021,68.837654
JAM,2045,55.263756,62.475967,69.894157,68.955681
JAM,2046,54.862015,62.331348,70.116554,69.071396
JAM,2047,54.457413,62.173454,70.335289,69.182777
JAM,2048,54.042915,62.008625,70.553291,69.291595
JAM,2049,53.618568,61.836906,70.770576,69.397804
JAM,2050,53.184517,61.658367,70.987129,69.501373
JAM,2051,52.748615,61.473064,71.203239,69.602516
JAM,2052,52.305992,61.278465,71.423073,69.698936
JAM,2053,51.854038,61.077072,71.642197,69.792648
JAM,2054,51.392845,60.868889,71.860634,69.883614
JAM,2055,50.922432,60.653938,72.078369,69.971794
JAM,2056,50.444054,60.432659,72.295891,70.057327
JAM,2057,49.959225,60.204636,72.519119,70.138634
JAM,2058,49.4655,59.969906,72.741692,70.217079
JAM,2059,48.963001,59.728493,72.963615,70.292641
JAM,2060,48.451691,59.480366,73.184883,70.365265
JAM,2061,47.931759,59.225048,73.405869,70.433716
JAM,2062,47.401058,58.956989,73.629982,70.493591
JAM,2063,46.861763,58.682144,73.853485,70.550331
JAM,2064,46.313927,58.400566,74.076363,70.603889
JAM,2065,45.757507,58.112217,74.298615,70.654251
JAM,2066,45.193954,57.816051,74.520119,70.699242
JAM,2067,44.624039,57.505848,74.739403,70.73555
JAM,2068,44.045799,57.188759,74.958046,70.768364
JAM,2069,43.459221,56.864761,75.176064,70.797638
JAM,2070,42.864372,56.533779,75.39344,70.823334
JAM,2071,42.263863,56.195824,75.609947,70.841789
JAM,2072,41.660473,55.849472,75.823776,70.850037
JAM,2073,41.048988,55.496067,76.036942,70.854309
JAM,2074,40.429451,55.135666,76.249458,70.854546
JAM,2075,39.801853,54.768143,76.461311,70.8507
JAM,2076,39.171368,54.392998,76.67247,70.838234
JAM,2077,38.543018,54.007683,76.882652,70.815292
JAM,2078,37.906895,53.615185,77.092171,70.787804
JAM,2079,37.263023,53.215408,77.301018,70.755714
JAM,2080,36.611393,52.80838,77.509209,70.718948
JAM,2081,35.957565,52.394989,77.71698,70.672752
JAM,2082,35.306114,51.976639,77.925514,70.61599
JAM,2083,34.647194,51.550915,78.1334,70.55407
JAM,2084,33.98074,51.117813,78.34063,70.486931
JAM,2085,33.306763,50.677338,78.547195,70.414505
JAM,2086,32.634727,50.229473,78.753334,70.332466
JAM,2087,31.970837,49.773834,78.959923,70.240395
JAM,2088,31.299837,49.310619,79.165871,70.142578
JAM,2089,30.621668,48.839848,79.37117,70.038902
JAM,2090,29.936291,48.361404,79.575821,69.929314
JAM,2091,29.247641,47.874893,79.779785,69.811203
JAM,2092,28.557444,47.379303,79.982956,69.68454
JAM,2093,27.860144,46.875877,80.185471,69.55159
JAM,2094,27.155746,46.364586,80.387329,69.412231
JAM,2095,26.44416,45.845371,80.588539,69.266403
JAM,2096,25.728979,45.318367,80.788925,69.113091
JAM,2097,25.011366,44.783302,80.987984,68.952461
JAM,2098,24.286655,44.240147,81.186378,68.785034
JAM,2099,23.554729,43.688843,81.384102,68.610703
JAM,2100,22.815573,43.129269,81.581154,68.429375
LTU,2011,17.076878,17.07443,17.069752,17.067696
LTU,2012,16.494307,16.626955,16.818159,16.750383
LTU,2013,16.329798,16.604734,17.000675,16.866968
LTU,2014,16.253937,16.679871,17.290031,17.090349
LTU,2015,16.239313,16.823053,17.657005,17.391333
LTU,2016,16.061968,16.818663,17.889109,17.554955
LTU,2017,16.206736,17.067938,18.280729,17.980669
LTU,2018,16.298422,17.278376,18.650461,18.375755
LTU,2019,16.342903,17.441399,18.964796,18.73107
LTU,2020,16.372217,17.589603,19.266203,19.080103
LTU,2021,16.388346,17.724907,19.556732,19.424957
LTU,2022,16.481945,17.93045,19.917051,19.856363
LTU,2023,16.561081,18.122574,20.266161,20.282043
LTU,2024,16.625767,18.301741,20.60461,20.702194
LTU,2025,16.676144,18.468307,20.932858,21.116987
LTU,2026,16.713755,18.623974,21.253166,21.525061
LTU,2027,16.774475,18.814751,21.631681,21.91514
LTU,2028,16.821384,18.994074,22.001348,22.300112
LTU,2029,16.854782,19.162283,22.362549,22.680189
LTU,2030,16.874866,19.319687,22.715605,23.055582
LTU,2031,16.881575,19.466549,23.061323,23.426304
LTU,2032,16.865557,19.595381,23.413094,23.78533
LTU,2033,16.83952,19.710125,23.752151,24.137489
LTU,2034,16.799025,19.819878,24.090635,24.488981
LTU,2035,16.744694,19.924805,24.428568,24.839886
LTU,2036,16.676472,20.024673,24.765884,25.189655
LTU,2037,16.582676,20.106203,25.098415,25.523703
LTU,2038,16.476465,20.183218,25.430414,25.857244
LTU,2039,16.358259,20.255877,25.761898,26.190369
LTU,2040,16.228584,20.324291,26.092886,26.523153
LTU,2041,16.087427,20.388046,26.423006,26.855001
LTU,2042,15.928047,20.43195,26.740284,27.173262
LTU,2043,15.758333,20.471949,27.05711,27.491323
LTU,2044,15.578633,20.508232,27.373503,27.809261
LTU,2045,15.389338,20.540869,27.689486,28.127159
LTU,2046,15.192386,20.570011,28.004816,28.445581
LTU,2047,15.003859,20.59495,28.312607,28.772951
LTU,2048,14.806682,20.616587,28.620037,29.100473
LTU,2049,14.601091,20.635078,28.927124,29.428209
LTU,2050,14.387403,20.650593,29.233892,29.756243
LTU,2051,14.264345,20.66441,29.541273,30.085941
LTU,2052,14.163576,20.698622,29.870655,30.436317
LTU,2053,14.059594,20.730198,30.199797,30.787205
LTU,2054,13.952594,20.759237,30.528721,31.138674
LTU,2055,13.84272,20.785875,30.857445,31.490795
LTU,2056,13.732353,20.811655,31.187157,31.844681
LTU,2057,13.638274,20.859182,31.543158,32.215225
LTU,2058,13.541851,20.904678,31.899055,32.586651
LTU,2059,13.443295,20.948277,32.25486,32.959023
LTU,2060,13.342657,20.990034,32.610596,33.332401
LTU,2061,13.240178,21.030455,32.966648,33.706387
LTU,2062,13.136286,21.074596,33.330845,34.078663
LTU,2063,13.030709,21.117188,33.69503,34.452087
LTU,2064,12.923577,21.158382,34.059219,34.826725
LTU,2065,12.814926,21.198254,34.423431,35.202621
LTU,2066,12.704126,21.236069,34.786831,35.5783
LTU,2067,12.586086,21.261137,35.133457,35.942322
LTU,2068,12.466829,21.285124,35.480129,36.307713
LTU,2069,12.346414,21.308115,35.826859,36.674522
LTU,2070,12.224957,21.330141,36.17366,37.042793
