scenario,year,ABW,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
SSP2,2059,44.1886385136,28.833065697,44.8790966322,30.3639131327,37.1424581152,39.1564843497,32.1665940284,35.4454688655,29.311831,17.4944086667,34.393065697,27.349806,46.3992525276,41.2875569073,33.013065697,48.926407,37.1424581152,38.4083905561,33.7416754787,49.12661,51.5892416667,31.745178139,58.114952,42.6320617594,40.3108232101,40.2308386101,64.7892416667,60.5692416667,32.564346,32.2002741446,51.669407,38.498981,45.8503073432,45.0902293954,44.1269361631,41.6334548769,56.016083,60.2592416667,51.5192416667,26.5564465543,22.033065697,32.8977022585,32.363701,33.273598,48.8842851512,25.47296,57.002022,36.8303245083,31.790806,31.783065697,46.5895540906,32.147976,32.309708,34.203065697,28.331242,45.0057762901,28.441521,43.7389797106,33.39262,44.9206371429,44.9846630138,36.101749018,51.6592416667,54.9892416667,46.5895540906,35.041233,40.511688,40.2412155492,53.0292416667,55.7292416667,32.2101800612,59.0001507576,30.471169,37.1992234907,47.062233,32.910702,41.222701038,31.933065697,27.8844086667,36.889675,32.950481,58.618099,34.693065697,33.4418566213,28.2850718501,52.8392416667,29.1015861241,32.733065697,33.683065697,37.1424581152,39.2483555174,38.4083905561,37.725919025,37.1424581152,37.8571635502,39.4408474877,58.5092416667,44.370747,27.317051,39.3706371429,39.3747840387,42.3932951345,32.0887449687,42.3165487193,38.1196526006,37.735775,47.3906371429,34.073065697,27.541761,39.8520803333,25.663065697,34.913065697,48.6843342146,39.0383642771,36.8443932973,50.1970548383,50.5892416667,65.2992416667,37.3573179392,32.483065697,45.4069285403,41.2616145596,27.949879,26.3944086667,33.783065697,32.94022,37.1424581152,30.623065697,47.407322,50.898731,36.672626,47.328236686,38.831631,59.1406371429,35.031376,50.9292416667,35.493065697,37.3573179392,42.1204189917,28.0644086667,44.3806371429,55.6692416667,37.1424581152,36.9225492539,42.0180904382,51.6292416667,41.5815701815,35.023065697,37.6602967624,41.2356722118,30.894161789,31.853065697,55.9392416667,43.737778,25.7244086667,28.0944086667,55.7792416667,37.5066393094,46.1458932117,49.9169213895,25.7169334888,32.1302723344,44.1106371429,32.593065697,33.133065697,35.303065697,36.8465807061,43.3806371429,34.833065697,39.4320978527,45.4280418167,25.4044086667,38.8939952993,44.873619,36.8314570501,44.1886385136,42.5808974826,42.3677129961,38.6446307014,44.8157568032,36.9515763263,67.7092416667,59.9492416667,41.0050735654
SSP2,2060,43.9840805621,28.5622859893,44.6746502466,30.358620335,36.9384530329,39.0011105107,32.1614119023,35.4460337934,29.314075,17.4868759444,34.1222859892,27.320093,46.2533541782,41.0600126035,32.7422859893,49.141308,36.9384530329,38.2158783429,33.7470625171,49.37392,51.5435865,31.0562816092,58.112331,42.4541823993,40.1121851568,40.0818428741,64.7435865,60.5235865,32.687981,32.1933259245,51.488823,38.192238,45.6832666474,44.8939146816,43.8935206972,41.3801990943,56.042358,60.2135865,51.4735865,26.0844011605,21.7622859892,32.8903737233,32.420536,33.310493,48.8340965775,25.439035,57.138515,36.6569835275,31.452787,31.5122859892,46.437726614,32.126537,32.173008,33.9322859892,28.348957,44.8062089076,28.416231,43.490622298,33.338593,44.9908811429,44.7842824641,35.8753207308,51.6135865,54.9435865,46.437726614,35.080936,39.856426,40.0914484688,52.9835865,55.6835865,32.2027124016,58.9544955909,30.506081,37.0527621588,47.293797,32.919548,40.9999776365,31.6622859892,27.8768759444,36.825035,32.974194,58.442059,34.4222859892,33.438473747,28.2776202293,52.7935865,29.0976826898,32.4622859892,33.4122859893,36.9384530329,39.0975425313,38.2158783429,37.4995261898,36.9384530329,37.6372862192,39.2995905744,58.4635865,44.502899,27.280725,39.4408811429,39.1645362791,42.2350115463,32.0858086716,42.1645637722,37.9128062781,37.023067,47.4608811429,33.8022859892,27.497967,39.7312386667,25.3922859892,34.6422859892,48.5490516063,38.8771264842,36.5742379921,50.1329469631,50.5435865,65.2535865,37.097228555,32.2122859892,45.222811334,41.0359986167,27.928467,26.3868759444,33.5122859892,32.874367,36.9384530329,30.3522859892,47.161011,50.943424,36.350235,47.218117692,38.817795,59.2108811429,34.963253,50.8835865,35.2222859892,37.097228555,41.9845305716,28.0568759444,44.4508811429,55.6235865,36.9384530329,36.7559281853,41.890600206,51.5835865,41.3321711207,34.7522859892,37.4306461751,41.0119846299,30.8895934279,31.5822859892,55.8935865,44.076027,25.7168759444,28.0868759444,55.7335865,37.3825776848,45.9902368563,49.8396330081,25.2531971658,32.1269948196,44.1808811429,32.3222859892,32.8622859892,35.0322859892,36.5765339926,43.4508811429,34.5622859892,39.2904065725,45.2447377775,25.3968759444,38.7255904518,44.898556,36.8579746798,43.9840805621,42.4072172165,42.211528955,38.4638463958,44.6088709162,36.6867420161,67.6635865,59.9035865,40.7985269694
SSP2,2061,43.7743621415,28.3027878329,44.554142417,30.352381825,36.7219706838,38.7866636074,32.1552839581,35.445958505,29.315081,17.4786303333,33.8627878329,27.289326,46.1599069336,40.904551998,32.4827878329,49.355606,36.7219706838,37.9869336475,33.7518281185,49.619854,51.4964711111,30.3957262785,58.109058,42.2775409893,39.9171849969,39.8928833511,64.6964711111,60.4764711111,32.812466,32.1856242393,51.303638,37.88287,45.5800475249,44.7771652666,43.7596235156,41.2357037646,56.068481,60.1664711111,51.4264711111,25.631637373,21.5027878329,32.8823331449,32.473618,33.346821,48.7848858725,25.403229,57.276306,36.4355227501,31.107782,31.2527878329,46.307080649,32.103439,32.030361,33.6727878329,28.365601,44.6879561268,28.389807,43.3498190296,33.282776,45.0607562857,44.6656538418,35.63313614,51.5664711111,54.8964711111,46.307080649,35.119808,39.184528,39.9028179041,52.9364711111,55.6364711111,32.1945478514,58.907380202,30.538176,36.8417944514,47.530136,32.927605,40.8424610418,31.4027878329,27.8686303333,36.757195,32.996994,58.259327,34.1627878329,33.4339490902,28.2694472897,52.7464711111,29.0926891292,32.2027878329,33.1527878329,36.7219706838,38.8848760587,37.9869336475,37.2573554385,36.7219706838,37.3976589402,39.0906545279,58.4164711111,44.634884,27.242785,39.5107562857,38.9454593893,42.0500130503,32.0816817214,41.9768790698,37.6782659437,36.294247,47.5307562857,33.5427878329,27.45355,39.5302721667,25.1327878329,34.3827878329,48.4605108997,38.6603904559,36.3149835851,50.0773028323,50.4964711111,65.2064711111,36.8944094162,31.9527878329,45.1116995409,40.8797156155,27.905655,26.3786303333,33.2527878329,32.805466,36.7219706838,30.0927878329,46.911556,50.987637,36.020229,47.1412074715,38.802418,59.2807562857,34.893021,50.8364711111,34.9627878329,36.8944094162,41.7899811199,28.0486303333,44.5207562857,55.5764711111,36.7219706838,36.5370906754,41.692469146,51.5364711111,41.1860309996,34.4927878329,37.1872036876,40.854879233,30.8840040546,31.3227878329,55.8464711111,44.414497,25.7086303333,28.0786303333,55.6864711111,37.1803542024,45.8922795142,49.7778969188,24.8095273457,32.122564047,44.2507562857,32.0627878329,32.6027878329,34.7727878329,36.3173219768,43.5207562857,34.3027878329,39.0813009611,45.1340018258,25.3886303333,38.506056604,44.922626,36.8839531638,43.7743621415,42.2287850024,42.0256350568,38.2394799507,44.4872355622,36.4295647782,67.6164711111,59.8564711111,40.6341113886
SSP2,2062,43.5635653586,28.0541009186,44.4700636104,30.3460102971,36.5020745513,38.5460125797,32.1489068232,35.4462016703,29.315632,17.4708901667,33.6141009186,27.261292,46.0893994806,40.7797438074,32.2341009186,49.569199,36.5020745513,37.7436966181,33.756879883,49.863892,51.4491998889,29.7623461902,58.107719,42.0999327237,39.7252158955,39.684568164,64.6491998889,60.4291998889,32.940571,32.17811157,51.1157,37.57103,45.5046393053,44.6949713702,43.6688297163,41.1382301063,56.098183,60.1191998889,51.3791998889,25.1973675975,21.2541009186,32.8745759469,32.522419,33.383484,48.7365638128,25.366125,57.4179,36.1936206428,30.757706,31.0041009186,46.1867149381,32.079224,31.881634,33.4241009186,28.381668,44.6050082663,28.36672,43.2555617078,33.227249,45.1304832857,44.5825174903,35.3875374827,51.5191998889,54.8491998889,46.1867149381,35.16098,38.498348,39.695322753,52.8891998889,55.5891998889,32.1867012014,58.8601089798,30.567202,36.601764015,47.776997,32.936527,40.7125276263,31.1541009186,27.8608901667,36.685974,33.019238,58.071133,33.9141009186,33.4287288089,28.2617566776,52.6991998889,29.0871665302,31.9541009186,32.9041009186,36.5020745513,38.64454261,37.7436966181,37.0117592498,36.5020745513,37.152516436,38.8509864831,58.3691998889,44.767403,27.208099,39.5804832857,38.7245767423,41.851572017,32.0767500626,41.7717417898,37.4340308084,35.551582,47.6004832857,33.2941009186,27.413572,39.2920256667,24.8841009186,34.1341009186,48.3924641608,38.419331112,36.0663401489,50.0257542978,50.4491998889,65.1591998889,36.71927904,31.7041009186,45.0323330098,40.7528573349,27.883577,26.3708901667,33.0041009186,32.733742,36.5020745513,29.8441009186,46.660217,51.033588,35.683491,47.0789936235,38.785419,59.3504832857,34.82571,50.7891998889,34.7141009186,36.71927904,41.5677312093,28.0408901667,44.5904832857,55.5291998889,36.5020745513,36.2956564859,41.4612909064,51.4891998889,41.0844571615,34.2441009186,36.9413806566,40.7259708625,30.878075172,31.0741009186,55.7991998889,44.752426,25.7008901667,28.0708901667,55.6391998889,36.9418834919,45.8195101689,49.7232931613,24.3850557237,32.1174115081,44.3204832857,31.8141009186,32.3541009186,34.5241009186,36.068686102,43.5904832857,34.0541009186,38.8416026707,45.0548237858,25.3808901667,38.2644982072,44.946552,36.9100763126,43.5635653586,42.0467125722,41.8249619413,37.9970595534,44.4025912825,36.181291851,67.5691998889,59.8091998889,40.4869799965
SSP2,2063,43.3521089464,27.8157745555,44.3838225171,30.3376346092,36.2849825931,38.3029314771,32.1421758482,35.4489380202,29.314514,17.4623011667,33.3757745555,27.231482,46.016822311,40.6518751435,31.9957745555,49.782639,36.2849825931,37.5021456223,33.7642392423,50.108585,51.4000174444,29.1550233551,58.105568,41.9177760002,39.5340272337,39.4708391525,64.6000174444,60.3800174444,33.069561,32.1724713619,50.922779,37.252403,45.427127941,44.610628044,43.5758278273,41.0384663026,56.1273,60.0700174444,51.3300174444,24.7808364103,21.0157745555,32.8691706272,32.569336,33.41922,48.6863233632,25.326845,57.560627,35.9512797893,30.397892,30.7657745555,46.0663463225,32.053448,31.729368,33.1857745555,28.396391,44.5199058332,28.34218,43.1590726716,33.16967,45.2000217143,44.4972252805,35.1473838343,51.4700174444,54.8000174444,46.0663463225,35.201267,37.792614,39.4824368873,52.8400174444,55.5400174444,32.1813818071,58.8109265354,30.594324,36.3583157158,48.02668,32.944515,40.5793893012,30.9157745555,27.8523011667,36.612572,33.040688,57.876698,33.6757745555,33.4208865882,28.253175401,52.6500174444,29.0789231539,31.7157745555,32.6657745555,36.2849825931,38.4012735996,37.5021456223,36.7716041407,36.2849825931,36.9120928872,38.6073237611,58.3200174444,44.89946,27.172115,39.6500217143,38.5057297252,41.6479954275,32.0685987886,41.5612802435,37.1930703801,34.791389,47.6700217143,33.0557745555,27.371683,39.0475218333,24.6457745555,33.8957745555,48.3223644898,38.1764916053,35.8279880603,49.9722653656,50.4000174444,65.1100174444,36.5481260921,31.4657745555,44.9508363344,40.6228808066,27.859751,26.3623011667,32.7657745555,32.659,36.2849825931,29.6057745555,46.403915,51.07832,35.336475,47.0147666296,38.766396,59.4200217143,34.755787,50.7400174444,34.4757745555,36.5481260921,41.3396747731,28.0323011667,44.6600217143,55.4800174444,36.2849825931,36.0530387709,41.2240545276,51.4400174444,40.9804776287,34.0057745555,36.7013597675,40.5938864696,30.8697684736,30.8357745555,55.7500174444,45.091389,25.6923011667,28.0623011667,55.5900174444,36.6975123213,45.7446556787,49.6667281663,23.9789515674,32.1095042158,44.3900217143,31.5757745555,32.1157745555,34.2857745555,35.8303295394,43.6600217143,33.8157745555,38.5979578447,44.9735168871,25.3723011667,38.0219539842,44.969673,36.9376937979,43.3521089464,41.8599658775,41.6190903662,37.7550253659,44.315780859,35.9427205366,67.5200174444,59.7600174444,40.3361590302
SSP2,2064,43.1398623087,27.5873768523,44.2954449016,30.3252371937,36.0704728567,38.0572985101,32.1359708276,35.4599632404,29.311836,17.4529067778,33.1473768523,27.199974,45.9421968519,40.5209635819,31.7673768523,49.996025,36.0704728567,37.2620590775,33.7793054852,50.353992,51.3489377778,28.5726857778,58.102722,41.7310667158,39.3434553987,39.2516796058,64.5489377778,60.3289377778,33.199528,32.1735189954,50.724945,36.92704,45.3475364254,44.5241604502,43.4806457596,40.9364411519,56.155872,60.0189377778,51.2789377778,24.3813192444,20.7873768523,32.871780065,32.614594,33.454113,48.6341788594,25.285469,57.704559,35.708330121,30.028286,30.5373768523,45.9458988188,32.026207,31.57369,32.9573768523,28.409853,44.4326742308,28.316254,43.0603809389,33.110107,45.2694393571,44.4098026759,34.9123624781,51.4189377778,54.7489377778,45.9458988188,35.240765,37.067131,39.2641439329,52.7889377778,55.4889377778,32.1845625742,58.7598468687,30.619694,36.1113517124,48.279289,32.951668,40.4430615376,30.6873768523,27.8429067778,36.537056,33.061436,57.676018,33.4473768523,33.407292748,28.2436722809,52.5989377778,29.0646630439,31.4873768523,32.4373768523,36.0704728567,38.154959493,37.2620590775,36.5365774899,36.0704728567,36.6760931798,38.3595825049,58.2689377778,45.031162,27.134905,39.7194393571,38.2887249409,41.4392706253,32.0530420552,41.3454790248,36.9551245597,34.013634,47.7394393571,32.8273768523,27.327948,38.7967316667,24.4173768523,33.6673768523,48.2502325273,37.9317343891,35.5994971059,49.9168514027,50.3489377778,65.0589377778,36.3807481843,31.2373768523,44.8672337732,40.4898027642,27.834253,26.3529067778,32.5373768523,32.581329,36.0704728567,29.3773768523,46.14267,51.121861,34.979095,46.9485452659,38.745514,59.4894393571,34.683331,50.6889377778,34.2473768523,36.3807481843,41.105789379,28.0229067778,44.7294393571,55.4289377778,36.0704728567,35.8090855189,40.9807339117,51.3889377778,40.8741195164,33.7773768523,36.4668196449,40.4586419464,30.856399819,30.6073768523,55.6989377778,45.431725,25.6829067778,28.0529067778,55.5389377778,36.4472030385,45.6677381935,49.6082182776,23.5904200916,32.0954777055,44.4594393571,31.3473768523,31.8873768523,34.0573768523,35.6018223674,43.7294393571,33.5873768523,38.3502814589,44.8901053281,25.3629067778,37.7782671302,44.992073,36.9704678889,43.1398623087,41.6685389822,41.4080067585,37.5131873194,44.226830237,35.7134349194,67.4689377778,59.7089377778,40.1816568998
SSP2,2065,42.9265437965,27.3684939328,44.156727162,30.3106728767,35.8541039969,37.8121784913,32.1295710418,35.4741755901,29.307625,17.4427164444,32.9284939328,27.166792,45.8406839631,40.3334497705,31.5484939328,50.209419,35.8541039969,37.0253823314,33.7973318478,50.600121,51.3111252778,28.0143055649,58.099213,41.5130858345,39.1478635683,39.0159800011,64.5111252778,60.2911252778,33.330502,32.1770243141,50.522209,36.594933,45.2325884516,44.3906100511,43.3235193698,40.7647001041,56.18388,59.9811252778,51.2411252778,23.9981211293,20.5684939328,32.877418373,32.658298,33.48819,48.5934855671,25.242006,57.849709,35.4672948658,29.648777,30.3184939328,45.8150704187,31.99752,31.414671,32.7384939328,28.422091,44.2970568955,28.28895,42.8937595612,33.04858,45.3387638571,44.2736686066,34.6833964264,51.3811252778,54.7111252778,45.8150704187,35.279484,36.32164,39.0289175111,52.7511252778,55.4511252778,32.1909811589,58.7220343687,30.643345,35.864205468,48.534824,32.958031,40.2525903329,30.4684939328,27.8327164444,36.459435,33.081486,57.469017,33.2284939328,33.3908018933,28.2333235779,52.5611252778,29.0473856655,31.2684939328,32.2184939328,35.8541039969,37.9088025812,37.0253823314,36.3076033784,35.8541039969,36.4456377924,38.1112530551,58.2311252778,45.162571,27.096485,39.7887638571,38.0738656418,41.2092686742,32.0338761121,41.1116131584,36.7217066205,33.2431883143,47.8087638571,32.6084939328,27.282373,38.5437608857,24.1984939328,33.4484939328,48.1554655021,37.6879475187,35.3804722308,49.867312971,50.3111252778,65.0211252778,36.1842532434,31.0184939328,44.7414343846,40.3011059954,27.807093,26.3427164444,32.3184939328,32.50074,35.8541039969,29.1584939328,45.876461,51.164196,34.611225,46.8697686749,38.722832,59.5587638571,34.608349,50.6511252778,34.0284939328,36.1842532434,40.8620490624,28.0127164444,44.7987638571,55.3911252778,35.8541039969,35.5665225163,40.731841708,51.3511252778,40.7000125541,33.5584939328,36.2385861714,40.2687622204,30.8404208678,30.3884939328,55.6611252778,45.773586,25.6727164444,28.0427164444,55.5011252778,36.1949643032,45.5600244963,49.5503041805,23.2187009025,32.0783959441,44.5287638571,31.1284939328,31.6684939328,33.8384939328,35.3827728044,43.7987638571,33.3684939328,38.1020507608,44.7648226736,25.3527164444,37.5361096633,45.013786,37.0052073374,42.9265437965,41.4479821573,41.1767168356,37.2738442766,44.0865622953,35.4932003356,67.4311252778,59.6711252778,39.981261998
SSP2,2066,42.7142813349,27.1587291837,43.9685901395,30.2930723498,35.6374695556,37.5715236046,32.1230361735,35.4935700863,29.302299,17.4318767778,32.7187291837,27.132795,45.7130649466,40.0912333613,31.3387291837,50.422886,35.6374695556,36.7946680958,33.8201523315,50.844826,51.2871223333,27.4788971108,58.095146,41.2672940384,38.9489049163,38.7681088685,64.4871223333,60.2671223333,33.462524,32.1846023721,50.31572,36.261276,45.0831157107,44.2108783071,43.1054385422,40.5243346683,56.212032,59.9571223333,51.2171223333,23.6305754817,20.3587291837,32.888035543,32.697227,33.521908,48.5647966799,25.196993,57.996052,35.2314491581,29.26177,30.1087291837,45.6748466049,31.967354,31.248739,32.5287291837,28.432968,44.1139630401,28.26086,42.6602340341,32.985394,45.4076635714,44.0897342233,34.4617603444,51.3571223333,54.6871223333,45.6748466049,35.317787,35.5588,38.7811019077,52.7271223333,55.4271223333,32.2027100776,58.6980314242,30.66433,35.6211650131,48.795975,32.963909,40.0100268663,30.2587291837,27.8218767778,36.37875,33.100822,57.254425,33.0187291837,33.3698891344,28.2222391194,52.5371223333,29.0255915636,31.0587291837,32.0087291837,35.6374695556,37.6669269127,36.7946680958,36.0859578071,35.6374695556,36.2222482473,37.8668195583,58.2071223333,45.292774,27.056589,39.8576635714,37.8629822839,40.9620661755,32.0091628586,40.8639572195,36.4948291275,32.5039616242,47.8776635714,32.3987291837,27.235828,38.2938629374,23.9887291837,33.2387291837,48.0388194153,37.4488622085,35.1705403508,49.8242364384,50.2871223333,64.9971223333,35.959049328,30.8087291837,44.5743105586,40.0587507633,27.778984,26.3318767778,32.1087291837,32.416969,35.6374695556,28.9487291837,45.608028,51.206261,34.238071,46.7791328843,38.696865,59.6276635714,34.531494,50.6271223333,33.8187291837,35.959049328,40.6132343321,28.0018767778,44.8676635714,55.3671223333,35.6374695556,35.3288781218,40.4824223909,51.3271223333,40.4593694723,33.3487291837,36.017812587,40.0262681653,30.8206337429,30.1787291837,55.6371223333,46.116356,25.6618767778,28.0318767778,55.4771223333,35.9459282256,45.4223191454,49.4936036564,22.8630665095,32.0566412534,44.5976635714,30.9187291837,31.4587291837,33.6287291837,35.1728118582,43.8676635714,33.1587291837,37.8577335289,44.5985393754,25.3418767778,37.2989427244,45.034901,37.0430405717,42.7142813349,41.2018880678,40.9293631902,37.0399908881,43.8959036892,35.2818442103,67.4071223333,59.6471223333,39.7375339606
SSP2,2067,42.5044829528,26.9577025342,43.7531884979,30.2751007067,35.4229001665,37.3351608784,32.1161733083,35.5134486034,29.296316,17.4214031667,32.5177025342,27.101107,45.5712030115,39.818986119,31.1377025342,50.636963,35.4229001665,36.5696767535,33.84339765,51.087883,51.2711716111,26.9655153573,58.093182,41.0068279065,38.7495046204,38.5144942729,64.4711716111,60.2511716111,33.596439,32.1924949432,50.10762,35.925163,44.9146977705,44.0056905137,42.8536500666,40.2459883599,56.244141,59.9411716111,51.2011716111,23.2780429465,20.1577025342,32.8991055857,32.730976,33.556122,48.5431517373,25.150988,58.145168,35.0005877837,28.868759,29.9077025342,45.530473081,31.937,31.07621,32.3277025342,28.442228,43.9046897073,28.236494,42.3896776126,32.922184,45.4761920714,43.8794395058,34.2471537512,51.3411716111,54.6711716111,45.530473081,35.359344,34.780003,38.5273043401,52.7111716111,55.4111716111,32.2149424828,58.682080702,30.682598,35.3820733698,49.06855,32.970921,39.7389231988,30.0577025342,27.8114031667,36.295132,33.120258,57.033035,32.8177025342,33.3479938058,28.2114940255,52.5211716111,29.0029690983,30.8577025342,31.8077025342,35.4229001665,37.4291677007,36.5696767535,35.8713403589,35.4229001665,36.0056358194,37.6261343761,58.1911716111,45.420223,27.020317,39.9261920714,37.6560933369,40.7062483918,31.9833029515,40.6096335478,36.2742267404,31.7946889141,47.9461920714,32.1977025342,27.190817,38.046926819,23.7877025342,33.0377025342,47.9102914627,37.2142949639,34.9693225158,49.7851080511,50.2711716111,64.9811716111,35.719820279,30.6077025342,44.3844435373,39.7869609509,27.752256,26.3214031667,31.9077025342,32.330109,35.4229001665,28.7477025342,45.338238,51.25021,33.858738,46.682211881,38.666771,59.6961920714,34.456833,50.6111716111,33.6177025342,35.719820279,40.3627289464,27.9914031667,44.9361920714,55.3511716111,35.4229001665,35.0959591802,40.2339091544,51.3111716111,40.1819380238,33.1477025342,35.8041926286,39.7549357828,30.8002370858,29.9777025342,55.6211716111,46.457878,25.6514031667,28.0214031667,55.4611716111,35.6999780249,45.2682005926,49.437919794,22.5228209015,32.0338656629,44.6661920714,30.7177025342,31.2577025342,33.4277025342,34.9715607735,43.9361920714,32.9577025342,37.6171813454,44.4096937389,25.3314031667,37.0665699574,45.056732,37.0810392856,42.5044829528,40.9424180105,40.6740434438,36.8114085824,43.6774378931,35.0789971419,67.3911716111,59.6311716111,39.4702676222
SSP2,2068,42.297433142,26.7650497658,43.5368365466,30.2560544747,35.212817689,37.1017817551,32.1086162898,35.5330291554,29.288921,17.4098094444,32.3250497658,27.067873,45.4284052198,39.5462517666,30.9450497658,50.851257,35.212817689,36.3494036414,33.8663642942,51.331665,51.2543097778,26.4732541261,58.090584,40.7467393875,38.5521377305,38.2617601869,64.4543097778,60.2343097778,33.731506,32.1999488204,49.894539,35.582268,44.7453387545,43.7995544179,42.6009041303,39.9667072755,56.275753,59.9243097778,51.1843097778,22.9399102839,19.9650497658,32.9097919459,32.763081,33.589634,48.5205945645,25.102982,58.295605,34.7735492062,28.465761,29.7150497658,45.387279478,31.905209,30.900009,32.1350497658,28.450363,43.6944672694,28.210873,42.1181600418,32.857063,45.5447013571,43.6681954823,34.0388495111,51.3243097778,54.6543097778,45.387279478,35.40023,34.0041369792,38.2743738522,52.6943097778,55.3943097778,32.2268113294,58.6652188687,30.699181,35.1455490518,49.344257,32.977264,39.4674163587,29.8650497658,27.7998094444,36.209404,33.139076,56.805088,32.6250497658,33.3251440681,28.1996304687,52.5043097778,28.9793002801,30.6650497658,31.6150497658,35.212817689,37.1941790673,36.3494036414,35.6630236078,35.212817689,35.7950197681,37.3877734357,58.1743097778,45.547554,26.976162,39.9947013571,37.4521978847,40.4511494057,31.9564163466,40.3561383401,36.0590120887,31.114156428,48.0147013571,32.0050497658,27.144091,37.8013614047,23.5950497658,32.8450497658,47.780830274,36.9829852108,34.7764493978,49.7450639976,50.2543097778,64.9643097778,35.4843443575,30.4150497658,44.1936312248,39.5147176034,27.723988,26.3098094444,31.7150497658,32.240273,35.212817689,28.5550497658,45.06353,51.293003,33.468876,46.5843638533,38.634747,59.7647013571,34.379692,50.5943097778,33.4250497658,35.4843443575,40.1133322836,27.9798094444,45.0047013571,55.3343097778,35.212817689,34.8665491676,39.9866508628,51.2943097778,39.9036389492,32.9550497658,35.5970255277,39.4831834403,30.7787805625,29.7850497658,55.6043097778,46.801441,25.6398094444,28.0098094444,55.4443097778,35.4555489232,45.1131437742,49.3813170117,22.1972981849,32.0101204234,44.7347013571,30.5250497658,31.0650497658,33.2350497658,34.7786493339,44.0047013571,32.7650497658,37.3789736917,44.2199030119,25.3198094444,36.8377894345,45.07803,37.1188438581,42.297433142,40.6833986771,40.4194790505,36.5869967299,43.4580211853,34.8842462621,67.3743097778,59.6143097778,39.2028797677
SSP2,2069,42.094372388,26.5804218504,43.3247528921,30.2361510345,35.0075342541,36.8711288762,32.1003948714,35.5523358613,29.280157,17.3974812778,32.1404218504,27.033133,45.2879686021,39.2784557008,30.7604218504,51.065834,35.0075342541,36.1335619011,33.8890776205,51.576191,51.2365438333,26.001244519,58.087421,40.4898215963,38.3576604963,38.01116887,64.4365438333,60.2165438333,33.867786,32.2069883032,49.676502,35.232582,44.5790295957,43.5974217407,42.3533701189,39.6932795407,56.306885,59.9065438333,51.1665438333,22.6155893035,19.7804218504,32.9201177484,32.79369,33.622482,48.4972809502,25.053017,58.447384,34.5500617951,28.052687,29.5304218504,45.2469164922,31.872023,30.72024,31.9504218504,28.457428,43.4883542012,28.184027,41.8523411096,32.79007,45.6132334286,43.4610873164,33.8365338252,51.3065438333,54.6365438333,45.2469164922,35.440498,33.2587041227,38.0236135852,52.6765438333,55.3765438333,32.2383393126,58.6474529242,30.714167,34.9113417799,49.623146,32.983009,39.2006762308,29.6804218504,27.7874812778,36.12159,33.157314,56.570526,32.4404218504,33.3013752313,28.1870280226,52.4865438333,28.9546981069,30.4804218504,31.4304218504,35.0075342541,36.9617072766,36.1335619011,35.4606937834,35.0075342541,35.5900914983,37.1514905919,58.1565438333,45.674831,26.930702,40.0632334286,37.2513445596,40.1985237402,31.9285433808,40.1048922865,35.8488869282,30.461199592,48.0832334286,31.8204218504,27.09568,37.5569367653,23.4104218504,32.6604218504,47.653384466,36.7546709327,34.5915724648,49.7047169048,50.2365438333,64.9465438333,35.2557389076,30.2304218504,44.0064250136,39.2473439128,27.694216,26.2974812778,31.5304218504,32.147499,35.0075342541,28.3704218504,44.783878,51.334644,33.068359,46.487711536,38.600906,59.8332334286,34.30011,50.5765438333,33.2404218504,35.2557389076,39.8656119048,27.9674812778,45.0732334286,55.3165438333,35.0075342541,34.6403817913,39.7407699665,51.2765438333,39.6310559647,32.7704218504,35.3959949259,39.2162321248,30.7564271269,29.6004218504,55.5865438333,47.147259,25.6274812778,27.9974812778,55.4265438333,35.2124084338,44.9607659837,49.3248405272,21.88586128,31.9854411703,44.8032334286,30.3404218504,30.8804218504,33.0504218504,34.5937290933,44.0732334286,32.5804218504,37.1428640775,44.0336918985,25.3074812778,36.6123334463,45.098854,37.156485068,42.094372388,40.4274006271,40.1673132557,36.3664777879,43.2429522375,34.6972472653,67.3565438333,59.5965438333,38.9396828982
