CountryCode,year,rmultiGini,gdppercappppconst
CIV,2005,,1666.009606
CIV,2006,,1649.484491
CIV,2007,,1648.905557
CIV,2008,44.700001,1657.087673
CIV,2009,,1686.974512
CIV,2010,,1693.43083
CIV,2011,,1580.121932
CIV,2012,,
CIV,2013,,
DNK,1960,,
DNK,1961,,
DNK,1962,,
DNK,1963,,
DNK,1964,,
DNK,1965,,
DNK,1966,,
DNK,1967,,
DNK,1968,,
DNK,1969,,
DNK,1970,,
DNK,1971,,
DNK,1972,,
DNK,1973,,
DNK,1974,,
DNK,1975,,
DNK,1976,,
DNK,1977,,
DNK,1978,,
DNK,1979,,
DNK,1980,,20789.88462
DNK,1981,,20611.35221
DNK,1982,,21392.56797
DNK,1983,,21974.95252
DNK,1984,,22902.32846
DNK,1985,,23814.36448
DNK,1986,,24959.59451
DNK,1987,26.5,25000.27507
DNK,1988,,24952.48045
DNK,1989,,25080.38366
DNK,1990,,25442.17068
DNK,1991,,25706.22856
DNK,1992,25.1,26127.50576
DNK,1993,,26017.26885
DNK,1994,,27362.26563
DNK,1995,20,28054.43272
DNK,1996,,28686.84164
DNK,1997,20,29481.60699
DNK,1998,,30009.36331
DNK,1999,21,30676.06749
DNK,2000,,31652.54989
DNK,2001,22,31761.63679
DNK,2002,,31807.81346
DNK,2003,25,31843.16711
DNK,2004,24,32490.36713
DNK,2005,24,33193.23729
DNK,2006,24,34207.44552
DNK,2007,25.200001,34595.28003
DNK,2008,25.1,34123.025
DNK,2009,26.9,32017.72739
DNK,2010,26.9,32378.5798
DNK,2011,27.799999,32581.61035
DNK,2012,,
DNK,2013,,
DNK,2014,,
DNK,2015,,
DNK,2016,,
DNK,2017,,
DNK,2018,,
DOM,1960,,
DOM,1961,,
DOM,1962,,
DOM,1963,,
DOM,1964,,
DOM,1965,,
DOM,1966,,
DOM,1967,,
DOM,1968,,
DOM,1969,,
DOM,1970,,
DOM,1971,,
DOM,1972,,
DOM,1973,,
DOM,1974,,
DOM,1975,,
DOM,1976,,
DOM,1977,,
DOM,1978,,
DOM,1979,,
DOM,1980,,3765.838107
DOM,1981,,3838.013788
DOM,1982,,3815.49329
DOM,1983,,3903.270564
DOM,1984,,3865.395465
DOM,1985,,3701.521264
DOM,1986,,3750.344522
DOM,1987,,4043.301746
DOM,1988,,4045.306387
DOM,1989,,4137.477865
DOM,1990,,3833.411623
DOM,1991,,3793.075051
DOM,1992,,4110.205777
DOM,1993,,4323.066597
DOM,1994,,4340.807864
DOM,1995,,4497.494681
DOM,1996,46,4735.40369
DOM,1997,47,5029.608837
DOM,1998,,5295.539716
DOM,1999,,5561.969281
DOM,2000,50,5785.0716
DOM,2001,49,5799.099225
DOM,2002,48,6041.639024
DOM,2003,50,5936.13329
DOM,2004,50,5925.372049
DOM,2005,,6380.369074
DOM,2006,50,6960.536184
DOM,2007,47,7444.534123
DOM,2008,47,7727.968733
DOM,2009,47,7887.254354
DOM,2010,45,8386.921383000001
DOM,2011,,8650.613396999999
DOM,2012,,
DOM,2013,,
DOM,2014,,
DOM,2015,,
DOM,2016,,
DOM,2017,,
DOM,2018,,
ECU,1960,,
ECU,1961,,
ECU,1962,,
ECU,1963,,
ECU,1964,,
ECU,1965,,
ECU,1966,,
ECU,1967,,
ECU,1968,,
ECU,1969,,
ECU,1970,,
ECU,1971,,
ECU,1972,,
ECU,1973,,
ECU,1974,,
ECU,1975,,
ECU,1976,,
ECU,1977,,
ECU,1978,,
ECU,1979,,
ECU,1980,,5698.60073
ECU,1981,,5731.093451
ECU,1982,,5546.506954
ECU,1983,,5264.019474
ECU,1984,,5324.490713
ECU,1985,,5340.264573
ECU,1986,,5418.677212
ECU,1987,,5172.474168
ECU,1988,,5470.855825
ECU,1989,,5395.327786
ECU,1990,,5413.961451
ECU,1991,,5568.734835
ECU,1992,,5530.799351
ECU,1993,,5431.7079
ECU,1994,,5574.904645
ECU,1995,55,5567.597719
ECU,1996,,5603.04659
ECU,1997,,5736.100148
ECU,1998,56,5766.401094
ECU,1999,57,5319.264875
ECU,2000,54,5381.167965
ECU,2001,,5574.86081
ECU,2002,,5760.971219
ECU,2003,53,5848.515569
ECU,2004,52,6258.159166
ECU,2005,52,6510.394446
ECU,2006,51,6713.084883
ECU,2007,52,6746.007831
ECU,2008,48,7127.986592
ECU,2009,47,7051.037236
ECU,2010,47,7200.990669
ECU,2011,,7655.024545
ECU,2012,,
ECU,2013,,
ECU,2014,,
ECU,2015,,
ECU,2016,,
ECU,2017,,
ECU,2018,,
EGY,1960,,
EGY,1961,,
EGY,1962,,
EGY,1963,,
EGY,1964,,
EGY,1965,,
EGY,1966,,
EGY,1967,,
EGY,1968,,
EGY,1969,,
EGY,1970,,
EGY,1971,,
EGY,1972,,
EGY,1973,,
EGY,1974,,
EGY,1975,,
EGY,1976,,
EGY,1977,,
EGY,1978,,
EGY,1979,,
EGY,1980,,2403.684185
EGY,1981,,2435.83637
EGY,1982,,2614.210765
EGY,1983,,2741.217551
EGY,1984,,2839.012069
EGY,1985,,2954.363579
EGY,1986,,2960.092592
EGY,1987,,2962.364666
EGY,1988,,3046.771231
EGY,1989,,3127.405199
EGY,1990,,3237.322746
EGY,1991,,3209.622897
EGY,1992,,3292.112878
EGY,1993,,3330.263293
EGY,1994,,3405.18521
EGY,1995,,3504.034872
EGY,1996,,3617.254956
EGY,1997,,3751.744432
EGY,1998,,3836.863025
EGY,1999,,4000.799423
EGY,2000,,4141.326871
EGY,2001,,4210.576071
EGY,2002,,4231.359552
EGY,2003,,4285.64277
EGY,2004,,4378.550947
EGY,2005,,4490.619598
EGY,2006,,4711.269402
EGY,2007,,4955.158186
EGY,2008,,5216.092147
EGY,2009,,5365.111601
EGY,2010,,5543.537228
EGY,2011,,5546.525132
EGY,2012,,
EGY,2013,,
EGY,2014,,
EGY,2015,,
EGY,2016,,
EGY,2017,,
EGY,2018,,
SLV,1960,,
SLV,1961,,
SLV,1962,,
SLV,1963,,
SLV,1964,,
SLV,1965,,
SLV,1966,,
SLV,1967,,
SLV,1968,,
SLV,1969,,
SLV,1970,,
SLV,1971,,
SLV,1972,,
SLV,1973,,
SLV,1974,,
SLV,1975,,
SLV,1976,,
SLV,1977,,
SLV,1978,,
SLV,1979,,
SLV,1980,,4371.757288
SLV,1981,,3854.272314
SLV,1982,,3558.967368
SLV,1983,,3564.06631
SLV,1984,,3563.899377
SLV,1985,,3539.223091
SLV,1986,,3500.785658
SLV,1987,,3544.005257
SLV,1988,,3565.093823
SLV,1989,,3552.10745
SLV,1990,,3671.932902
SLV,1991,51,3746.708097
SLV,1992,,3966.940421
SLV,1993,,4194.037023
SLV,1994,,4385.1404
SLV,1995,47,4608.95862
SLV,1996,49,4640.649934
SLV,1997,,4798.171909
SLV,1998,52,4945.05357
SLV,1999,49,5087.045612
SLV,2000,50,5171.009878
SLV,2001,51,5236.719593
SLV,2002,50,5339.395036
SLV,2003,48,5443.758016
SLV,2004,46,5525.855912
SLV,2005,48,5702.187624
SLV,2006,44,5901.869248
SLV,2007,45,6101.986739
SLV,2008,45,6150.744796
SLV,2009,46,5928.255801
SLV,2010,43,5977.560457
SLV,2011,,6031.884582
SLV,2012,,
SLV,2013,,
SLV,2014,,
SLV,2015,,
SLV,2016,,
SLV,2017,,
SLV,2018,,
EST,1960,,
EST,1961,,
EST,1962,,
EST,1963,,
EST,1964,,
EST,1965,,
EST,1966,,
EST,1967,,
EST,1968,,
EST,1969,,
EST,1970,,
EST,1971,,
EST,1972,,
EST,1973,,
EST,1974,,
EST,1975,,
EST,1976,,
EST,1977,,
EST,1978,,
EST,1979,,
EST,1980,,
EST,1981,,
EST,1982,,
EST,1983,,
EST,1984,,
EST,1985,,
EST,1986,,
EST,1987,,
EST,1988,,
EST,1989,,
EST,1990,,
EST,1991,,
EST,1992,,
EST,1993,,
EST,1994,,
EST,1995,,7938.071565
EST,1996,,8530.553445
EST,1997,,9641.102887999999
EST,1998,,10397.02444
EST,1999,,10447.97082
EST,2000,36,11512.50385
EST,2001,35,12284.23692
EST,2002,35,13142.72249
EST,2003,34,14216.52969
EST,2004,37.400002,15166.09755
EST,2005,34.099998,16547.90169
EST,2006,33.099998,18253.44597
EST,2007,33.400002,19648.37735
EST,2008,30.9,18846.78719
EST,2009,31.4,16199.49587
EST,2010,31.299999,16740.41205
EST,2011,31.9,18129.01521
EST,2012,,
EST,2013,,
EST,2014,,
EST,2015,,
EST,2016,,
EST,2017,,
EST,2018,,
ETH,1960,,
ETH,1961,,
ETH,1962,,
ETH,1963,,
ETH,1964,,
ETH,1965,,
ETH,1966,,
ETH,1967,,
ETH,1968,,
ETH,1969,,
ETH,1970,,
ETH,1971,,
ETH,1972,,
ETH,1973,,
ETH,1974,,
ETH,1975,,
ETH,1976,,
ETH,1977,,
ETH,1978,,
ETH,1979,,
ETH,1980,,
ETH,1981,,599.7298758
ETH,1982,,588.4099146999999
ETH,1983,,617.322004
ETH,1984,,580.6294595000001
ETH,1985,,499.4761767
ETH,1986,,530.4247526
ETH,1987,,584.8488353
ETH,1988,,569.1116632
ETH,1989,,548.7740793
ETH,1990,,545.241746
ETH,1991,,489.4592798
ETH,1992,,432.047899
ETH,1993,,472.6418008
ETH,1994,,472.0260921
ETH,1995,,485.4830182
ETH,1996,,529.7228212
ETH,1997,,530.9022721
ETH,1998,,498.5908022
ETH,1999,,510.4179987
ETH,2000,,527.3046088
ETH,2001,,556.4345806
ETH,2002,,550.652059
ETH,2003,,525.4830633
ETH,2004,,582.4640352
ETH,2005,,636.0687044
ETH,2006,,688.9395759
ETH,2007,,750.8211302
ETH,2008,,813.73146
ETH,2009,,866.370673
ETH,2010,,932.2352325000001
ETH,2011,,979.2110114
ETH,2012,,
ETH,2013,,
ETH,2014,,
ETH,2015,,
ETH,2016,,
ETH,2017,,
ETH,2018,,
FIN,1960,,
FIN,1961,,
FIN,1962,,
FIN,1963,,
FIN,1964,,
FIN,1965,,
FIN,1966,30.9,
FIN,1967,,
FIN,1968,,
FIN,1969,,
FIN,1970,,
FIN,1971,26.700001,
FIN,1972,,
FIN,1973,,
FIN,1974,,
FIN,1975,,
FIN,1976,21.5,
FIN,1977,,
FIN,1978,,
FIN,1979,,
FIN,1980,,17857.73175
FIN,1981,20.5,18010.49348
FIN,1982,,18455.96819
FIN,1983,,18901.05897
FIN,1984,,19384.58116
FIN,1985,,19941.39124
FIN,1986,,20401.82095
FIN,1987,19.700001,21054.04167
FIN,1988,20.200001,22089.02853
FIN,1989,20.4,23127.01548
FIN,1990,20.200001,23141.03116
FIN,1991,20.1,21634.10378
FIN,1992,19.700001,20763.15932
FIN,1993,20.9,20495.42465
FIN,1994,20.9,21152.89705
FIN,1995,21.700001,21907.30066
FIN,1996,22.1,22614.96276
FIN,1997,23.5,23947.08031
FIN,1998,24.6,25085.18509
FIN,1999,25.9,26005.17494
FIN,2000,26.5,27332.82213
FIN,2001,25.6,27893.45255
FIN,2002,25.5,28336.28952
FIN,2003,25.799999,28837.69085
FIN,2004,25.5,29940.15073
FIN,2005,26,30707.94588
FIN,2006,25.9,31939.53604
FIN,2007,26.200001,33500.75641
FIN,2008,26.299999,33443.04788
FIN,2009,25.9,30441.54133
FIN,2010,25.4,31309.9037
FIN,2011,25.799999,32026.94219
FIN,2012,,
FIN,2013,,
FIN,2014,,
FIN,2015,,
FIN,2016,,
FIN,2017,,
FIN,2018,,
FRA,1960,,
FRA,1961,,
FRA,1962,,
FRA,1963,,
FRA,1964,,
FRA,1965,,
FRA,1966,,
FRA,1967,,
FRA,1968,,
FRA,1969,,
FRA,1970,,
FRA,1971,,
FRA,1972,,
FRA,1973,,
FRA,1974,,
FRA,1975,,
FRA,1976,,
FRA,1977,,
FRA,1978,,
FRA,1979,,
FRA,1980,,20264.49586
FRA,1981,,20361.57398
FRA,1982,,20742.76191
FRA,1983,,20880.73578
FRA,1984,,21071.8242
FRA,1985,,21289.27767
FRA,1986,,21645.83731
FRA,1987,,22036.58702
FRA,1988,,22935.96141
FRA,1989,,23767.99878
FRA,1990,,24267.25418
FRA,1991,,24403.37623
FRA,1992,,24653.67248
FRA,1993,,24385.19258
FRA,1994,,24830.2029
FRA,1995,29,25234.37817
FRA,1996,29,25400.04583
FRA,1997,29,25849.40081
FRA,1998,28,26608.78855
FRA,1999,29,27395.5908
FRA,2000,28,28209.95217
FRA,2001,27,28519.62272
FRA,2002,27,28576.12091
FRA,2003,,28629.69924
FRA,2004,28,29143.05325
FRA,2005,28,29452.66778
FRA,2006,27,29969.73314
FRA,2007,26.6,30465.75175
FRA,2008,29.799999,30271.65613
FRA,2009,29.9,29160.56583
FRA,2010,29.799999,29483.65768
FRA,2011,30.799999,29818.80064
FRA,2012,,
FRA,2013,,
FRA,2014,,
FRA,2015,,
FRA,2016,,
FRA,2017,,
FRA,2018,,
GEO,1960,,
GEO,1961,,
GEO,1962,,
GEO,1963,,
GEO,1964,,
GEO,1965,,
GEO,1966,,
GEO,1967,,
GEO,1968,,
GEO,1969,,
GEO,1970,,
GEO,1971,,
GEO,1972,,
GEO,1973,,
GEO,1974,,
GEO,1975,,
GEO,1976,,
GEO,1977,,
GEO,1978,,
GEO,1979,,
GEO,1980,,6858.696077
GEO,1981,,7160.988289
GEO,1982,,7242.736066
GEO,1983,,7488.210791
GEO,1984,,7827.466913
GEO,1985,,8142.575298
GEO,1986,,7410.782083
GEO,1987,,7444.080574
GEO,1988,,7780.223999
GEO,1989,,7201.48057
GEO,1990,,6138.170633
GEO,1991,,4809.066726
GEO,1992,,2629.35209
GEO,1993,,1844.71952
GEO,1994,,1669.698012
GEO,1995,,1759.285199
GEO,1996,,2006.291764
GEO,1997,,2258.680659
GEO,1998,,2351.801266
GEO,1999,,2438.189175
GEO,2000,,2502.231243
GEO,2001,36.900002,2641.546649
GEO,2002,,2804.940885
GEO,2003,,3135.335086
GEO,2004,,3327.129021
GEO,2005,40.799999,3610.651557
GEO,2006,40,3916.402203
GEO,2007,41,4409.467924
GEO,2008,41,4516.342115
GEO,2009,42,4319.114512
GEO,2010,43,4545.903468
GEO,2011,42,4826.020129000001
GEO,2012,41,
GEO,2013,,
GEO,2014,,
GEO,2015,,
GEO,2016,,
GEO,2017,,
GEO,2018,,
DEU,1960,,
DEU,1961,,
DEU,1962,,
DEU,1963,,
DEU,1964,,
DEU,1965,,
DEU,1966,,
DEU,1967,,
DEU,1968,,
DEU,1969,,
DEU,1970,,
DEU,1971,,
DEU,1972,,
DEU,1973,,
DEU,1974,,
DEU,1975,,
DEU,1976,,
DEU,1977,,
DEU,1978,,
DEU,1979,,
DEU,1980,,20860.6754
DEU,1981,,20939.16213
DEU,1982,,20876.33254
DEU,1983,,21260.25543
DEU,1984,,21936.11623
DEU,1985,,22496.99718
DEU,1986,,23001.05029
DEU,1987,,23287.7583
DEU,1988,,24056.92122
DEU,1989,,24801.76681
DEU,1990,,25881.05018
DEU,1991,,27005.63876
DEU,1992,30.799999,27313.48724
DEU,1993,30.4,26862.60536
DEU,1994,,27431.2698
DEU,1995,29,27809.43998
DEU,1996,27,27948.33134
DEU,1997,25,28392.29962
DEU,1998,25,28916.54191
DEU,1999,25,29438.55973
DEU,2000,25,30297.62732
DEU,2001,25,30704.74918
DEU,2002,29,30656.27991
DEU,2003,28,30524.27883
DEU,2004,28,30885.4106
DEU,2005,26,31114.53059
DEU,2006,27,32302.18373
DEU,2007,30.4,33402.79265
DEU,2008,30.200001,33828.87411
DEU,2009,29.1,32175.88586
DEU,2010,29.299999,33565.05764
DEU,2011,29,34603.25579
DEU,2012,,
DEU,2013,,
DEU,2014,,
DEU,2015,,
DEU,2016,,
DEU,2017,,
DEU,2018,,
GHA,1960,,
GHA,1961,,
GHA,1962,,
GHA,1963,,
GHA,1964,,
GHA,1965,,
GHA,1966,,
GHA,1967,,
GHA,1968,,
GHA,1969,,
GHA,1970,,
GHA,1971,,
GHA,1972,,
GHA,1973,,
GHA,1974,,
GHA,1975,,
GHA,1976,,
GHA,1977,,
GHA,1978,,
GHA,1979,,
GHA,1980,,992.7533275
GHA,1981,,930.4367029
GHA,1982,,837.8027868
GHA,1983,,772.0112286
GHA,1984,,810.3273408
GHA,1985,,824.4820225
GHA,1986,,841.8439875
GHA,1987,35.400002,857.8378884
GHA,1988,,882.0447021
GHA,1989,36,902.3244293
GHA,1990,,907.1008339
GHA,1991,,928.4812128
GHA,1992,33.900002,937.4116798
GHA,1993,33.799999,955.4348922
GHA,1994,,960.1748006
GHA,1995,,973.6625751
GHA,1996,,993.2131172000001
GHA,1997,32.700001,1010.198519
GHA,1998,,1033.042841
GHA,1999,,1053.454862
GHA,2000,,1066.793299
GHA,2001,,1083.086488
GHA,2002,,1104.698071
GHA,2003,,1134.145262
GHA,2004,,1168.792484
GHA,2005,,1208.014388
GHA,2006,,1254.557333
GHA,2007,,1303.735213
GHA,2008,,1380.1182
GHA,2009,,1401.456678
GHA,2010,,1478.480958
GHA,2011,,1652.338665
GHA,2012,,
GHA,2013,,
GHA,2014,,
GHA,2015,,
GHA,2016,,
GHA,2017,,
GHA,2018,,
GRC,1960,,
GRC,1961,,
GRC,1962,,
GRC,1963,,
GRC,1964,,
GRC,1965,,
GRC,1966,,
GRC,1967,,
GRC,1968,,
GRC,1969,,
GRC,1970,,
GRC,1971,,
GRC,1972,,
GRC,1973,,
GRC,1974,,
GRC,1975,,
GRC,1976,,
GRC,1977,,
GRC,1978,,
GRC,1979,,
GRC,1980,,17042.86242
GRC,1981,,16628.30144
GRC,1982,,16338.92701
GRC,1983,,16068.94222
GRC,1984,,16310.56635
GRC,1985,,16655.09363
GRC,1986,,16686.02847
GRC,1987,,16254.67402
GRC,1988,,16890.19557
GRC,1989,,17440.77028
GRC,1990,,17325.02852
GRC,1991,,17689.00924
GRC,1992,,17617.74062
GRC,1993,,17177.39533
GRC,1994,,17375.65752
GRC,1995,35,17604.78791
GRC,1996,34,17894.13624
GRC,1997,35,18429.18632
GRC,1998,35,18946.45346
GRC,1999,34,19508.42208
GRC,2000,33,20316.73459
GRC,2001,33,21106.65378
GRC,2002,,21757.85853
GRC,2003,35,22975.79172
GRC,2004,33,23896.50888
GRC,2005,33,24348.40224
GRC,2006,34,25587.65176
GRC,2007,34.299999,26387.60184
GRC,2008,33.400002,26227.25384
GRC,2009,33.099998,25302.04002
GRC,2010,32.900002,23981.71448
GRC,2011,33.5,22300.55572
GRC,2012,,
GRC,2013,,
GRC,2014,,
GRC,2015,,
GRC,2016,,
GRC,2017,,
GRC,2018,,
GTM,1960,,
GTM,1961,,
GTM,1962,,
GTM,1963,,
GTM,1964,,
GTM,1965,,
GTM,1966,,
GTM,1967,,
GTM,1968,,
GTM,1969,,
GTM,1970,,
GTM,1971,,
GTM,1972,,
GTM,1973,,
GTM,1974,,
GTM,1975,,
GTM,1976,,
GTM,1977,,
GTM,1978,,
GTM,1979,,
GTM,1980,,3872.952823
GTM,1981,,3803.173614
GTM,1982,,3578.99929
GTM,1983,,3401.597903
GTM,1984,,3335.888496
GTM,1985,,3237.039071
GTM,1986,,3166.559665
GTM,1987,56.900002,3204.118725
GTM,1988,,3253.831304
GTM,1989,55.599998,3306.02438
GTM,1990,,3331.54662
GTM,1991,,3374.772511
GTM,1992,,3457.019385
GTM,1993,,3510.351528
GTM,1994,,3568.484056
GTM,1995,,3660.045892
GTM,1996,,3683.438208
GTM,1997,,3757.96693
GTM,1998,54.799999,3856.710137
GTM,1999,,3913.419236
GTM,2000,,3959.828754
GTM,2001,,3955.210938
GTM,2002,56,4007.98061
GTM,2003,53,4008.120661
GTM,2004,51,4032.406621
GTM,2005,,4061.586435
GTM,2006,,4175.756235
GTM,2007,,4331.355357
GTM,2008,,4364.989255
GTM,2009,,4280.773249
GTM,2010,,4296.56105
GTM,2011,,4351.35917
GTM,2012,,
GTM,2013,,
GTM,2014,,
GTM,2015,,
GTM,2016,,
GTM,2017,,
GTM,2018,,
GIN,1960,,
GIN,1961,,
GIN,1962,,
GIN,1963,,
GIN,1964,,
GIN,1965,,
GIN,1966,,
GIN,1967,,
GIN,1968,,
GIN,1969,,
GIN,1970,,
GIN,1971,,
GIN,1972,,
GIN,1973,,
GIN,1974,,
GIN,1975,,
GIN,1976,,
GIN,1977,,
GIN,1978,,
GIN,1979,,
GIN,1980,,
GIN,1981,,
GIN,1982,,
GIN,1983,,
GIN,1984,,
GIN,1985,,
GIN,1986,,855.4436798
GIN,1987,,862.4208751
GIN,1988,,891.8014372
GIN,1989,,895.2896557
GIN,1990,,892.9833733
GIN,1991,,867.4576029
GIN,1992,,842.8224083
GIN,1993,,833.1433034
GIN,1994,,821.0503073
GIN,1995,,823.0427919
GIN,1996,,833.2735675
GIN,1997,,857.0793651
GIN,1998,,874.0235405
GIN,1999,,894.8236497
GIN,2000,,904.2128761
GIN,2001,,923.14778
GIN,2002,,955.8649194
GIN,2003,,952.413046
GIN,2004,,958.7613565
GIN,2005,,970.8828864
GIN,2006,,977.7670426
GIN,2007,,976.7304978
GIN,2008,,1005.062229
GIN,2009,,981.4945133
GIN,2010,,978.4094324
GIN,2011,,992.7612265
GIN,2012,,
GIN,2013,,
GIN,2014,,
GIN,2015,,
GIN,2016,,
GIN,2017,,
GIN,2018,,
GUY,1960,,
GUY,1961,,
GUY,1962,,
GUY,1963,,
GUY,1964,,
GUY,1965,,
GUY,1966,,
GUY,1967,,
GUY,1968,,
GUY,1969,,
GUY,1970,,
GUY,1971,,
GUY,1972,,
GUY,1973,,
GUY,1974,,
GUY,1975,,
GUY,1976,,
GUY,1977,,
GUY,1978,,
GUY,1979,,
GUY,1980,,2058.569542
GUY,1981,,2092.782345
GUY,1982,,1826.320676
GUY,1983,,1715.806961
GUY,1984,,1644.422354
GUY,1985,,1699.258136
GUY,1986,,1698.92
GUY,1987,,1729.114209
GUY,1988,,1678.390254
GUY,1989,,1605.611791
GUY,1990,,1563.738491
GUY,1991,,1660.719494
GUY,1992,,1790.364569
GUY,1993,,1933.963817
GUY,1994,,2094.055376
GUY,1995,,2194.162054
GUY,1996,,2363.855223
GUY,1997,,2508.460189
GUY,1998,,2463.188037
GUY,1999,,2532.742697
GUY,2000,,2492.404075
GUY,2001,,2540.768318
GUY,2002,,2558.134426
GUY,2003,,2522.45884
GUY,2004,,2595.674468
GUY,2005,,2536.380978
GUY,2006,,2659.054383
GUY,2007,,
GUY,2008,,
GUY,2009,,
GUY,2010,,
GUY,2011,,
GUY,2012,,
GUY,2013,,
GUY,2014,,
GUY,2015,,
GUY,2016,,
GUY,2017,,
GUY,2018,,
HND,1960,,
HND,1961,,
HND,1962,,
HND,1963,,
HND,1964,,
HND,1965,,
HND,1966,,
HND,1967,,
HND,1968,,
HND,1969,,
HND,1970,,
HND,1971,,
HND,1972,,
HND,1973,,
HND,1974,,
HND,1975,,
HND,1976,,
HND,1977,,
HND,1978,,
HND,1979,,
HND,1980,,2819.728793
HND,1981,,2802.851902
HND,1982,,2680.227394
HND,1983,,2575.757962
HND,1984,,2607.50127
HND,1985,,2636.062037
HND,1986,,2576.832306
HND,1987,,2652.506181
HND,1988,,2694.815863
HND,1989,,2731.619683
HND,1990,,2658.097379
HND,1991,,2669.450324
HND,1992,,2743.96593
HND,1993,,2838.842697
HND,1994,,2731.348165
HND,1995,,2773.797695
HND,1996,,2807.303685
HND,1997,,2882.335225
HND,1998,,2902.600059
HND,1999,,2788.296404
HND,2000,,2887.881928
HND,2001,,2906.177975
HND,2002,,2954.653301
HND,2003,,3027.397545
HND,2004,,3152.264287
HND,2005,,3276.858212
HND,2006,,3423.115831
HND,2007,,3563.331224
HND,2008,,3640.919514
HND,2009,,3492.954557
HND,2010,,3518.692347
HND,2011,,3573.676265
HND,2012,,
HND,2013,,
HND,2014,,
HND,2015,,
HND,2016,,
HND,2017,,
HND,2018,,
HUN,1960,,
HUN,1961,,
HUN,1962,25.700001,
HUN,1963,,
HUN,1964,,
HUN,1965,,
HUN,1966,,
HUN,1967,22.700001,
HUN,1968,,
HUN,1969,,
HUN,1970,,
HUN,1971,,
HUN,1972,23.6,
HUN,1973,,
HUN,1974,,
HUN,1975,,
HUN,1976,,
HUN,1977,21.4,
HUN,1978,,
HUN,1979,,
HUN,1980,,11346.53823
HUN,1981,,11671.02348
HUN,1982,20.9,12009.68547
HUN,1983,,12114.69895
HUN,1984,,12461.62393
HUN,1985,,12452.71194
HUN,1986,,12665.44088
HUN,1987,24.4,13200.67898
HUN,1988,,13212.29917
HUN,1989,22.5,13455.32925
HUN,1990,,13119.68617
HUN,1991,20.9,11560.14296
HUN,1992,,11210.3058
HUN,1993,23.1,11158.43961
HUN,1994,23.4,11503.03101
HUN,1995,24.200001,11690.63597
HUN,1996,24.6,11729.57479
HUN,1997,25.4,12120.77382
HUN,1998,25,12643.89418
HUN,1999,25.299999,13085.22024
HUN,2000,25.9,13673.57493
HUN,2001,27.200001,14213.73177
HUN,2002,26.700001,14896.57579
HUN,2003,26.799999,15514.53226
HUN,2004,27.4,16294.83651
HUN,2005,27.9,16974.55981
HUN,2006,26.200001,17663.56947
HUN,2007,25.6,17711.2456
HUN,2008,25.200001,17900.92761
HUN,2009,24.700001,16709.77564
HUN,2010,24.1,16958.29498
HUN,2011,26.799999,17295.38614
HUN,2012,,
HUN,2013,,
HUN,2014,,
HUN,2015,,
HUN,2016,,
HUN,2017,,
HUN,2018,,
IND,1960,32.599998,
IND,1961,33.099998,
IND,1962,32.599998,
IND,1963,30.700001,
IND,1964,31,
IND,1965,31.1,
IND,1966,31.1,
IND,1967,30.5,
IND,1968,31.9,
IND,1969,31.5,
IND,1970,30.4,
IND,1971,,
IND,1972,,
IND,1973,31.9,
IND,1974,29.200001,
IND,1975,,
IND,1976,,
IND,1977,32.099998,
IND,1978,,
IND,1979,,
IND,1980,,879.4044759
IND,1981,,910.8402262
IND,1982,,921.0834252
IND,1983,31.5,965.9773292
IND,1984,,980.5127557
IND,1985,,1009.214996
IND,1986,32.200001,1034.268517
IND,1987,31.799999,1052.001663
IND,1988,31.1,1128.64316
IND,1989,30.5,1170.603465
IND,1990,29.700001,1209.819049
IND,1991,32.5,1197.759938
IND,1992,32,1238.222467
IND,1993,,1271.669885
IND,1994,,1330.34062
IND,1995,,1404.231282
IND,1996,,1482.473808
IND,1997,,1514.754085
IND,1998,,1580.143461
IND,1999,,1684.453239
IND,2000,,1722.097223
IND,2001,,1777.762052
IND,2002,,1817.841517
IND,2003,,1931.746468
IND,2004,,2051.631398
IND,2005,,2208.587226
IND,2006,,2377.742752
IND,2007,,2573.136411
IND,2008,,2635.336696
IND,2009,,2812.582341
IND,2010,,3038.808018
IND,2011,,3203.00259
IND,2012,,
IND,2013,,
IND,2014,,
IND,2015,,
IND,2016,,
IND,2017,,
IND,2018,,
IDN,1960,,
IDN,1961,,
IDN,1962,,
IDN,1963,,
IDN,1964,33.299999,
IDN,1965,,
IDN,1966,,
IDN,1967,,
IDN,1968,,
IDN,1969,,
IDN,1970,30.700001,
IDN,1971,,
IDN,1972,,
IDN,1973,,
IDN,1974,,
IDN,1975,,
IDN,1976,31.799999,
IDN,1977,,
IDN,1978,34.799999,
IDN,1979,,
IDN,1980,31.799999,1322.896063
IDN,1981,30.9,1398.644313
IDN,1982,,1382.865997
IDN,1983,,1467.282673
IDN,1984,30.799999,1539.472714
IDN,1985,,1560.675425
IDN,1986,,1621.422902
IDN,1987,32,1675.168127
IDN,1988,,1749.213679
IDN,1989,,1874.520726
IDN,1990,32,2008.364554
IDN,1991,,2151.420114
IDN,1992,,2269.704573
IDN,1993,34,2396.447655
IDN,1994,,2538.281364
IDN,1995,,2711.225107
IDN,1996,36,2877.217914
IDN,1997,,2971.21621
IDN,1998,,2546.719474
IDN,1999,30.799999,2533.089171
IDN,2000,,2623.037745
IDN,2001,,2683.297509
