,year,AUT,BEL,BGR,BLR,BOL,BRA,CAN,CHL,CHN,COL,CRI,CZE,DEU,DNK,DOM,ECU,ESP,EST,FIN,FRA,GBR,GRC,GTM,HUN,IND,IRL,ISR,ITA,JAM,LTU,LUX,MEX,MLT,NLD,NZL,PAN,PER,PHL,POL,PRT,SVK,THA,USA
mSSP1,2100,19.855623,19.677328,43.845249,37.441059,17.3698739635,40.28487,35.740154,34.798454,17.0700810589,41.322906,15.9535759512,15.700102,25.666029,19.588787,53.098122,16.7619619907,23.086218,20.813543,20.012434,21.116846,26.933121,28.592976,17.781023612,15.963116,29.476616,28.341457,28.393099,26.374245,30.137201,39.608841,23.420702,17.2563415677,16.259769,18.637783,24.700367,26.065115,28.227955,16.8907524027,23.88653,19.800758,40.868416,16.0063746946,43.659416
mSSP2,2011,26.100088,27.492714,36.44936,36.956741,54.545937,57.819977,28.821772,55.100544,46.550194,54.879871,45.161518,26.876711,29.144716,23.671597,51.137505,39.936642,32.615967,35.009769,24.802456,28.105024,33.906624,34.020981,54.81245,26.472471,36.986145,31.607458,36.897377,31.492926,60.645576,35.760208,28.486246,54.7626,27.512875,26.829325,32.748722,53.669727,47.804268,43.779064,36.509178,37.193874,27.049627,41.900043,40.259975
mSSP2,2012,26.64706,27.375122,36.617947,37.558655,54.328419,57.25901,28.14436,55.148216,46.776066,54.724663,44.770069,27.152596,29.558424,23.972628,51.300362,39.352684,31.990358,35.37038,25.100805,28.472397,33.741776,33.15773,54.574886,26.729151,37.29385,31.118658,37.029835,31.359722,61.131477,36.021408,27.709316,54.70821,27.617823,26.782862,32.579205,53.938087,47.625999,43.461308,36.76516,37.022717,27.414335,40.660152,40.198315
mSSP2,2013,26.627455,27.261703,36.752823,37.740215,54.200466,57.002438,28.081573,55.232208,46.447235,54.709732,44.978996,27.091572,29.501209,24.004045,51.170673,39.262852,32.056889,35.171349,25.170973,28.385935,33.647163,32.895573,54.626667,26.680771,37.503395,31.058754,37.013344,31.247805,61.222576,36.064133,27.542196,54.589336,27.555407,26.727695,32.671421,53.998898,47.739681,43.462711,36.865723,36.543293,27.50535,40.509708,40.342323
mSSP2,2014,26.772722,27.428631,36.829136,37.797615,54.052044,57.090847,28.08849,55.213867,46.458523,54.714024,44.806904,27.254002,29.712654,24.154991,51.210236,39.314308,32.169643,35.27354,25.257717,28.482227,33.70591,33.01564,54.663311,26.739632,37.389507,31.136269,37.173912,31.30057,61.292068,36.230503,27.601999,54.583447,27.625111,26.8368,32.820992,54.040028,47.828171,43.414494,36.983082,36.556019,27.838623,40.632027,40.516575
mSSP2,2015,26.920372,27.400576,36.993893,37.910557,53.894245,57.23143,28.171631,55.225136,46.318787,54.65794,44.666679,27.376951,29.823812,24.247877,51.410946,39.319469,32.089947,35.27158,25.387938,28.474508,33.743347,32.843105,54.698929,26.851669,37.555603,31.199495,37.166534,31.306206,61.346275,36.483173,27.566338,54.597805,27.697582,26.848343,32.907761,54.069603,47.930405,43.382694,36.986496,36.466221,28.220137,40.470337,40.736275
mSSP2,2016,27.064381,27.400578,37.164116,38.081108,53.700195,57.302364,28.248934,55.182274,46.047035,54.598812,44.355431,27.613951,29.927923,24.308937,51.60017,39.285866,32.081631,35.189594,25.547354,28.453962,33.788513,32.875301,54.751087,26.963186,37.807888,31.381784,37.216663,31.373014,61.411442,36.567139,27.523668,54.563591,27.755344,26.947767,32.980503,53.994766,48.014534,43.366005,36.996868,36.434906,28.559368,40.188103,40.980843
mSSP2,2017,27.241478,27.43136,37.461346,38.358429,53.528957,57.363052,28.34362,55.170444,45.869915,54.652176,44.009521,27.631157,30.08102,24.390564,51.831841,39.256657,32.13876,35.188942,25.686563,28.483475,33.805016,33.008343,54.840813,27.081261,38.124313,31.431007,37.290714,31.391808,61.42028,36.942192,27.566315,54.498878,27.826475,27.030899,33.057552,53.90789,48.120098,43.347698,37.088947,36.468918,28.953489,39.954304,41.24509
mSSP2,2018,27.379547,27.494232,37.926849,38.695545,53.340126,57.435757,28.424286,55.193699,45.872044,54.723442,43.755054,27.853739,30.236116,24.511852,52.002319,39.221157,32.142632,35.244186,25.847158,28.53319,33.87788,33.11248,54.635704,27.229362,38.471783,31.58462,37.355927,31.458487,61.45335,37.274342,27.585241,54.438324,27.913605,27.133036,33.114853,53.877335,48.259243,43.336117,37.222519,36.49189,29.381418,39.806068,41.499519
mSSP2,2019,27.47854,27.513935,38.349056,39.001118,53.102245,57.485699,28.490215,55.18734,45.830978,54.776123,43.462345,28.029562,30.356718,24.59572,52.146328,39.155624,32.167389,35.247902,25.969582,28.559139,33.917973,33.195946,54.538174,27.334146,38.801159,31.679937,37.395943,31.504032,61.461769,37.553764,27.618744,54.324917,27.968559,27.186642,33.166431,53.796227,48.369854,43.289406,37.32621,36.484837,29.748882,39.614044,41.718288
mSSP2,2020,27.575418,27.533012,38.75853,39.303177,52.841896,57.533878,28.561661,55.175625,45.779411,54.828072,43.159595,28.201736,30.476873,24.67658,52.290409,39.083755,32.183769,35.245155,26.087809,28.583586,33.954136,33.274906,54.423077,27.439541,39.126877,31.768961,37.432125,31.550194,61.465569,37.819622,27.64826,54.181522,28.017685,27.240993,33.214157,53.709229,48.476662,43.237034,37.425453,36.473957,30.115946,39.4132,41.925358
mSSP2,2021,27.669924,27.550659,39.155445,39.603065,52.562119,57.580067,28.636906,55.158459,45.726067,54.878624,42.849037,28.370937,30.59572,24.754301,52.43372,39.005566,32.199818,35.237072,26.20215,28.605968,33.985966,33.349262,54.289856,27.544807,39.445469,31.851484,37.464848,31.596237,61.46439,38.074287,27.673393,54.010235,28.061377,27.295366,33.259148,53.617775,48.579964,43.178535,37.521294,36.458866,30.482637,39.205078,42.120354
mSSP2,2022,27.763256,27.576115,39.549847,39.914597,52.281647,57.633976,28.731476,55.145149,45.670097,54.935925,42.537502,28.544731,30.715277,24.830517,52.579025,38.929974,32.22282,35.241123,26.315783,28.633974,34.023914,33.425652,54.150589,27.65852,39.762123,31.941118,37.503365,31.648119,61.468033,38.342979,27.701626,53.82172,28.107391,27.34972,33.310997,53.527897,48.688152,43.118195,37.626389,36.453541,30.85512,38.996548,42.307461
mSSP2,2023,27.853745,27.599485,39.931129,40.221195,51.982655,57.684589,28.828148,55.127171,45.603119,54.990993,42.220348,28.714636,30.832264,24.903505,52.722107,38.847919,32.244724,35.240112,26.425488,28.659515,34.057758,33.497715,53.996704,27.771038,40.06649,32.024628,37.538361,31.698999,61.467308,38.599503,27.726133,53.612431,28.148006,27.402815,33.360218,53.43277,48.791679,43.052326,37.726772,36.444199,31.226231,38.780708,42.48283
mSSP2,2024,27.94128,27.620483,40.299294,40.522404,51.666271,57.731586,28.926159,55.104767,45.525581,55.043484,41.898785,28.880768,30.946407,24.973251,52.862392,38.759502,32.265228,35.234268,26.531357,28.68243,34.087585,33.565502,53.829109,27.882059,40.357384,32.102249,37.569942,31.748554,61.462387,38.844257,27.747059,53.384789,28.183344,27.45425,33.406727,53.33255,48.890312,42.981113,37.822586,36.430836,31.595676,38.557968,42.646908
mSSP2,2025,28.025764,27.638866,40.654339,40.817776,51.333591,57.774605,29.024796,55.07814,45.437897,55.093018,41.573944,29.043148,31.05747,25.039736,52.999332,38.664852,32.284042,35.223789,26.633448,28.702557,34.113461,33.628994,53.648705,27.991335,40.633804,32.174206,37.598209,31.796465,61.453434,39.077595,27.764473,53.141003,28.213514,27.503706,33.450443,53.227417,48.983795,42.904739,37.913906,36.413429,31.963097,38.328751,42.800133
mSSP2,2026,28.107206,27.654409,40.996124,41.107208,50.989063,57.814037,29.123352,55.04747,45.349781,55.139317,41.248451,29.201279,31.165298,25.102947,53.132423,38.564674,32.301155,35.208355,26.731823,28.719742,34.135479,33.688229,53.45536,28.098551,40.895897,32.240643,37.623463,31.842554,61.44059,39.301525,27.778217,52.881248,28.238962,27.55094,33.491379,53.118523,49.072861,42.824932,38.001274,36.392021,32.328209,38.095539,42.942898
mSSP2,2027,28.187328,27.673832,41.325211,41.396156,50.648182,57.85902,29.226332,55.018688,45.265209,55.189026,40.927437,29.353266,31.270273,25.162367,53.264736,38.467579,32.317474,35.188255,26.826845,28.739544,34.158001,33.747196,53.263279,28.204861,41.150681,32.297207,37.651588,31.890415,61.43185,39.531548,27.7943,52.621414,28.267107,27.599371,33.530014,53.0116,49.165447,42.74905,38.088654,36.380539,32.692852,37.86385,43.072399
mSSP2,2028,28.264168,27.690189,41.641239,41.677986,50.295338,57.899181,29.328232,54.986259,45.172222,55.234894,40.606953,29.501156,31.371691,25.218489,53.392242,38.365139,32.331474,35.163567,26.918196,28.756243,34.17683,33.801826,53.061611,28.308737,41.388489,32.348602,37.676682,31.935947,61.419838,39.751232,27.80714,52.352165,28.290487,27.645155,33.56572,52.900509,49.252357,42.669079,38.171616,36.365154,33.054451,37.627426,43.192238
mSSP2,2029,28.337751,27.703442,41.944313,41.952351,49.931808,57.934311,29.428633,54.950413,45.071724,55.276672,40.288067,29.645184,31.469536,25.271358,53.514545,38.257687,32.34304,35.134514,27.005976,28.769804,34.192097,33.85215,52.85136,28.410162,41.608608,32.395119,37.69886,31.979023,61.404827,39.960907,27.816809,52.075428,28.309237,27.688227,33.598522,52.785484,49.333427,42.585388,38.25037,36.345913,33.413025,37.386787,43.302792
mSSP2,2030,28.408085,27.713543,42.234535,42.218891,49.558903,57.964188,29.527136,54.911354,44.964489,55.314121,39.971855,29.785435,31.56377,25.321007,53.631264,38.145557,32.352077,35.101227,27.09026,28.780186,34.203907,33.89819,52.633564,28.509083,41.810249,32.43697,37.718216,32.019508,61.387081,40.160866,27.82338,51.793068,28.323486,27.728508,33.628448,52.666756,49.408493,42.49836,38.325047,36.322853,33.768475,37.142448,43.404396
mSSP2,2031,28.475142,27.720512,42.511757,42.475864,49.182858,57.989239,29.623346,54.869404,44.862083,55.347221,39.659958,29.920671,31.654446,25.367594,53.742191,38.030197,32.358521,35.063065,27.17103,28.787371,34.212337,33.939976,52.40913,28.605518,41.993965,32.47438,37.73455,32.057266,61.367104,40.351307,27.826593,51.506065,28.333273,27.766039,33.655571,52.547649,49.478558,42.410206,38.395145,36.29636,34.120415,36.897366,43.497429
mSSP2,2032,28.538969,27.731255,42.775658,42.722855,48.816372,58.01667,29.721085,54.828575,44.765266,55.382538,39.355316,30.046446,31.742094,25.413303,53.85162,37.919785,32.368073,35.019848,27.247602,28.797194,34.21949,33.983917,52.191422,28.701683,42.166912,32.510193,37.748436,32.098942,61.352509,40.535049,27.832584,51.225952,28.341537,27.804102,33.680225,52.433601,49.550346,42.327229,38.458893,36.278778,34.465118,36.65469,43.586201
mSSP2,2033,28.595987,27.736538,43.020267,42.949867,48.412468,58.028183,29.815039,54.774479,44.600685,55.404675,39.025742,30.161575,31.822397,25.451265,53.950165,37.787956,32.371414,34.965195,27.316128,28.800238,34.217793,34.019657,51.948063,28.790705,42.310696,32.540661,37.754032,32.134964,61.320229,40.705036,27.835543,50.921829,28.340208,27.836678,33.695152,52.301922,49.60202,42.212772,38.511024,36.251633,34.805115,36.379978,43.665619
mSSP2,2034,28.650871,27.738962,43.263187,43.178074,47.98735,58.037914,29.909559,54.714916,44.4282,55.425842,38.682987,30.275173,31.900915,25.486334,54.049339,37.647671,32.372524,34.906025,27.382421,28.800833,34.212864,34.054142,51.689301,28.878323,42.454773,32.567822,37.756218,32.169407,61.282478,40.872139,27.835716,50.600727,28.33552,27.866835,33.706493,52.164261,49.652294,42.090378,38.560303,36.2211,35.147766,36.094543,43.741707
mSSP2,2035,28.703663,27.73856,43.504463,43.407436,47.540813,58.045914,30.004665,54.649979,44.248009,55.44606,38.327179,30.3873,31.977688,25.518581,54.149158,37.498863,32.371445,34.842571,27.446564,28.799032,34.204777,34.087425,51.414951,28.964535,42.59919,32.591831,37.755096,32.202309,61.239273,41.036465,27.833199,50.262959,28.327551,27.894594,33.714321,52.020683,49.701164,41.959961,38.606853,36.187218,35.492752,35.798397,43.814602
mSSP2,2036,28.754171,27.735432,43.743946,43.636677,47.078007,58.052673,30.100378,54.579735,44.065613,55.465508,37.958599,30.4967,32.052628,25.548079,54.249794,37.342834,32.368176,34.773647,27.508255,28.794863,34.193497,34.119568,51.125431,29.04917,42.74548,32.612808,37.750305,32.233654,61.190533,41.197636,27.827955,49.908607,28.315937,27.920027,33.718613,51.874084,49.749985,41.823284,38.649628,36.150475,35.839348,35.491371,43.884422
mSSP2,2037,28.80155,27.735338,43.982109,43.865803,46.607426,58.063412,30.196636,54.506557,43.882431,55.489376,37.578407,30.601072,32.125019,25.575634,54.355717,37.185959,32.368332,34.698921,27.565805,28.793003,34.181316,34.157982,50.830265,29.133547,42.901703,32.634434,37.741989,32.270706,61.138401,41.355999,27.82365,49.545033,28.30234,27.945248,33.719128,51.72842,49.804733,41.684666,38.686337,36.120857,36.183964,35.175419,43.95182
mSSP2,2038,28.846771,27.732452,44.218655,44.095787,46.115505,58.072445,30.293453,54.427967,43.691566,55.512314,37.1856,30.703539,32.195614,25.600452,54.46225,37.020535,32.366322,34.620049,27.621283,28.78882,34.166092,34.195274,50.519321,29.216204,43.058384,32.653141,37.730492,32.306274,61.080803,41.51173,27.816835,49.165108,28.285566,27.968048,33.716091,51.577126,49.858089,41.537888,38.72015,36.088009,36.529751,34.84874,44.016357
mSSP2,2039,28.889887,27.726805,44.453632,44.326595,45.602032,58.079849,30.390867,54.34404,43.493301,55.534328,36.780243,30.804224,32.264481,25.622593,54.569397,36.846481,32.362194,34.537216,27.674746,28.782364,34.1479,34.231506,50.192406,29.29718,43.215603,32.669067,37.715885,32.340397,61.017757,41.664928,27.807592,48.769005,28.265682,27.988472,33.709557,51.420242,49.910061,41.382839,38.751225,36.051975,36.876606,34.51133,44.078159
mSSP2,2040,28.930923,27.718424,44.687096,44.558197,45.066761,58.085651,30.488886,54.254826,43.287773,55.555416,36.3624,30.903147,32.33165,25.642096,54.67717,36.663708,32.355968,34.450535,27.726252,28.773661,34.126785,34.266701,49.849289,29.376463,43.373405,32.682323,37.698238,32.373108,60.949226,41.815685,27.795967,48.356915,28.242727,28.006542,33.699543,51.257782,49.960621,41.219402,38.779621,36.012779,37.224297,34.163132,44.137333
mSSP2,2041,28.969643,27.707535,44.919109,44.790035,44.51474,58.090183,30.587542,54.160343,43.080856,55.57584,35.931858,30.999456,32.396946,25.658792,54.785748,36.4734,32.347706,34.359695,27.775421,28.762775,34.102764,34.301003,49.491096,29.453728,43.533699,32.69339,37.677216,32.404427,60.874687,41.963402,27.781914,47.929234,28.216427,28.022207,33.685955,51.091961,50.01086,41.048252,38.80447,35.970917,37.572273,33.804379,44.193966
mSSP2,2042,29.005161,27.699339,45.1506,45.023075,43.951935,58.097397,30.686766,54.062389,42.873093,55.60033,35.489582,31.092276,32.459171,25.671595,54.898903,36.280411,32.344734,34.265083,27.820629,28.754234,34.079029,34.341965,49.125271,29.528902,43.704643,32.710201,37.653706,32.440472,60.794552,42.107105,27.76873,47.491329,28.190155,28.036024,33.66851,50.925652,50.065178,40.872562,38.824409,35.933987,37.918232,33.436871,44.247711
mSSP2,2043,29.03857,27.688505,45.380699,45.256767,43.367279,58.103054,30.786625,53.959068,42.658119,55.623943,35.035042,31.183048,32.519699,25.681814,55.012703,36.078632,32.339737,34.166668,27.863951,28.743544,34.052486,34.381973,48.742996,29.602182,43.876396,32.724636,37.627247,32.475182,60.708813,42.248562,27.753334,47.037346,28.160938,28.047514,33.647533,50.753994,50.118122,40.688229,38.841576,35.89399,38.264362,33.058571,44.299122
mSSP2,2044,29.06996,27.675104,45.609486,45.491123,42.76059,58.107265,30.887186,53.850468,42.436203,55.646709,34.56831,31.271921,32.578644,25.689533,55.127197,35.868004,32.332787,34.064598,27.905472,28.730778,34.023224,34.421116,48.344093,29.673655,44.04908,32.736839,37.597939,32.508633,60.617493,42.387897,27.735821,46.567406,28.12887,28.056757,33.623093,50.577042,50.169727,40.495174,38.856125,35.851002,38.610661,32.669468,44.348324
mSSP2,2045,29.099321,27.659145,45.836998,45.726093,42.131599,58.110031,30.98843,53.73661,42.207424,55.668617,34.089363,31.358892,32.636009,25.694754,55.242363,35.648415,32.323895,33.958927,27.945198,28.715935,33.991253,34.459389,47.928295,29.743296,44.222713,32.746876,37.565804,32.540836,60.520531,42.525177,27.716206,46.081604,28.093964,28.063757,33.595184,50.394787,50.219948,40.293236,38.86808,35.805019,38.957008,32.269508,44.395382
mSSP2,2046,29.12652,27.641047,46.063335,45.96217,41.485664,58.111713,31.090382,53.617523,41.976028,55.689941,33.59774,31.443447,32.691639,25.696981,55.358276,35.421444,32.31324,33.851753,27.982887,28.699152,33.956772,34.496979,47.497395,29.810415,44.39922,32.75544,37.530781,32.571835,60.417751,42.660511,27.694494,45.580589,28.056541,28.068373,33.5639,50.208008,50.269478,40.084553,38.877342,35.75647,39.303059,31.858612,44.440376
mSSP2,2047,29.151262,27.626261,46.289352,46.200996,40.827271,58.115841,31.195385,53.495007,41.743172,55.714966,33.094521,31.525358,32.744682,25.694302,55.477592,35.1912,32.307648,33.744678,28.017756,28.685574,33.923744,34.540047,47.05772,29.874275,44.585453,32.771061,37.494717,32.605923,60.311356,42.794586,27.67346,45.068798,28.023312,28.070892,33.530796,50.019222,50.321621,39.871998,38.883896,35.711811,39.647652,31.439901,44.482891
mSSP2,2048,29.173965,27.609039,46.514233,46.440411,40.146477,58.11858,31.301125,53.367104,41.503433,55.739166,32.579197,31.605162,32.796165,25.68914,55.597622,34.951931,32.300179,33.634071,28.050903,28.670025,33.888119,34.58231,46.600891,29.936138,44.772881,32.784775,37.45591,32.638832,60.199242,42.926842,27.650475,44.540821,27.9874,28.071205,33.49419,49.825245,50.372398,39.650406,38.88784,35.664219,39.991978,31.010246,44.523506
mSSP2,2049,29.194704,27.589443,46.738079,46.680431,39.443096,58.120026,31.407661,53.233898,41.256981,55.762577,32.0518,31.683016,32.846191,25.681549,55.718403,34.703587,32.29092,33.520058,28.082388,28.652569,33.849968,34.62384,46.126698,29.996084,44.96162,32.796703,37.414448,32.670635,60.081387,43.057384,27.62561,43.996704,27.948874,28.069378,33.454147,49.626118,50.421837,39.419682,38.889309,35.613762,40.336143,30.569637,44.562336
mSSP2,2050,29.214041,27.567831,46.960976,46.921082,38.716911,58.120216,31.515087,53.096191,41.002777,55.785229,31.512344,31.759689,32.894775,25.672459,55.839993,34.446087,32.280067,33.404922,28.112972,28.633339,33.809471,34.665077,45.63493,30.05471,45.151585,32.807182,37.371021,32.701458,59.957798,43.186325,27.599035,43.436825,27.907803,28.065657,33.412189,49.421871,50.469944,39.179722,38.888596,35.561222,40.680374,30.118036,44.599464
mSSP2,2051,29.231701,27.54463,47.182743,47.162815,37.974144,58.119495,31.623158,52.95393,40.744915,55.807556,30.960684,31.834797,32.941872,25.660904,55.962364,34.181328,32.267666,33.290955,28.142342,28.612436,33.766918,34.705666,45.127827,30.110859,45.344891,32.816628,37.325314,32.731174,59.828556,43.31522,27.570606,42.862072,27.865047,28.059757,33.368168,49.21394,50.517632,38.932575,38.886978,35.506386,41.023598,29.657309,44.634968
mSSP2,2052,29.248232,27.525393,47.40366,47.406944,37.217491,58.121243,31.736944,52.809143,40.484741,55.834064,30.397818,31.908707,32.987343,25.645672,56.08786,33.912746,32.258087,33.178909,28.17099,28.594992,33.726456,34.749931,44.610577,30.164101,45.547615,32.831783,37.278996,32.761818,59.696507,43.448288,27.543291,42.276215,27.828588,28.052471,33.324394,49.004299,50.567951,38.680523,38.886036,35.454483,41.36618,29.190859,44.669212
mSSP2,2053,29.262697,27.503942,47.623764,47.651699,36.437954,58.121826,31.851297,52.6595,40.217533,55.859856,29.822895,31.980328,33.031487,25.628105,56.214199,33.634956,32.246796,33.063816,28.197945,28.575771,33.683651,34.793129,44.075432,30.215158,45.752567,32.845318,37.230381,32.791416,59.558628,43.580036,27.514303,41.674191,27.78974,28.043112,33.277691,48.789631,50.61697,38.419029,38.882729,35.399864,41.707321,28.713419,44.702049
mSSP2,2054,29.275112,27.480309,47.843128,47.897079,35.635288,58.121334,31.966221,52.505016,39.943504,55.884933,29.235893,32.049786,33.074356,25.608171,56.341393,33.347855,32.233826,32.945618,28.223183,28.554794,33.638535,34.835243,43.52216,30.264076,45.959854,32.857304,37.179482,32.820004,59.414875,43.710533,27.483665,41.055988,27.748529,28.031693,33.228016,48.569939,50.664677,38.147968,38.877129,35.342518,42.047241,28.224899,44.733547
mSSP2,2055,29.285517,27.454527,48.061832,48.143124,34.809292,58.11982,32.081734,52.34573,39.662731,55.909306,28.6544004377,32.117165,33.116013,25.585876,56.469486,33.051357,32.219238,32.82428,28.246723,28.532099,33.591145,34.876286,42.95052,30.310913,46.16954,32.867836,37.126335,32.847633,59.265228,43.839886,27.451433,40.421646,27.705009,28.018263,33.175365,48.345219,50.711082,37.867226,38.869308,35.282475,42.386166,27.725262,44.763783
mSSP2,2056,29.294222,27.427362,48.279449,48.38879,33.994337844,58.117615,32.197895,52.181999,39.378761,55.933517,28.096660063,32.182041,33.156643,25.561159,56.598751,32.747169,32.202976,32.700256,28.269091,28.507988,33.54195,34.916313,42.36364,30.354853,46.383442,32.877399,37.070438,32.874222,59.110161,43.969883,27.417486,39.772179,27.660675,28.002918,33.11998,48.116314,50.757172,37.579937,38.860947,35.219872,42.724228,27.21875,44.792828
mSSP2,2057,29.30196,27.403477,48.495548,48.63406,33.2129108972,58.117653,32.319336,52.016026,39.092293,55.961666,27.5617016717,32.244617,33.196709,25.534052,56.732166,32.437901,32.186241,32.573406,28.291351,28.487425,33.494331,34.958961,41.765053,30.395645,46.607094,32.889702,37.012413,32.900532,58.952106,44.104313,27.385466,39.110279,27.623146,27.987139,33.063057,47.884968,50.805599,37.287354,38.853298,35.159721,43.062153,26.708277,44.820808
mSSP2,2058,29.307802,27.377607,48.711174,48.87999,32.4636318503,58.116737,32.441471,51.845142,38.799015,55.989182,27.0485946898,32.305092,33.235676,25.504637,56.866573,32.119144,32.167881,32.44318,28.312048,28.465256,33.444538,35.00058,41.147808,30.434378,46.833336,32.900772,36.952141,32.925934,58.788097,44.237904,27.351969,38.431499,27.583494,27.969442,33.00312,47.648636,50.852779,36.984955,38.843479,35.096867,43.399887,26.2016438917,44.847713
mSSP2,2059,29.311831,27.349806,48.926407,49.12661,31.745178139,58.114952,32.564346,51.669407,38.498981,56.016083,26.5564465543,32.363701,33.273598,25.47296,57.002022,31.790806,32.147976,32.309708,28.331242,28.441521,33.39262,35.041233,40.511688,30.471169,47.062233,32.910702,36.889675,32.950481,58.618099,44.370747,27.317051,37.735775,27.541761,27.949879,32.94022,47.407322,50.898731,36.672626,38.831631,35.031376,43.737778,25.7169334888,44.873619
mSSP2,2060,29.314075,27.320093,49.141308,49.37392,31.0562816092,58.112331,32.687981,51.488823,38.192238,56.042358,26.0844011605,32.420536,33.310493,25.439035,57.138515,31.452787,32.126537,32.173008,28.348957,28.416231,33.338593,35.080936,39.856426,30.506081,47.293797,32.919548,36.825035,32.974194,58.442059,44.502899,27.280725,37.023067,27.497967,27.928467,32.874367,47.161011,50.943424,36.350235,38.817795,34.963253,44.076027,25.2531971658,44.898556
mSSP2,2061,29.315081,27.289326,49.355606,49.619854,30.3957262785,58.109058,32.812466,51.303638,37.88287,56.068481,25.631637373,32.473618,33.346821,25.403229,57.276306,31.107782,32.103439,32.030361,28.365601,28.389807,33.282776,35.119808,39.184528,30.538176,47.530136,32.927605,36.757195,32.996994,58.259327,44.634884,27.242785,36.294247,27.45355,27.905655,32.805466,46.911556,50.987637,36.020229,38.802418,34.893021,44.414497,24.8095273457,44.922626
mSSP2,2062,29.315632,27.261292,49.569199,49.863892,29.7623461902,58.107719,32.940571,51.1157,37.57103,56.098183,25.1973675975,32.522419,33.383484,25.366125,57.4179,30.757706,32.079224,31.881634,28.381668,28.36672,33.227249,35.16098,38.498348,30.567202,47.776997,32.936527,36.685974,33.019238,58.071133,44.767403,27.208099,35.551582,27.413572,27.883577,32.733742,46.660217,51.033588,35.683491,38.785419,34.82571,44.752426,24.3850557237,44.946552
mSSP2,2063,29.314514,27.231482,49.782639,50.108585,29.1550233551,58.105568,33.069561,50.922779,37.252403,56.1273,24.7808364103,32.569336,33.41922,25.326845,57.560627,30.397892,32.053448,31.729368,28.396391,28.34218,33.16967,35.201267,37.792614,30.594324,48.02668,32.944515,36.612572,33.040688,57.876698,44.89946,27.172115,34.791389,27.371683,27.859751,32.659,46.403915,51.07832,35.336475,38.766396,34.755787,45.091389,23.9789515674,44.969673
mSSP2,2064,29.311836,27.199974,49.996025,50.353992,28.5726857778,58.102722,33.199528,50.724945,36.92704,56.155872,24.3813192444,32.614594,33.454113,25.285469,57.704559,30.028286,32.026207,31.57369,28.409853,28.316254,33.110107,35.240765,37.067131,30.619694,48.279289,32.951668,36.537056,33.061436,57.676018,45.031162,27.134905,34.013634,27.327948,27.834253,32.581329,46.14267,51.121861,34.979095,38.745514,34.683331,45.431725,23.5904200916,44.992073
mSSP2,2065,29.307625,27.166792,50.209419,50.600121,28.0143055649,58.099213,33.330502,50.522209,36.594933,56.18388,23.9981211293,32.658298,33.48819,25.242006,57.849709,29.648777,31.99752,31.414671,28.422091,28.28895,33.04858,35.279484,36.32164,30.643345,48.534824,32.958031,36.459435,33.081486,57.469017,45.162571,27.096485,33.2431883143,27.282373,27.807093,32.50074,45.876461,51.164196,34.611225,38.722832,34.608349,45.773586,23.2187009025,45.013786
mSSP2,2066,29.302299,27.132795,50.422886,50.844826,27.4788971108,58.095146,33.462524,50.31572,36.261276,56.212032,23.6305754817,32.697227,33.521908,25.196993,57.996052,29.26177,31.967354,31.248739,28.432968,28.26086,32.985394,35.317787,35.5588,30.66433,48.795975,32.963909,36.37875,33.100822,57.254425,45.292774,27.056589,32.5039616242,27.235828,27.778984,32.416969,45.608028,51.206261,34.238071,38.696865,34.531494,46.116356,22.8630665095,45.034901
mSSP2,2067,29.296316,27.101107,50.636963,51.087883,26.9655153573,58.093182,33.596439,50.10762,35.925163,56.244141,23.2780429465,32.730976,33.556122,25.150988,58.145168,28.868759,31.937,31.07621,28.442228,28.236494,32.922184,35.359344,34.780003,30.682598,49.06855,32.970921,36.295132,33.120258,57.033035,45.420223,27.020317,31.7946889141,27.190817,27.752256,32.330109,45.338238,51.25021,33.858738,38.666771,34.456833,46.457878,22.5228209015,45.056732
mSSP2,2068,29.288921,27.067873,50.851257,51.331665,26.4732541261,58.090584,33.731506,49.894539,35.582268,56.275753,22.9399102839,32.763081,33.589634,25.102982,58.295605,28.465761,31.905209,30.900009,28.450363,28.210873,32.857063,35.40023,34.0041369792,30.699181,49.344257,32.977264,36.209404,33.139076,56.805088,45.547554,26.976162,31.114156428,27.144091,27.723988,32.240273,45.06353,51.293003,33.468876,38.634747,34.379692,46.801441,22.1972981849,45.07803
mSSP2,2069,29.280157,27.033133,51.065834,51.576191,26.001244519,58.087421,33.867786,49.676502,35.232582,56.306885,22.6155893035,32.79369,33.622482,25.053017,58.447384,28.052687,31.872023,30.72024,28.457428,28.184027,32.79007,35.440498,33.2587041227,30.714167,49.623146,32.983009,36.12159,33.157314,56.570526,45.674831,26.930702,30.461199592,27.09568,27.694216,32.147499,44.783878,51.334644,33.068359,38.600906,34.30011,47.147259,21.88586128,45.098854
mSSP2,2070,29.270035,26.99688,51.280731,51.821457,25.5486533844,58.083714,34.005295,49.453514,34.87611,56.337494,22.3045158403,32.822861,33.654663,25.00108,58.600517,27.629414,31.837439,30.536921,28.463434,28.155947,32.721188,35.480148,32.5425106968,30.727566,49.905212,32.988155,36.031677,33.174961,56.329254,45.802086,26.885284,29.8347010215,27.045578,27.662933,32.051781,44.49926,51.375092,32.657063,38.565285,34.218071,47.495411,21.5879006745,45.119217
