,year,AUT,BEL,BGR,BLR,BOL,BRA,CAN,CHL,CHN,COL,CRI,CZE,DEU,DNK,DOM,ECU,ESP,EST,FIN,FRA,GBR,GRC,GTM,HUN,IND,IRL,ISR,ITA,JAM,LTU,LUX,MEX,MLT,NLD,NZL,PAN,PER,PHL,POL,PRT,SVK,THA,USA
sSSP3,2094,45.681511,44.826843,62.9291235046,57.160694,55.950619,64.9150238452,50.259235,64.8414483584,62.62648,64.7963112597,51.59938,51.447456,49.05957,43.621319,64.782535076,44.72953,52.520931,52.461277,45.975128,45.032681,53.529427,56.974266,64.847767786,51.244728,63.5101197888,47.870213,58.961647,54.585457,63.8034296443,43.903175,46.450283,64.1400604995,45.362797,47.737267,52.293465,64.3100668467,64.2375458798,60.755871,56.429317,56.47694,60.864311061,52.402454,61.557224
sSSP3,2095,45.965271,45.091473,63.030968499,57.554688,55.888206,64.9195490378,50.630501,64.8491255528,62.868244,64.8062920938,51.649715,51.757305,49.366398,43.881702,64.7934993037,44.923283,52.801807,52.679417,46.249275,45.30415,53.784504,57.29266,64.8557569627,51.542431,63.5831216616,48.147388,59.19939,54.88559,63.8097042671,44.238472,46.711365,64.179966712,45.633888,48.010643,52.535725,64.3429479022,64.2744639554,60.935619,56.705139,56.738316,61.0691011577,52.548382,61.822559
sSSP3,2096,46.249069,45.356071,63.1278047915,57.948811,55.823624,64.9238332525,51.003204,64.8564310114,63.10981,64.8157838628,51.698315,52.066906,49.67347,44.142128,64.8039107328,45.116234,53.082798,52.896469,46.523384,45.575768,54.039425,57.610966,64.8633268658,51.840084,63.6525465533,48.424736,59.436844,55.186089,63.8159459867,44.573711,46.972469,64.2180210432,45.904896,48.284134,52.777893,64.3742619017,64.3095944555,61.114616,56.980816,56.999657,61.2637505053,52.693527,62.088181
sSSP3,2097,46.5322,45.619221,63.2198787085,58.341133,55.756981,64.9278893222,51.374302,64.863382734,63.351162,64.8248105311,51.745007,52.375217,49.980072,44.402927,64.8137972346,45.307968,53.361397,53.109638,46.795979,45.846153,54.292786,57.927784,64.870499499,52.137386,63.7185697304,48.699314,59.672852,55.486443,63.8221549758,44.904167,47.232937,64.2543094314,46.174385,48.558048,53.018829,64.4040835286,64.3430239347,61.293034,57.255337,57.26078,61.4487612512,52.837765,62.353432
sSSP3,2098,46.815426,45.882397,63.3074244618,58.734074,55.687798,64.9317293959,51.746853,64.8699978488,63.592537,64.8333948889,51.790184,52.683586,50.286957,44.663712,64.823185275,45.499134,53.640202,53.322689,47.068645,46.116711,54.546059,58.244583,64.8772957109,52.434723,63.781357872,48.974121,59.908669,55.787167,63.828331406,45.234913,47.493408,64.2889138266,46.443893,48.832043,53.259823,64.4324839069,64.3748347564,61.470589,57.529861,57.521889,61.6246106774,52.981529,62.618999
sSSP3,2099,47.098755,46.145603,63.3906647451,59.127632,55.616096,64.9353649762,52.120857,64.8762926545,63.833893,64.8415586095,51.833836,52.992054,50.594135,44.924496,64.8320999858,45.689747,53.919231,53.535629,47.341389,46.387463,54.799252,58.561367,64.8837352563,52.732105,63.8410694897,49.249149,60.144299,56.088264,63.8344754479,45.565956,47.75388,64.3219123758,46.713421,49.106129,53.5009,64.4595307708,64.4051052961,61.647285,57.804409,57.782982,61.791752432,53.124821,62.884903
sSSP3,2100,47.382191,46.408852,63.4698112999,59.521809,55.541862,64.9388069527,52.496292,64.8822826609,64.075241,64.8493223044,51.875946,53.300632,50.9016,45.185272,64.8405652313,45.879791,54.198494,53.748459,47.614227,46.658401,55.05238,58.878136,64.8898368531,53.029522,63.8978553286,49.524406,60.379742,56.389736,63.8405872715,45.897308,48.014355,64.3533795997,46.982975,49.380302,53.742073,64.4852886266,64.4339101344,61.82312,58.078987,58.044075,61.9506176995,53.267639,63.151157
sSSP4,2011,26.066082,28.333109,36.103371,25.263435,55.410599,59.143425,28.752886,57.910145,48.099998,55.142483,45.897343,26.48885,28.558077,23.283762,51.79327,27.735916,33.55883,35.499813,25.780102,28.115458,35.367958,34.624844,57.046814,27.321543,37.864933,31.476114,38.29319,32.388466,61.859188,17.067696,29.136116,56.609535,27.752855,27.23395,33.441128,52.928532,48.010296,43.710976,36.751453,38.217571,27.035244,42.789845,40.477928
sSSP4,2012,26.910206,28.147654,36.244045,25.919477,55.368141,58.53299,27.725586,57.970718,48.549408,55.763878,46.070557,26.784716,28.972456,23.155455,52.325718,27.393488,32.871441,35.87368,26.081766,28.842237,35.288189,33.61813,57.135368,27.67351,38.48605,30.279951,38.836132,32.308491,62.645512,16.750381,28.043072,56.76487,28.002323,27.341154,33.389557,53.301289,47.722309,44.856628,36.809963,38.035236,27.377314,41.641651,40.419186
sSSP4,2013,27.031157,28.205471,36.526642,26.24925,55.46529,58.522758,27.841921,58.220211,48.444881,56.010841,46.411354,26.899584,28.992769,23.362139,52.557571,27.690071,33.148685,35.884811,26.150417,28.921295,35.390968,33.674637,57.46759,27.827122,39.100079,30.409763,39.050079,32.443748,62.6582885334,16.866968,28.098806,56.813469,28.131586,27.501274,33.670021,53.521694,48.07333,45.185337,37.035538,37.831169,27.634771,41.704807,40.708897
sSSP4,2014,27.292898,28.503553,36.762016,26.477753,55.554462,58.804489,28.021021,58.386368,48.633442,56.270206,46.437546,27.20406,29.24176,23.67301,52.933048,28.118212,33.470188,36.153214,26.23572,29.157732,35.625275,34.055756,57.795895,28.07214,39.442932,30.657406,39.417557,32.719624,62.6709957355,17.090349,28.34749,56.957798,28.374729,27.802896,34.00388,53.736721,48.408714,45.478786,37.279713,38.040752,28.096922,42.014755,41.027496
sSSP4,2015,27.560543,28.641371,37.07431,26.755146,55.645157,59.135639,28.258499,58.581455,48.701214,56.485535,46.503162,27.478622,29.411049,23.939083,53.451141,28.515457,33.630348,36.338486,26.361116,29.310551,35.844257,34.188248,58.131943,28.365307,40.029758,30.896273,39.647003,32.958401,62.6836339824,17.391336,28.518057,57.11578,28.624256,28.025101,34.289299,53.951328,48.761665,45.794689,37.430576,38.165718,28.602989,42.091717,41.38773
sSSP4,2016,27.831751,28.815845,37.39492,27.084543,55.710548,59.1892496729,28.501377,58.742977,48.646431,56.704151,46.500755,27.861732,29.5802,24.190313,53.974216,28.936403,33.864502,36.476818,26.518875,29.462122,36.087543,34.504791,58.5499,28.671944,40.700733,31.252337,39.92144,33.257549,62.6962036485,17.554956,28.692316,57.210175,28.858366,28.341888,34.580418,54.067146,49.11272,46.141453,37.598637,38.348724,29.078905,42.083836,41.775387
sSSP4,2017,28.100306,28.975107,37.828247,27.519045,55.738907,59.242370249,28.729992,58.916443,48.685417,57.003941,46.358459,28.035536,29.829605,24.41884,54.478436,29.163446,34.094551,36.641872,26.80703,29.63135,36.272835,34.81406,58.8414,28.948429,41.330307,31.444117,40.222904,33.475857,62.7087051057,17.980671,28.90062,57.302063,29.050081,28.592457,34.83086,54.231014,49.458397,46.402184,37.803703,38.55962,29.569807,42.085426,42.173828
sSSP4,2018,28.337511,29.16474,38.40926,28.008825,55.776379,59.2950052087,28.951618,59.128624,48.879536,57.325291,46.31781,28.376183,30.081827,24.68083,54.937141,29.397808,34.290127,36.849743,27.111473,29.820116,36.503719,35.098503,59.086937,29.25115,41.998772,31.725849,40.517582,33.737473,62.7211387243,18.375759,29.097788,57.408859,29.255314,28.863403,35.067696,54.457745,49.840675,46.712227,38.038109,38.760597,30.090696,42.171646,42.566029
sSSP4,2019,28.545574,29.32024,38.959633,28.476543,55.781101,59.3471589914,29.164639,59.318752,49.046738,57.633129,46.253155,28.683256,30.309587,24.914148,55.372356,29.609825,34.495804,37.016064,27.388353,29.99176,36.710239,35.371243,59.310452,29.520393,42.658489,31.963112,40.792595,33.983799,62.7335048724,18.73107,29.304058,57.476265,29.43788,29.095356,35.301083,54.646477,50.202938,46.99176,38.251965,38.939049,30.571602,42.226257,42.939434
sSSP4,2020,28.756258,29.478451,39.505848,28.947128,55.776211,59.398835996,29.387405,59.508572,49.216106,57.944126,46.190365,28.993732,30.542192,25.14827,55.809528,29.821564,34.695423,37.179821,27.666496,30.165676,36.917183,35.646793,59.529144,29.794294,43.321735,32.200375,41.066536,34.234028,62.745803916,19.080103,29.510303,57.523869,29.620686,29.331093,35.532486,54.836224,50.567196,47.276054,38.4673,39.117676,31.063643,42.280331,43.31395
sSSP4,2021,28.969473,29.6385,40.048302,29.422745,55.767502,59.4500405809,29.619015,59.697762,49.397316,58.257908,46.131794,29.308189,30.779007,25.38295,56.248623,30.034008,34.897453,37.34201,27.946182,30.341158,37.12392,35.92485,59.743565,30.072298,43.986706,32.436951,41.339745,34.487595,62.7580362194,19.424957,29.715359,57.550667,29.804039,29.570091,35.762936,55.030636,50.934574,47.566551,38.684944,39.29594,31.566368,42.33773,43.68861
sSSP4,2022,29.205744,29.836626,40.620396,29.935211,55.77887,59.5007770651,29.930426,59.906563,49.60503,58.597637,46.090694,29.648762,31.04759,25.64065,56.697021,30.264692,35.125679,37.562138,28.261597,30.548475,37.368122,36.230217,59.980797,30.368855,44.677055,32.736057,41.640163,34.755299,62.7702021447,19.856363,29.94644,57.577614,30.021059,29.822039,36.031719,55.239876,51.321568,47.865337,38.942036,39.49646,32.09687,42.410778,44.092529
sSSP4,2023,29.44397,30.036457,41.187428,30.44945,55.784016,59.5510497276,30.25024,60.115501,49.813572,58.939716,46.053703,29.992022,31.319183,25.899101,57.146175,30.4956,35.356407,37.781517,28.578289,30.757576,37.612404,36.538376,60.218235,30.668633,45.363129,33.034241,41.939869,35.026184,62.7823020521,20.282043,30.177511,57.591515,30.238201,30.076418,36.300282,55.450569,51.710041,48.169621,39.200054,39.696976,32.635719,42.484573,44.495548
sSSP4,2024,29.684025,30.237787,41.749207,30.965128,55.783604,59.6008628088,30.578142,60.324699,50.022858,59.283894,46.021271,30.337921,31.59351,26.158316,57.595802,30.726862,35.589504,38.000603,28.896257,30.968359,37.856747,36.849228,60.457298,30.971399,46.044083,33.331478,42.238979,35.300098,62.7943362999,20.70219,30.408573,57.594002,30.455421,30.332973,36.568649,55.662762,52.099808,48.479565,39.459,39.897434,33.182068,42.559265,44.897469
sSSP4,2025,29.925756,30.440411,42.305592,31.481903,55.778263,59.6502205099,30.913813,60.534245,50.232681,59.5926679397,45.993774,30.686293,31.870314,26.418299,58.045628,30.958595,35.824833,38.219753,29.215464,31.180712,38.101128,37.162628,60.699337,31.276913,46.719246,33.627712,42.537609,35.57687,62.8063052443,21.116985,30.639626,57.586563,30.672651,30.591448,36.836842,55.876472,52.490681,48.795319,39.718819,40.097782,33.734913,42.634995,45.298115
sSSP4,2026,30.168884,30.644138,42.854229,31.99382,55.750984,59.6991269941,31.257027,60.743801,50.409561,59.8847624572,45.956966,31.036533,32.149208,26.678991,58.443208853,31.183876,36.062359,38.438679,29.535406,31.394581,38.345493,37.478394,60.9159748851,31.584795,47.382969,33.922817,42.835583,35.856319,62.8182092397,21.525059,30.87059,57.57967,30.887861,30.851572,37.105087,56.069042,52.873409,49.102226,39.979557,40.298023,34.293232,42.696201,45.697273
sSSP4,2027,30.406349,30.834349,43.349346,32.458084,55.659679,59.7475863861,31.58395,60.896278,50.53352,60.1610785452,45.872761,31.382238,32.420139,26.927891,58.8180600425,31.340239,36.283672,38.639809,29.831036,31.592804,38.57814,37.787895,61.1217000404,31.886442,47.994312,34.157806,43.109497,36.131573,62.8300486386,21.91514,31.094702,57.492958,31.063454,31.104486,37.348042,56.179195,53.175694,49.345486,40.239399,40.506268,34.856556,42.708469,46.062618
sSSP4,2028,30.644871,31.025211,43.838348,32.921795,55.562183,59.7956027732,31.917665,61.048355,50.653503,60.4224685267,45.792416,31.729362,32.692726,27.177334,59.1714810216,31.495899,36.506733,38.841248,30.127491,31.792198,38.810673,38.099335,61.3170621744,32.189888,48.597836,34.39151,43.383015,36.409149,62.8418237914,22.30011,31.318794,57.397789,31.238367,31.358545,37.590706,56.289093,53.477245,49.593849,40.499626,40.714302,35.423351,42.719986,46.42625
sSSP4,2029,30.884357,31.216618,44.321251,33.384708,55.458981,59.8431802053,32.257923,61.200104,50.769855,60.6697386836,45.716221,32.077862,32.96685,27.427326,59.5046969535,31.650915,36.731453,39.04324,30.424742,31.992682,39.043102,38.412544,61.5025833049,32.495018,49.193241,34.624012,43.656223,36.688934,62.8535350469,22.680189,31.542873,57.295078,31.412573,31.61363,37.833111,56.398792,53.777912,49.847622,40.760258,40.922096,35.992977,42.730888,46.788139
sSSP4,2030,31.12467,31.408434,44.798092,33.846561,55.350517,59.8903226951,32.604477,61.351582,50.882778,60.9036517438,45.644428,32.42757,33.242336,27.677832,59.8188629591,31.805347,36.957714,39.245911,30.72271,32.194164,39.27541,38.727329,61.6787591541,32.801636,49.780148,34.855366,43.92918,36.970798,62.8651827517,23.05558,31.766937,57.185696,31.586023,31.869593,38.075272,56.508289,54.077541,50.107105,41.021236,41.129593,36.564732,42.741276,47.148243
sSSP4,2031,31.36587,31.600569,45.26862,34.305428,55.243809,59.9370342189,32.957024,61.502903,51.003067,61.124929234,45.578522,32.777908,33.519291,27.928951,60.115068121,31.960058,37.185341,39.449333,31.021324,32.396511,39.507633,39.043556,61.8460604731,33.109829,50.359478,35.085617,44.201782,37.254505,62.8767672507,23.426304,31.990389,57.070259,31.758736,32.126427,38.317211,56.620258,54.376667,50.373611,41.282547,41.337353,37.137901,42.75425,47.506607
sSSP4,2032,31.615625,31.803362,45.72467,34.74152,55.152802,59.9833187165,33.326927,61.654472,51.129116,61.3342537055,45.522533,33.126766,33.81012,28.193304,60.394339259,32.121986,37.419651,39.653896,31.321379,32.607456,39.740257,39.368294,62.0049343,33.425678,50.937729,35.309635,44.464012,37.545628,62.8882888869,23.78533,32.224895,56.954002,31.926706,32.394512,38.561337,56.74334,54.679649,50.655994,41.545067,41.560371,37.711319,42.774971,47.879162
sSSP4,2033,31.867409,32.007301,46.170979,35.169483,55.038914,60.0291800915,33.70269,61.799709,51.216354,61.5322708391,45.453884,33.479004,34.103497,28.46019,60.65764449,32.273262,37.656822,39.862465,31.623978,32.820808,39.975254,39.695869,62.1558051539,33.744457,51.501904,35.533066,44.728764,37.839771,62.8997480014,24.137489,32.459488,56.820637,32.096313,32.664257,38.808582,56.858143,54.973347,50.893539,41.810974,41.785934,38.285358,42.778866,48.250278
sSSP4,2034,32.118782,32.210915,46.617702,35.601383,54.913376,60.0746222121,34.08189,61.943344,51.300102,61.7195914372,45.380116,33.830151,34.39658,28.727085,60.9058965834,32.422337,37.894688,40.071388,31.926226,33.034252,40.209808,40.022575,62.2990761696,34.063107,52.070721,35.755062,44.993481,38.134682,62.9111449334,24.488981,32.694069,56.674438,32.264324,32.933956,39.055691,56.971642,55.26915,51.130993,42.075947,42.010761,38.856445,42.778667,48.617447
sSSP4,2035,32.369778,32.414204,47.064846,36.037132,54.776138,60.1196489111,34.464378,62.085407,51.380447,61.8967933078,45.301296,34.180328,34.689419,28.99398,61.1399561259,32.569172,38.133183,40.280624,32.228153,33.247772,40.443913,40.348423,62.4351301749,34.38168,52.644218,35.975872,45.258148,38.430325,62.9224800205,24.839886,32.928627,56.515652,32.43084,33.203621,39.302658,57.083813,55.567013,51.368359,42.340065,42.234848,39.424946,42.774342,48.981014
sSSP4,2036,32.620567,32.617325,47.512108,36.475277,54.63142,60.164263986,34.850025,62.225834,51.463951,62.0644230467,45.217194,34.529377,34.982231,29.261087,61.3606345043,32.713963,38.37228,40.489796,32.529625,33.461395,40.677711,40.673645,62.5643307131,34.700459,53.2135914133,36.195732,45.522602,38.726643,62.9337535983,25.189655,33.162865,56.344593,32.595379,33.473492,39.549507,57.196308,55.867386,51.605183,42.603134,42.45911,39.991154,42.768475,49.341331
sSSP4,2037,32.87534,32.829903,47.952663,36.902634,54.481018,60.2084712,35.235825,62.359592,51.543831,62.2229977235,45.126255,34.875668,35.281433,29.536039,61.5686967187,32.856476,38.616077,40.695068,32.82642,33.680767,40.91114,41.005951,62.687023015,35.022087,53.7567272252,36.414158,45.778786,39.028305,62.9449660003,25.523703,33.401127,56.162083,32.742672,33.75325,39.795589,57.311852,56.170948,51.839531,42.862648,42.694633,40.554535,42.763012,49.703316
sSSP4,2038,33.129734,33.042152,48.393555,37.333424,54.319321,60.2522742815,35.624462,62.491638,51.620262,62.3730064766,45.030563,35.221012,35.580444,29.810972,61.7648640341,32.996719,38.860329,40.900284,33.122894,33.900143,41.144146,41.337448,62.8035349208,35.343609,54.2748345046,36.631836,46.034855,39.330566,62.9561175588,25.857244,33.63937,55.967022,32.888634,34.032959,40.041473,57.426159,56.476437,52.073792,43.12125,42.92952,41.116093,42.753654,50.062534
sSSP4,2039,33.383816,33.254089,48.834812,37.767593,54.146286,60.2956769251,36.015854,62.622013,51.693489,62.514912022,44.930164,35.565601,35.879337,30.085897,61.9498164808,33.134659,39.105011,41.105419,33.419098,34.11953,41.376736,41.66819,62.9141777565,35.665112,54.7690666047,36.848934,46.290802,39.633411,62.9672086038,26.190369,33.877594,55.759537,33.033344,34.312656,40.287186,57.539196,56.78381,52.307968,43.379047,43.163784,41.676296,42.740372,50.419281
sSSP4,2040,33.63763,33.465729,49.276459,38.205074,53.961864,60.3386827915,36.409916,62.750748,51.763573,62.6491520808,44.825073,35.909573,36.178169,30.360817,62.1241952119,33.270271,39.350094,41.31044,33.715065,34.338909,41.608921,41.998222,63.0192471654,35.986656,55.2405237305,37.065613,46.546612,39.936829,62.9782394636,26.523153,34.115803,55.539768,33.176876,34.592361,40.532734,57.650948,57.093033,52.542065,43.636108,43.39743,42.235512,42.723145,50.773834
sSSP4,2041,33.891399,33.677368,49.718483,38.645302,53.769547,60.3812955078,36.806576,62.87775,51.839218,62.776140729,44.715317,36.253147,36.477188,30.635876,62.2886047259,33.404133,39.595753,41.515549,34.010727,34.558426,41.840961,42.327999,63.1190238987,36.308533,55.6902553878,37.282253,46.802246,40.240879,62.989210465,26.855001,34.35371,55.308247,33.31892,34.872307,40.778179,57.762646,57.404617,52.774651,43.892448,43.631489,42.794041,42.704491,51.12648
sSSP4,2042,34.149567,33.900806,50.159618,39.083382,53.567753,60.4235186683,37.204407,62.998714,51.914188,62.8962696749,44.599895,36.597424,36.782204,30.915297,62.443614962,33.537479,39.853172,41.722301,34.30423,34.784908,42.074841,42.668301,63.2137745649,36.633568,56.1192627195,37.514969,47.053318,40.550797,63.0001219327,27.173262,34.596603,55.064583,33.448238,35.158298,41.023632,57.875652,57.719219,52.997028,44.147995,43.874252,43.351788,42.684769,51.480228
sSSP4,2043,34.40752,34.123989,50.601208,39.524544,53.354839,60.4653558341,37.604641,63.1169558749,51.986134,63.0099094676,44.479958,36.941196,37.087246,31.1947,62.5897632762,33.668507,40.110924,41.928711,34.597549,35.011379,42.308342,43.008053,63.3037523429,36.958668,56.5285007344,37.747547,47.304199,40.861244,63.0109741897,27.491323,34.839474,54.808315,33.576527,35.444324,41.268887,57.987408,58.035587,53.219299,44.402828,44.116486,43.909279,42.661263,51.832462
sSSP4,2044,34.66531,34.346935,51.043293,39.968739,53.130787,60.5068105339,38.007233,63.2282116713,52.055222,63.1174106396,44.355534,37.284641,37.392391,31.474104,62.7275563037,33.797192,40.369011,42.134811,34.890732,35.23785,42.541485,43.347317,63.389197658,37.283932,56.9188804329,37.980095,47.554886,41.172218,63.0217675574,27.809259,35.082329,54.539501,33.703835,35.730419,41.513958,58.097904,58.353687,53.44146,44.65704,44.358204,44.4669,42.633949,52.183411
sSSP4,2045,34.922997,34.569675,51.48592,40.415939,52.895535,60.5478862642,38.412144,63.3328941474,52.12154,63.2191047883,44.226627,37.627876,37.697697,31.753527,62.8574717156,33.923515,40.627426,42.340603,35.183819,35.464317,42.774273,43.686165,63.4703388245,37.609413,57.2912708354,38.212711,47.805374,41.48373,63.0325023553,28.127157,35.325169,54.258263,33.830219,36.016617,41.758873,58.207111,58.6671588017,53.663517,44.910698,44.599422,45.024937,42.602806,52.533287
sSSP4,2046,35.18111,34.792789,51.929482,40.866974,52.650276,60.5885864893,38.819336,63.4313916744,52.194553,63.3153055989,44.095184,37.971725,38.003704,32.033211,62.9799598746,34.049713,40.886608,42.548321,35.477314,35.691162,43.007412,44.025253,63.547392656,37.935528,57.646500916,38.44598,48.056252,41.795944,63.0431789013,28.445581,35.56765,53.965828,33.95649,36.303265,42.004162,58.317051,58.965845779,53.883217,45.164711,44.841385,45.583725,42.572247,52.882339
sSSP4,2047,35.448223,35.034634,52.377789,41.32608,52.390213,60.6289146422,39.23996,63.5240696771,52.266998,63.4063098118,43.962875,38.32029,38.32103,32.31773,63.0954453959,34.181896,41.161697,42.769665,35.778999,35.932026,43.249752,44.377544,63.6205650443,38.265511,57.985361449,38.707176,48.311256,42.114231,63.0537975114,28.772951,35.817886,53.664768,34.083984,36.597218,42.257149,58.430473,59.2504452547,54.087051,45.425529,45.091488,46.14584,42.543053,53.237106
sSSP4,2048,35.715282,35.276318,52.826763,41.788094,52.119007,60.668874124,39.662731,63.6112719903,52.336769,63.4923981381,43.826321,38.668747,38.638596,32.602261,63.2043286199,34.311893,41.437103,42.99065,36.080673,36.172916,43.491795,44.729603,63.6900515099,38.595726,58.308606768,38.96859,48.566044,42.433044,63.0643585001,29.100471,36.068104,53.350845,34.210709,36.891289,42.509995,58.542671,59.5216216625,54.29073,45.685863,45.341167,46.708885,42.510269,53.591305
sSSP4,2049,35.982346,35.517876,53.276463,42.252991,51.836597,60.7084683053,40.087643,63.6933221338,52.404007,63.5738361251,43.685501,39.017262,38.956474,32.886818,63.3069869992,34.439678,41.712837,43.211327,36.38237,36.413857,43.733543,45.081505,63.7560377242,38.92625,58.6169564463,39.230297,48.820618,42.752403,63.07486218,29.428209,36.31831,53.02409,34.336693,37.18552,42.76273,58.653618,59.7800080984,54.494247,45.945793,45.590435,47.27317,42.473869,53.945091
sSSP4,2050,36.249737,35.759495,53.726959,42.720753,51.542934,60.7477005255,40.51469,63.7705245131,52.467804,63.6508749761,43.540405,39.366344,39.274689,33.171928,63.4037764078,34.565235,41.988987,43.433167,36.684525,36.654881,43.975067,45.433514,63.8187000059,39.257488,58.9110968978,39.4925,49.075325,43.072338,63.0853088621,29.756241,36.5686,52.684814,34.461964,37.480042,43.01622,58.763283,60.0262077983,54.697605,46.205494,45.839706,47.839039,42.433819,54.298634
sSSP4,2051,36.517883,36.001743,54.178078,43.191479,51.242069,60.7865740934,40.943775,63.8431655483,52.535233,63.7237523246,43.392048,39.716785,39.593849,33.457397,63.4950323742,34.690422,42.266006,43.657784,36.98745,36.8964,44.217102,45.786037,63.878205792,39.589565,59.1916829054,39.755569,49.330223,43.393024,63.0956988557,30.085939,36.818642,52.334106,34.587654,37.77504,43.270679,58.872448,60.2607955468,54.900208,46.466583,46.089916,48.406216,42.393883,54.652126
sSSP4,2052,36.795746,36.260941,54.627605,43.665298,50.933411,60.825092288,41.388416,63.911514737,52.599163,63.7926929675,43.240734,40.073109,39.923466,33.744839,63.5810712447,34.818375,42.555439,43.894897,37.299129,37.149075,44.467621,46.148792,63.934714085,39.925007,59.4593390788,40.040241,49.584488,43.718006,63.1060324685,30.436316,37.074913,51.970825,34.718021,38.073929,43.531551,58.980976,60.4843190189,55.100712,46.739311,46.345497,48.978008,42.352196,55.007954
sSSP4,2053,37.073574,36.520039,55.078049,44.141907,50.613739,60.8632583578,41.834892,63.9758256542,52.660393,63.8579095588,43.085232,40.429474,40.253536,34.032261,63.6621912804,34.944225,42.845188,44.131695,37.610836,37.401817,44.717903,46.511406,63.988375878,40.260662,59.7146612447,40.325233,49.83857,44.043514,63.1163100063,30.787203,37.331181,51.594536,34.847801,38.372978,43.792439,59.088207,60.6973000586,55.301025,47.011757,46.600723,49.550831,42.307011,55.363937
sSSP4,2054,37.35141,36.779045,55.529472,44.6213,50.283009,60.9010755221,42.283207,64.0363368929,52.719116,63.9196032652,42.925495,40.786026,40.584129,34.319653,63.7386736906,35.067963,43.135273,44.368183,37.922581,37.654636,44.967953,46.87394,64.0393345581,40.596622,59.9582177729,40.610607,50.092453,44.369579,63.1265317735,31.138674,37.587437,51.205238,34.977013,38.672215,44.053307,59.194118,60.9002358973,55.501148,47.283981,46.855587,50.125031,42.258293,55.720211
sSSP4,2055,37.629303,37.037987,55.98196,45.103481,49.941158,60.9385469702,42.733364,64.0932729493,52.775402,63.9779643866,42.761497,41.142876,40.915295,34.60701,63.8107836079,35.189571,43.425697,44.604347,38.234386,37.907543,45.217777,47.236462,64.0877262897,40.932941,60.1905508422,40.896412,50.346119,44.696213,63.1366980726,31.490795,37.843685,50.803001,35.105675,38.971657,44.314129,59.298691,61.0936003144,55.701069,47.556042,47.1101,50.700882,42.206001,56.0769
sSSP4,2056,37.908005,37.297562,56.434605,45.58659,49.591045,60.9756758628,43.185425,64.1468450557,52.832989,64.0331729434,42.592979,41.500874,41.247612,34.894398,63.8787710074,35.31036,43.716873,44.840584,38.546745,38.161018,45.468102,47.599609,64.133680378,41.269928,60.4121776468,41.183033,50.599312,45.023617,63.1468092048,31.844683,38.099678,50.388611,35.234962,39.271542,44.575321,59.402397,61.277844744,55.900684,47.829876,47.365509,51.278812,42.153492,56.434097
sSSP4,2057,38.196411,37.570663,56.8724589453,46.063366,49.232319,61.0124653314,43.649197,64.1972519641,52.88575,64.0853992316,42.419315,41.86274,41.589386,35.182514,63.9428715731,35.431492,44.015148,45.07795,38.865334,38.424057,45.725307,47.970097,64.1773196148,41.608982,60.6235915479,41.482941,50.847828,45.354462,63.1568654693,32.215229,38.36087,49.95953,35.370682,39.573971,44.839497,59.505196,61.4533993281,56.102249,48.115829,47.625465,51.862072,42.098007,56.790962
sSSP4,2058,38.485008,37.843784,57.2879302595,46.542854,48.862556,61.0489184789,44.114845,64.2446806839,52.935978,64.1348043481,42.241295,42.225048,41.931854,35.470631,64.0033075149,35.550571,44.313774,45.314877,39.184109,38.687237,45.982327,48.34082,64.2187606062,41.948498,60.8252631716,41.783398,51.096046,45.685921,63.1668671639,32.586651,38.622051,49.516739,35.505966,39.876671,45.1036,59.606609,61.6206739211,56.303604,48.401718,47.885132,52.447769,42.039005,57.148537
sSSP4,2059,38.773846,38.116947,57.6821631189,47.025059,48.481709,61.0850383799,44.582401,64.2893071751,52.983711,64.1815406875,42.058853,42.587978,42.275063,35.758766,64.0602883391,35.667591,44.612797,45.551456,39.50312,38.950581,46.239174,48.711876,64.258114085,42.28857,61.0176414571,42.084457,51.343964,46.018028,63.1768145847,32.959026,38.883221,49.060192,35.640823,40.179661,45.367645,59.706608,61.780059047,56.504738,48.687626,48.144539,53.03619,41.976494,57.506916
sSSP4,2060,39.062969,38.390167,58.0562432109,47.509995,48.089714,61.1208280809,45.051872,64.3312970017,53.028999,64.2257524125,41.871964,42.951622,42.619038,36.046947,64.1140115745,35.782528,44.912216,45.78775,39.822403,39.214092,46.49585,49.083328,64.2954852056,42.629269,61.2011546558,42.386147,51.591579,46.350796,63.1867080262,33.332405,39.144382,48.590008,35.775261,40.482971,45.631649,59.805164,61.9319268107,56.70565,48.973598,48.403698,53.612104161,41.910389,57.86618
sSSP4,2061,39.353088,38.664051,58.4112007237,47.994041,47.684193,61.1562906005,45.523289,64.3708059455,53.071301,64.2675758982,41.678139,43.31599,42.964214,36.335163,64.1646634571,35.895752,45.212368,46.021801,40.142082,39.478279,46.752823,49.455692,64.3309738256,42.970657,61.3762112844,42.688656,51.838196,46.684418,63.1965477814,33.70639,39.405319,48.10664,35.909859,40.786789,45.895535,59.901928,62.0766317667,56.905865,49.260941,48.663982,54.1602949529,41.841915,58.2163318193
